'Time','ECG','ECG'
'[12:00:00.248]',-0.422,0.022
'[12:00:00.252]',-0.419,0.024
'[12:00:00.256]',-0.415,0.022
'[12:00:00.260]',-0.410,0.020
'[12:00:00.264]',-0.411,0.021
'[12:00:00.268]',-0.401,0.016
'[12:00:00.272]',-0.401,0.011
'[12:00:00.276]',-0.398,0.009
'[12:00:00.280]',-0.395,0.013
'[12:00:00.284]',-0.393,0.018
'[12:00:00.288]',-0.389,0.019
'[12:00:00.292]',-0.384,0.022
'[12:00:00.296]',-0.370,0.025
'[12:00:00.300]',-0.362,0.028
'[12:00:00.304]',-0.360,0.028
'[12:00:00.308]',-0.364,0.033
'[12:00:00.312]',-0.359,0.035
'[12:00:00.316]',-0.359,0.036
'[12:00:00.320]',-0.360,0.040
'[12:00:00.324]',-0.364,0.046
'[12:00:00.328]',-0.380,0.051
'[12:00:00.332]',-0.374,0.052
'[12:00:00.336]',-0.374,0.060
'[12:00:00.340]',-0.362,0.062
'[12:00:00.344]',-0.365,0.062
'[12:00:00.348]',-0.360,0.060
'[12:00:00.352]',-0.352,0.064
'[12:00:00.356]',-0.352,0.068
'[12:00:00.360]',-0.345,0.066
'[12:00:00.364]',-0.339,0.070
'[12:00:00.368]',-0.316,0.069
'[12:00:00.372]',-0.306,0.069
'[12:00:00.376]',-0.301,0.064
'[12:00:00.380]',-0.305,0.061
'[12:00:00.384]',-0.312,0.060
'[12:00:00.388]',-0.315,0.058
'[12:00:00.392]',-0.321,0.058
'[12:00:00.396]',-0.320,0.055
'[12:00:00.400]',-0.326,0.055
'[12:00:00.404]',-0.329,0.054
'[12:00:00.408]',-0.341,0.055
'[12:00:00.412]',-0.354,0.054
'[12:00:00.416]',-0.367,0.054
'[12:00:00.420]',-0.385,0.052
'[12:00:00.424]',-0.391,0.052
'[12:00:00.428]',-0.396,0.055
'[12:00:00.432]',-0.388,0.058
'[12:00:00.436]',-0.385,0.060
'[12:00:00.440]',-0.372,0.058
'[12:00:00.444]',-0.367,0.055
'[12:00:00.448]',-0.356,0.058
'[12:00:00.452]',-0.350,0.060
'[12:00:00.456]',-0.340,0.065
'[12:00:00.460]',-0.326,0.074
'[12:00:00.464]',-0.314,0.091
'[12:00:00.468]',-0.302,0.113
'[12:00:00.472]',-0.299,0.140
'[12:00:00.476]',-0.292,0.170
'[12:00:00.480]',-0.289,0.204
'[12:00:00.484]',-0.279,0.233
'[12:00:00.488]',-0.250,0.256
'[12:00:00.492]',-0.191,0.256
'[12:00:00.496]',-0.096,0.241
'[12:00:00.500]',0.052,0.212
'[12:00:00.504]',0.259,0.172
'[12:00:00.508]',0.491,0.138
'[12:00:00.512]',0.736,0.109
'[12:00:00.516]',0.931,0.092
'[12:00:00.520]',1.048,0.085
'[12:00:00.524]',1.002,0.079
'[12:00:00.528]',0.831,0.074
'[12:00:00.532]',0.570,0.074
'[12:00:00.536]',0.286,0.076
'[12:00:00.540]',0.046,0.074
'[12:00:00.544]',-0.081,0.076
'[12:00:00.548]',-0.136,0.075
'[12:00:00.552]',-0.175,0.071
'[12:00:00.556]',-0.205,0.066
'[12:00:00.560]',-0.219,0.065
'[12:00:00.564]',-0.230,0.066
'[12:00:00.568]',-0.229,0.064
'[12:00:00.572]',-0.229,0.064
'[12:00:00.576]',-0.231,0.062
'[12:00:00.580]',-0.234,0.060
'[12:00:00.584]',-0.236,0.058
'[12:00:00.588]',-0.245,0.055
'[12:00:00.592]',-0.256,0.059
'[12:00:00.596]',-0.258,0.059
'[12:00:00.600]',-0.261,0.060
'[12:00:00.604]',-0.261,0.060
'[12:00:00.608]',-0.265,0.060
'[12:00:00.612]',-0.266,0.061
'[12:00:00.616]',-0.268,0.064
'[12:00:00.620]',-0.268,0.069
'[12:00:00.624]',-0.264,0.074
'[12:00:00.628]',-0.263,0.079
'[12:00:00.632]',-0.253,0.079
'[12:00:00.636]',-0.250,0.081
'[12:00:00.640]',-0.241,0.084
'[12:00:00.644]',-0.241,0.087
'[12:00:00.648]',-0.234,0.089
'[12:00:00.652]',-0.226,0.096
'[12:00:00.656]',-0.220,0.101
'[12:00:00.660]',-0.209,0.104
'[12:00:00.664]',-0.196,0.109
'[12:00:00.668]',-0.176,0.109
'[12:00:00.672]',-0.161,0.114
'[12:00:00.676]',-0.146,0.117
'[12:00:00.680]',-0.133,0.124
'[12:00:00.684]',-0.121,0.128
'[12:00:00.688]',-0.106,0.133
'[12:00:00.692]',-0.092,0.136
'[12:00:00.696]',-0.077,0.140
'[12:00:00.700]',-0.062,0.144
'[12:00:00.704]',-0.049,0.145
'[12:00:00.708]',-0.037,0.152
'[12:00:00.712]',-0.022,0.155
'[12:00:00.716]',-0.001,0.163
'[12:00:00.720]',0.018,0.169
'[12:00:00.724]',0.040,0.176
'[12:00:00.728]',0.068,0.181
'[12:00:00.732]',0.095,0.185
'[12:00:00.736]',0.121,0.189
'[12:00:00.740]',0.145,0.188
'[12:00:00.744]',0.165,0.191
'[12:00:00.748]',0.182,0.190
'[12:00:00.752]',0.195,0.193
'[12:00:00.756]',0.210,0.191
'[12:00:00.760]',0.217,0.190
'[12:00:00.764]',0.234,0.190
'[12:00:00.768]',0.244,0.190
'[12:00:00.772]',0.258,0.191
'[12:00:00.776]',0.258,0.189
'[12:00:00.780]',0.255,0.190
'[12:00:00.784]',0.251,0.188
'[12:00:00.788]',0.242,0.185
'[12:00:00.792]',0.237,0.185
'[12:00:00.796]',0.224,0.188
'[12:00:00.800]',0.215,0.193
'[12:00:00.804]',0.204,0.191
'[12:00:00.808]',0.193,0.190
'[12:00:00.812]',0.181,0.182
'[12:00:00.816]',0.171,0.179
'[12:00:00.820]',0.165,0.172
'[12:00:00.824]',0.151,0.171
'[12:00:00.828]',0.149,0.172
'[12:00:00.832]',0.142,0.176
'[12:00:00.836]',0.139,0.182
'[12:00:00.840]',0.133,0.182
'[12:00:00.844]',0.131,0.188
'[12:00:00.848]',0.135,0.185
'[12:00:00.852]',0.129,0.184
'[12:00:00.856]',0.128,0.185
'[12:00:00.860]',0.125,0.182
'[12:00:00.864]',0.129,0.189
'[12:00:00.868]',0.129,0.186
'[12:00:00.872]',0.134,0.189
'[12:00:00.876]',0.138,0.182
'[12:00:00.880]',0.140,0.177
'[12:00:00.884]',0.146,0.176
'[12:00:00.888]',0.145,0.177
'[12:00:00.892]',0.146,0.182
'[12:00:00.896]',0.141,0.180
'[12:00:00.900]',0.141,0.182
'[12:00:00.904]',0.140,0.177
'[12:00:00.908]',0.140,0.180
'[12:00:00.912]',0.139,0.177
'[12:00:00.916]',0.136,0.179
'[12:00:00.920]',0.139,0.180
'[12:00:00.924]',0.138,0.181
'[12:00:00.928]',0.140,0.184
'[12:00:00.932]',0.134,0.179
'[12:00:00.936]',0.140,0.179
'[12:00:00.940]',0.147,0.172
'[12:00:00.944]',0.151,0.174
'[12:00:00.948]',0.155,0.170
'[12:00:00.952]',0.158,0.172
'[12:00:00.956]',0.163,0.174
'[12:00:00.960]',0.163,0.170
'[12:00:00.964]',0.165,0.166
'[12:00:00.968]',0.165,0.159
'[12:00:00.972]',0.164,0.159
'[12:00:00.976]',0.163,0.159
'[12:00:00.980]',0.160,0.165
'[12:00:00.984]',0.160,0.168
'[12:00:00.988]',0.164,0.170
'[12:00:00.992]',0.176,0.174
'[12:00:00.996]',0.182,0.174
'[12:00:01.000]',0.198,0.176
'[12:00:01.004]',0.205,0.175
'[12:00:01.008]',0.216,0.179
'[12:00:01.012]',0.221,0.177
'[12:00:01.016]',0.229,0.181
'[12:00:01.020]',0.236,0.184
'[12:00:01.024]',0.242,0.190
'[12:00:01.028]',0.255,0.195
'[12:00:01.032]',0.264,0.200
'[12:00:01.036]',0.279,0.204
'[12:00:01.040]',0.287,0.205
'[12:00:01.044]',0.295,0.209
'[12:00:01.048]',0.297,0.209
'[12:00:01.052]',0.304,0.214
'[12:00:01.056]',0.329,0.216
'[12:00:01.060]',0.347,0.221
'[12:00:01.064]',0.375,0.228
'[12:00:01.068]',0.391,0.233
'[12:00:01.072]',0.416,0.239
'[12:00:01.076]',0.429,0.239
'[12:00:01.080]',0.436,0.241
'[12:00:01.084]',0.446,0.245
'[12:00:01.088]',0.460,0.250
'[12:00:01.092]',0.490,0.254
'[12:00:01.096]',0.506,0.258
'[12:00:01.100]',0.529,0.263
'[12:00:01.104]',0.534,0.259
'[12:00:01.108]',0.541,0.259
'[12:00:01.112]',0.541,0.256
'[12:00:01.116]',0.539,0.255
'[12:00:01.120]',0.542,0.253
'[12:00:01.124]',0.531,0.254
'[12:00:01.128]',0.535,0.256
'[12:00:01.132]',0.526,0.258
'[12:00:01.136]',0.526,0.263
'[12:00:01.140]',0.512,0.263
'[12:00:01.144]',0.500,0.269
'[12:00:01.148]',0.495,0.270
'[12:00:01.152]',0.480,0.274
'[12:00:01.156]',0.480,0.280
'[12:00:01.160]',0.471,0.285
'[12:00:01.164]',0.477,0.294
'[12:00:01.168]',0.477,0.291
'[12:00:01.172]',0.490,0.304
'[12:00:01.176]',0.500,0.312
'[12:00:01.180]',0.509,0.346
'[12:00:01.184]',0.526,0.385
'[12:00:01.188]',0.531,0.434
'[12:00:01.192]',0.542,0.481
'[12:00:01.196]',0.540,0.497
'[12:00:01.200]',0.569,0.494
'[12:00:01.204]',0.629,0.444
'[12:00:01.208]',0.781,0.395
'[12:00:01.212]',1.004,0.344
'[12:00:01.216]',1.339,0.318
'[12:00:01.220]',1.680,0.307
'[12:00:01.224]',1.901,0.299
'[12:00:01.228]',1.971,0.299
'[12:00:01.232]',1.778,0.290
'[12:00:01.236]',1.450,0.294
'[12:00:01.240]',1.085,0.286
'[12:00:01.244]',0.824,0.289
'[12:00:01.248]',0.701,0.281
'[12:00:01.252]',0.649,0.280
'[12:00:01.256]',0.640,0.278
'[12:00:01.260]',0.631,0.273
'[12:00:01.264]',0.642,0.270
'[12:00:01.268]',0.635,0.263
'[12:00:01.272]',0.631,0.266
'[12:00:01.276]',0.615,0.264
'[12:00:01.280]',0.603,0.270
'[12:00:01.284]',0.593,0.268
'[12:00:01.288]',0.581,0.264
'[12:00:01.292]',0.585,0.259
'[12:00:01.296]',0.578,0.254
'[12:00:01.300]',0.580,0.253
'[12:00:01.304]',0.564,0.250
'[12:00:01.308]',0.550,0.255
'[12:00:01.312]',0.529,0.256
'[12:00:01.316]',0.519,0.264
'[12:00:01.320]',0.519,0.264
'[12:00:01.324]',0.517,0.266
'[12:00:01.328]',0.521,0.268
'[12:00:01.332]',0.515,0.268
'[12:00:01.336]',0.519,0.271
'[12:00:01.340]',0.517,0.274
'[12:00:01.344]',0.519,0.280
'[12:00:01.348]',0.520,0.282
'[12:00:01.352]',0.524,0.290
'[12:00:01.356]',0.539,0.292
'[12:00:01.360]',0.539,0.296
'[12:00:01.364]',0.550,0.299
'[12:00:01.368]',0.552,0.300
'[12:00:01.372]',0.561,0.306
'[12:00:01.376]',0.561,0.305
'[12:00:01.380]',0.560,0.309
'[12:00:01.384]',0.565,0.311
'[12:00:01.388]',0.564,0.319
'[12:00:01.392]',0.579,0.326
'[12:00:01.396]',0.581,0.329
'[12:00:01.400]',0.600,0.338
'[12:00:01.404]',0.609,0.338
'[12:00:01.408]',0.624,0.345
'[12:00:01.412]',0.632,0.349
'[12:00:01.416]',0.646,0.354
'[12:00:01.420]',0.672,0.360
'[12:00:01.424]',0.680,0.366
'[12:00:01.428]',0.713,0.376
'[12:00:01.432]',0.728,0.379
'[12:00:01.436]',0.762,0.384
'[12:00:01.440]',0.782,0.381
'[12:00:01.444]',0.814,0.386
'[12:00:01.448]',0.849,0.389
'[12:00:01.452]',0.869,0.391
'[12:00:01.456]',0.909,0.396
'[12:00:01.460]',0.929,0.398
'[12:00:01.464]',0.973,0.406
'[12:00:01.468]',0.994,0.401
'[12:00:01.472]',1.032,0.406
'[12:00:01.476]',1.055,0.399
'[12:00:01.480]',1.071,0.400
'[12:00:01.484]',1.093,0.396
'[12:00:01.488]',1.089,0.395
'[12:00:01.492]',1.101,0.395
'[12:00:01.496]',1.085,0.388
'[12:00:01.500]',1.091,0.389
'[12:00:01.504]',1.069,0.381
'[12:00:01.508]',1.062,0.388
'[12:00:01.512]',1.050,0.384
'[12:00:01.516]',1.031,0.388
'[12:00:01.520]',1.016,0.385
'[12:00:01.524]',0.985,0.380
'[12:00:01.528]',0.978,0.379
'[12:00:01.532]',0.946,0.367
'[12:00:01.536]',0.936,0.366
'[12:00:01.540]',0.902,0.357
'[12:00:01.544]',0.877,0.361
'[12:00:01.548]',0.845,0.356
'[12:00:01.552]',0.810,0.362
'[12:00:01.556]',0.792,0.364
'[12:00:01.560]',0.767,0.361
'[12:00:01.564]',0.767,0.357
'[12:00:01.568]',0.752,0.352
'[12:00:01.572]',0.755,0.354
'[12:00:01.576]',0.754,0.350
'[12:00:01.580]',0.766,0.355
'[12:00:01.584]',0.782,0.352
'[12:00:01.588]',0.795,0.356
'[12:00:01.592]',0.823,0.355
'[12:00:01.596]',0.838,0.351
'[12:00:01.600]',0.870,0.354
'[12:00:01.604]',0.886,0.351
'[12:00:01.608]',0.911,0.356
'[12:00:01.612]',0.920,0.354
'[12:00:01.616]',0.929,0.357
'[12:00:01.620]',0.938,0.359
'[12:00:01.624]',0.939,0.364
'[12:00:01.628]',0.951,0.364
'[12:00:01.632]',0.944,0.364
'[12:00:01.636]',0.950,0.366
'[12:00:01.640]',0.935,0.360
'[12:00:01.644]',0.919,0.361
'[12:00:01.648]',0.897,0.357
'[12:00:01.652]',0.876,0.360
'[12:00:01.656]',0.865,0.361
'[12:00:01.660]',0.840,0.361
'[12:00:01.664]',0.833,0.361
'[12:00:01.668]',0.809,0.360
'[12:00:01.672]',0.799,0.364
'[12:00:01.676]',0.785,0.361
'[12:00:01.680]',0.775,0.360
'[12:00:01.684]',0.769,0.357
'[12:00:01.688]',0.748,0.359
'[12:00:01.692]',0.743,0.362
'[12:00:01.696]',0.729,0.366
'[12:00:01.700]',0.729,0.374
'[12:00:01.704]',0.719,0.369
'[12:00:01.708]',0.720,0.370
'[12:00:01.712]',0.720,0.369
'[12:00:01.716]',0.728,0.367
'[12:00:01.720]',0.751,0.371
'[12:00:01.724]',0.761,0.374
'[12:00:01.728]',0.790,0.380
'[12:00:01.732]',0.797,0.376
'[12:00:01.736]',0.828,0.380
'[12:00:01.740]',0.845,0.372
'[12:00:01.744]',0.874,0.375
'[12:00:01.748]',0.899,0.374
'[12:00:01.752]',0.906,0.376
'[12:00:01.756]',0.926,0.380
'[12:00:01.760]',0.929,0.381
'[12:00:01.764]',0.954,0.390
'[12:00:01.768]',0.954,0.388
'[12:00:01.772]',0.973,0.394
'[12:00:01.776]',0.985,0.390
'[12:00:01.780]',1.000,0.396
'[12:00:01.784]',1.020,0.399
'[12:00:01.788]',1.022,0.407
'[12:00:01.792]',1.042,0.415
'[12:00:01.796]',1.039,0.410
'[12:00:01.800]',1.059,0.410
'[12:00:01.804]',1.054,0.399
'[12:00:01.808]',1.064,0.401
'[12:00:01.812]',1.073,0.395
'[12:00:01.816]',1.089,0.403
'[12:00:01.820]',1.103,0.404
'[12:00:01.824]',1.095,0.400
'[12:00:01.828]',1.105,0.399
'[12:00:01.832]',1.080,0.390
'[12:00:01.836]',1.073,0.390
'[12:00:01.840]',1.048,0.380
'[12:00:01.844]',1.039,0.384
'[12:00:01.848]',1.025,0.380
'[12:00:01.852]',1.009,0.384
'[12:00:01.856]',0.998,0.383
'[12:00:01.860]',0.964,0.381
'[12:00:01.864]',0.948,0.383
'[12:00:01.868]',0.914,0.376
'[12:00:01.872]',0.904,0.381
'[12:00:01.876]',0.881,0.375
'[12:00:01.880]',0.870,0.384
'[12:00:01.884]',0.864,0.381
'[12:00:01.888]',0.855,0.386
'[12:00:01.892]',0.861,0.384
'[12:00:01.896]',0.853,0.385
'[12:00:01.900]',0.861,0.391
'[12:00:01.904]',0.855,0.400
'[12:00:01.908]',0.864,0.421
'[12:00:01.912]',0.863,0.448
'[12:00:01.916]',0.860,0.490
'[12:00:01.920]',0.864,0.531
'[12:00:01.924]',0.859,0.573
'[12:00:01.928]',0.880,0.600
'[12:00:01.932]',0.915,0.600
'[12:00:01.936]',1.015,0.576
'[12:00:01.940]',1.175,0.522
'[12:00:01.944]',1.401,0.470
'[12:00:01.948]',1.689,0.417
'[12:00:01.952]',1.952,0.393
'[12:00:01.956]',2.165,0.384
'[12:00:01.960]',2.241,0.378
'[12:00:01.964]',2.180,0.380
'[12:00:01.968]',1.971,0.378
'[12:00:01.972]',1.650,0.376
'[12:00:01.976]',1.281,0.369
'[12:00:01.980]',1.030,0.365
'[12:00:01.984]',0.909,0.356
'[12:00:01.988]',0.855,0.349
'[12:00:01.992]',0.846,0.344
'[12:00:01.996]',0.834,0.335
'[12:00:02.000]',0.839,0.335
'[12:00:02.004]',0.830,0.325
'[12:00:02.008]',0.823,0.325
'[12:00:02.012]',0.812,0.319
'[12:00:02.016]',0.792,0.319
'[12:00:02.020]',0.782,0.315
'[12:00:02.024]',0.757,0.310
'[12:00:02.028]',0.756,0.311
'[12:00:02.032]',0.740,0.302
'[12:00:02.036]',0.741,0.301
'[12:00:02.040]',0.724,0.296
'[12:00:02.044]',0.718,0.300
'[12:00:02.048]',0.709,0.299
'[12:00:02.052]',0.693,0.299
'[12:00:02.056]',0.689,0.301
'[12:00:02.060]',0.672,0.295
'[12:00:02.064]',0.679,0.297
'[12:00:02.068]',0.662,0.289
'[12:00:02.072]',0.655,0.294
'[12:00:02.076]',0.644,0.290
'[12:00:02.080]',0.637,0.295
'[12:00:02.084]',0.637,0.292
'[12:00:02.088]',0.627,0.295
'[12:00:02.092]',0.636,0.296
'[12:00:02.096]',0.632,0.295
'[12:00:02.100]',0.652,0.299
'[12:00:02.104]',0.652,0.297
'[12:00:02.108]',0.660,0.305
'[12:00:02.112]',0.661,0.305
'[12:00:02.116]',0.661,0.312
'[12:00:02.120]',0.670,0.315
'[12:00:02.124]',0.672,0.316
'[12:00:02.128]',0.693,0.318
'[12:00:02.132]',0.695,0.314
'[12:00:02.136]',0.711,0.318
'[12:00:02.140]',0.718,0.315
'[12:00:02.144]',0.736,0.323
'[12:00:02.148]',0.750,0.325
'[12:00:02.152]',0.766,0.333
'[12:00:02.156]',0.795,0.333
'[12:00:02.160]',0.810,0.334
'[12:00:02.164]',0.839,0.334
'[12:00:02.168]',0.851,0.328
'[12:00:02.172]',0.876,0.330
'[12:00:02.176]',0.889,0.328
'[12:00:02.180]',0.906,0.331
'[12:00:02.184]',0.924,0.330
'[12:00:02.188]',0.938,0.331
'[12:00:02.192]',0.958,0.328
'[12:00:02.196]',0.960,0.324
'[12:00:02.200]',0.974,0.323
'[12:00:02.204]',0.971,0.315
'[12:00:02.208]',0.975,0.312
'[12:00:02.212]',0.970,0.304
'[12:00:02.216]',0.965,0.302
'[12:00:02.220]',0.961,0.299
'[12:00:02.224]',0.941,0.299
'[12:00:02.228]',0.929,0.294
'[12:00:02.232]',0.900,0.290
'[12:00:02.236]',0.887,0.286
'[12:00:02.240]',0.864,0.275
'[12:00:02.244]',0.848,0.270
'[12:00:02.248]',0.825,0.263
'[12:00:02.252]',0.799,0.259
'[12:00:02.256]',0.784,0.255
'[12:00:02.260]',0.750,0.250
'[12:00:02.264]',0.734,0.247
'[12:00:02.268]',0.705,0.241
'[12:00:02.272]',0.688,0.240
'[12:00:02.276]',0.659,0.234
'[12:00:02.280]',0.631,0.229
'[12:00:02.284]',0.609,0.224
'[12:00:02.288]',0.571,0.219
'[12:00:02.292]',0.549,0.210
'[12:00:02.296]',0.520,0.206
'[12:00:02.300]',0.510,0.207
'[12:00:02.304]',0.490,0.201
'[12:00:02.308]',0.474,0.203
'[12:00:02.312]',0.463,0.199
'[12:00:02.316]',0.441,0.199
'[12:00:02.320]',0.435,0.195
'[12:00:02.324]',0.415,0.190
'[12:00:02.328]',0.407,0.190
'[12:00:02.332]',0.390,0.179
'[12:00:02.336]',0.383,0.177
'[12:00:02.340]',0.365,0.174
'[12:00:02.344]',0.350,0.174
'[12:00:02.348]',0.339,0.171
'[12:00:02.352]',0.325,0.165
'[12:00:02.356]',0.316,0.164
'[12:00:02.360]',0.302,0.155
'[12:00:02.364]',0.300,0.154
'[12:00:02.368]',0.287,0.149
'[12:00:02.372]',0.281,0.150
'[12:00:02.376]',0.268,0.147
'[12:00:02.380]',0.246,0.150
'[12:00:02.384]',0.231,0.147
'[12:00:02.388]',0.211,0.144
'[12:00:02.392]',0.198,0.141
'[12:00:02.396]',0.180,0.134
'[12:00:02.400]',0.169,0.134
'[12:00:02.404]',0.149,0.129
'[12:00:02.408]',0.128,0.130
'[12:00:02.412]',0.107,0.129
'[12:00:02.416]',0.087,0.129
'[12:00:02.420]',0.071,0.129
'[12:00:02.424]',0.052,0.126
'[12:00:02.428]',0.048,0.124
'[12:00:02.432]',0.041,0.116
'[12:00:02.436]',0.039,0.113
'[12:00:02.440]',0.037,0.104
'[12:00:02.444]',0.039,0.104
'[12:00:02.448]',0.044,0.105
'[12:00:02.452]',0.050,0.105
'[12:00:02.456]',0.060,0.106
'[12:00:02.460]',0.070,0.106
'[12:00:02.464]',0.083,0.105
'[12:00:02.468]',0.095,0.101
'[12:00:02.472]',0.107,0.102
'[12:00:02.476]',0.120,0.101
'[12:00:02.480]',0.133,0.102
'[12:00:02.484]',0.142,0.106
'[12:00:02.488]',0.147,0.109
'[12:00:02.492]',0.158,0.106
'[12:00:02.496]',0.159,0.102
'[12:00:02.500]',0.161,0.098
'[12:00:02.504]',0.161,0.094
'[12:00:02.508]',0.161,0.095
'[12:00:02.512]',0.150,0.095
'[12:00:02.516]',0.138,0.100
'[12:00:02.520]',0.130,0.101
'[12:00:02.524]',0.115,0.102
'[12:00:02.528]',0.106,0.100
'[12:00:02.532]',0.091,0.095
'[12:00:02.536]',0.077,0.092
'[12:00:02.540]',0.056,0.089
'[12:00:02.544]',0.035,0.085
'[12:00:02.548]',0.020,0.085
'[12:00:02.552]',0.015,0.085
'[12:00:02.556]',0.013,0.085
'[12:00:02.560]',-0.003,0.081
'[12:00:02.564]',-0.025,0.079
'[12:00:02.568]',-0.045,0.072
'[12:00:02.572]',-0.059,0.066
'[12:00:02.576]',-0.070,0.061
'[12:00:02.580]',-0.075,0.059
'[12:00:02.584]',-0.076,0.056
'[12:00:02.588]',-0.075,0.052
'[12:00:02.592]',-0.074,0.049
'[12:00:02.596]',-0.074,0.045
'[12:00:02.600]',-0.080,0.045
'[12:00:02.604]',-0.085,0.045
'[12:00:02.608]',-0.086,0.046
'[12:00:02.612]',-0.080,0.049
'[12:00:02.616]',-0.076,0.048
'[12:00:02.620]',-0.068,0.044
'[12:00:02.624]',-0.062,0.040
'[12:00:02.628]',-0.060,0.044
'[12:00:02.632]',-0.060,0.051
'[12:00:02.636]',-0.061,0.074
'[12:00:02.640]',-0.060,0.105
'[12:00:02.644]',-0.076,0.145
'[12:00:02.648]',-0.094,0.184
'[12:00:02.652]',-0.117,0.215
'[12:00:02.656]',-0.124,0.226
'[12:00:02.660]',-0.090,0.200
'[12:00:02.664]',0.000,0.164
'[12:00:02.668]',0.163,0.110
'[12:00:02.672]',0.415,0.064
'[12:00:02.676]',0.691,0.031
'[12:00:02.680]',0.961,0.015
'[12:00:02.684]',1.130,0.009
'[12:00:02.688]',1.116,-0.001
'[12:00:02.692]',0.960,-0.006
'[12:00:02.696]',0.652,-0.010
'[12:00:02.700]',0.314,-0.014
'[12:00:02.704]',0.016,-0.016
'[12:00:02.708]',-0.175,-0.022
'[12:00:02.712]',-0.246,-0.026
'[12:00:02.716]',-0.270,-0.031
'[12:00:02.720]',-0.280,-0.035
'[12:00:02.724]',-0.279,-0.037
'[12:00:02.728]',-0.274,-0.043
'[12:00:02.732]',-0.266,-0.048
'[12:00:02.736]',-0.275,-0.054
'[12:00:02.740]',-0.289,-0.056
'[12:00:02.744]',-0.302,-0.059
'[12:00:02.748]',-0.314,-0.058
'[12:00:02.752]',-0.324,-0.061
'[12:00:02.756]',-0.334,-0.065
'[12:00:02.760]',-0.344,-0.068
'[12:00:02.764]',-0.362,-0.071
'[12:00:02.768]',-0.376,-0.071
'[12:00:02.772]',-0.400,-0.074
'[12:00:02.776]',-0.416,-0.072
'[12:00:02.780]',-0.436,-0.072
'[12:00:02.784]',-0.455,-0.070
'[12:00:02.788]',-0.466,-0.069
'[12:00:02.792]',-0.482,-0.071
'[12:00:02.796]',-0.492,-0.075
'[12:00:02.800]',-0.509,-0.079
'[12:00:02.804]',-0.515,-0.083
'[12:00:02.808]',-0.524,-0.083
'[12:00:02.812]',-0.535,-0.083
'[12:00:02.816]',-0.540,-0.080
'[12:00:02.820]',-0.552,-0.079
'[12:00:02.824]',-0.557,-0.080
'[12:00:02.828]',-0.565,-0.085
'[12:00:02.832]',-0.564,-0.084
'[12:00:02.836]',-0.569,-0.085
'[12:00:02.840]',-0.566,-0.084
'[12:00:02.844]',-0.566,-0.085
'[12:00:02.848]',-0.561,-0.081
'[12:00:02.852]',-0.560,-0.080
'[12:00:02.856]',-0.555,-0.076
'[12:00:02.860]',-0.544,-0.075
'[12:00:02.864]',-0.541,-0.071
'[12:00:02.868]',-0.530,-0.069
'[12:00:02.872]',-0.524,-0.068
