'Time','ECG','ECG'
'[10:15:00.492]',-0.009,0.077
'[10:15:00.496]',-0.013,0.077
'[10:15:00.500]',-0.009,0.076
'[10:15:00.504]',-0.010,0.077
'[10:15:00.508]',-0.015,0.081
'[10:15:00.512]',-0.019,0.081
'[10:15:00.516]',-0.020,0.083
'[10:15:00.520]',-0.019,0.087
'[10:15:00.524]',-0.018,0.090
'[10:15:00.528]',-0.018,0.092
'[10:15:00.532]',-0.021,0.095
'[10:15:00.536]',-0.021,0.102
'[10:15:00.540]',-0.020,0.104
'[10:15:00.544]',-0.016,0.106
'[10:15:00.548]',-0.016,0.106
'[10:15:00.552]',-0.018,0.106
'[10:15:00.556]',-0.015,0.106
'[10:15:00.560]',-0.020,0.109
'[10:15:00.564]',-0.021,0.107
'[10:15:00.568]',-0.022,0.107
'[10:15:00.572]',-0.024,0.109
'[10:15:00.576]',-0.024,0.101
'[10:15:00.580]',-0.026,0.102
'[10:15:00.584]',-0.020,0.101
'[10:15:00.588]',-0.022,0.101
'[10:15:00.592]',-0.020,0.099
'[10:15:00.596]',-0.020,0.096
'[10:15:00.600]',-0.021,0.098
'[10:15:00.604]',-0.021,0.095
'[10:15:00.608]',-0.018,0.095
'[10:15:00.612]',-0.011,0.090
'[10:15:00.616]',-0.009,0.086
'[10:15:00.620]',-0.006,0.079
'[10:15:00.624]',-0.006,0.071
'[10:15:00.628]',-0.004,0.069
'[10:15:00.632]',-0.003,0.061
'[10:15:00.636]',0.004,0.060
'[10:15:00.640]',0.011,0.055
'[10:15:00.644]',0.018,0.054
'[10:15:00.648]',0.021,0.051
'[10:15:00.652]',0.022,0.050
'[10:15:00.656]',0.026,0.050
'[10:15:00.660]',0.026,0.051
'[10:15:00.664]',0.028,0.058
'[10:15:00.668]',0.022,0.060
'[10:15:00.672]',0.025,0.064
'[10:15:00.676]',0.026,0.070
'[10:15:00.680]',0.026,0.077
'[10:15:00.684]',0.022,0.081
'[10:15:00.688]',0.021,0.086
'[10:15:00.692]',0.020,0.092
'[10:15:00.696]',0.018,0.096
'[10:15:00.700]',0.016,0.101
'[10:15:00.704]',0.011,0.102
'[10:15:00.708]',0.009,0.106
'[10:15:00.712]',0.003,0.107
'[10:15:00.716]',-0.005,0.110
'[10:15:00.720]',-0.007,0.110
'[10:15:00.724]',-0.009,0.114
'[10:15:00.728]',-0.013,0.111
'[10:15:00.732]',-0.019,0.109
'[10:15:00.736]',-0.022,0.105
'[10:15:00.740]',-0.028,0.104
'[10:15:00.744]',-0.026,0.104
'[10:15:00.748]',-0.022,0.100
'[10:15:00.752]',-0.018,0.096
'[10:15:00.756]',-0.013,0.094
'[10:15:00.760]',-0.011,0.091
'[10:15:00.764]',-0.007,0.092
'[10:15:00.768]',-0.011,0.091
'[10:15:00.772]',-0.010,0.091
'[10:15:00.776]',-0.010,0.091
'[10:15:00.780]',-0.009,0.091
'[10:15:00.784]',-0.007,0.089
'[10:15:00.788]',-0.006,0.089
'[10:15:00.792]',-0.001,0.089
'[10:15:00.796]',-0.004,0.089
'[10:15:00.800]',0.004,0.092
'[10:15:00.804]',0.007,0.101
'[10:15:00.808]',0.010,0.115
'[10:15:00.812]',0.011,0.120
'[10:15:00.816]',0.011,0.119
'[10:15:00.820]',0.011,0.102
'[10:15:00.824]',0.009,0.077
'[10:15:00.828]',0.015,0.041
'[10:15:00.832]',0.020,-0.003
'[10:15:00.836]',0.030,-0.050
'[10:15:00.840]',0.037,-0.106
'[10:15:00.844]',0.050,-0.165
'[10:15:00.848]',0.060,-0.215
'[10:15:00.852]',0.072,-0.260
'[10:15:00.856]',0.095,-0.285
'[10:15:00.860]',0.120,-0.292
'[10:15:00.864]',0.159,-0.296
'[10:15:00.868]',0.193,-0.296
'[10:15:00.872]',0.230,-0.291
'[10:15:00.876]',0.249,-0.256
'[10:15:00.880]',0.266,-0.206
'[10:15:00.884]',0.286,-0.145
'[10:15:00.888]',0.306,-0.086
'[10:15:00.892]',0.335,-0.034
'[10:15:00.896]',0.324,0.018
'[10:15:00.900]',0.279,0.050
'[10:15:00.904]',0.189,0.062
'[10:15:00.908]',0.084,0.069
'[10:15:00.912]',-0.003,0.071
'[10:15:00.916]',-0.061,0.074
'[10:15:00.920]',-0.074,0.077
'[10:15:00.924]',-0.071,0.079
'[10:15:00.928]',-0.068,0.083
'[10:15:00.932]',-0.068,0.081
'[10:15:00.936]',-0.072,0.084
'[10:15:00.940]',-0.071,0.083
'[10:15:00.944]',-0.065,0.085
'[10:15:00.948]',-0.060,0.084
'[10:15:00.952]',-0.060,0.086
'[10:15:00.956]',-0.060,0.086
'[10:15:00.960]',-0.060,0.087
'[10:15:00.964]',-0.058,0.091
'[10:15:00.968]',-0.055,0.090
'[10:15:00.972]',-0.052,0.089
'[10:15:00.976]',-0.055,0.085
'[10:15:00.980]',-0.060,0.085
'[10:15:00.984]',-0.059,0.084
'[10:15:00.988]',-0.058,0.084
'[10:15:00.992]',-0.056,0.085
'[10:15:00.996]',-0.059,0.085
'[10:15:01.000]',-0.060,0.084
'[10:15:01.004]',-0.060,0.084
'[10:15:01.008]',-0.062,0.085
'[10:15:01.012]',-0.065,0.086
'[10:15:01.016]',-0.068,0.089
'[10:15:01.020]',-0.064,0.089
'[10:15:01.024]',-0.060,0.092
'[10:15:01.028]',-0.058,0.095
'[10:15:01.032]',-0.058,0.099
'[10:15:01.036]',-0.055,0.102
'[10:15:01.040]',-0.052,0.105
'[10:15:01.044]',-0.054,0.110
'[10:15:01.048]',-0.052,0.113
'[10:15:01.052]',-0.050,0.115
'[10:15:01.056]',-0.050,0.117
'[10:15:01.060]',-0.050,0.121
'[10:15:01.064]',-0.049,0.125
'[10:15:01.068]',-0.050,0.128
'[10:15:01.072]',-0.050,0.129
'[10:15:01.076]',-0.055,0.131
'[10:15:01.080]',-0.059,0.138
'[10:15:01.084]',-0.058,0.138
'[10:15:01.088]',-0.056,0.139
'[10:15:01.092]',-0.056,0.140
'[10:15:01.096]',-0.061,0.144
'[10:15:01.100]',-0.062,0.147
'[10:15:01.104]',-0.064,0.147
'[10:15:01.108]',-0.065,0.152
'[10:15:01.112]',-0.061,0.152
'[10:15:01.116]',-0.060,0.154
'[10:15:01.120]',-0.052,0.154
'[10:15:01.124]',-0.056,0.154
'[10:15:01.128]',-0.055,0.154
'[10:15:01.132]',-0.054,0.154
'[10:15:01.136]',-0.051,0.159
'[10:15:01.140]',-0.052,0.152
'[10:15:01.144]',-0.052,0.150
'[10:15:01.148]',-0.050,0.147
'[10:15:01.152]',-0.045,0.147
'[10:15:01.156]',-0.043,0.149
'[10:15:01.160]',-0.043,0.145
'[10:15:01.164]',-0.039,0.144
'[10:15:01.168]',-0.035,0.139
'[10:15:01.172]',-0.030,0.144
'[10:15:01.176]',-0.022,0.141
'[10:15:01.180]',-0.015,0.142
'[10:15:01.184]',-0.010,0.140
'[10:15:01.188]',-0.015,0.140
'[10:15:01.192]',-0.016,0.142
'[10:15:01.196]',-0.016,0.145
'[10:15:01.200]',-0.013,0.147
'[10:15:01.204]',-0.011,0.147
'[10:15:01.208]',-0.007,0.150
'[10:15:01.212]',-0.003,0.147
'[10:15:01.216]',-0.007,0.151
'[10:15:01.220]',-0.007,0.150
'[10:15:01.224]',-0.005,0.154
'[10:15:01.228]',-0.004,0.158
'[10:15:01.232]',-0.006,0.154
'[10:15:01.236]',-0.010,0.155
'[10:15:01.240]',-0.009,0.150
'[10:15:01.244]',-0.010,0.150
'[10:15:01.248]',-0.011,0.146
'[10:15:01.252]',-0.011,0.150
'[10:15:01.256]',-0.010,0.150
'[10:15:01.260]',-0.009,0.147
'[10:15:01.264]',-0.009,0.141
'[10:15:01.268]',-0.013,0.138
'[10:15:01.272]',-0.014,0.136
'[10:15:01.276]',-0.013,0.133
'[10:15:01.280]',-0.015,0.133
'[10:15:01.284]',-0.015,0.130
'[10:15:01.288]',-0.015,0.130
'[10:15:01.292]',-0.015,0.126
'[10:15:01.296]',-0.016,0.120
'[10:15:01.300]',-0.018,0.114
'[10:15:01.304]',-0.021,0.110
'[10:15:01.308]',-0.019,0.111
'[10:15:01.312]',-0.020,0.109
'[10:15:01.316]',-0.021,0.109
'[10:15:01.320]',-0.026,0.107
'[10:15:01.324]',-0.029,0.105
'[10:15:01.328]',-0.025,0.104
'[10:15:01.332]',-0.030,0.100
'[10:15:01.336]',-0.031,0.099
'[10:15:01.340]',-0.033,0.101
'[10:15:01.344]',-0.030,0.101
'[10:15:01.348]',-0.030,0.099
'[10:15:01.352]',-0.030,0.096
'[10:15:01.356]',-0.030,0.092
'[10:15:01.360]',-0.033,0.092
'[10:15:01.364]',-0.035,0.092
'[10:15:01.368]',-0.039,0.092
'[10:15:01.372]',-0.039,0.087
'[10:15:01.376]',-0.039,0.084
'[10:15:01.380]',-0.035,0.084
'[10:15:01.384]',-0.034,0.081
'[10:15:01.388]',-0.033,0.083
'[10:15:01.392]',-0.035,0.084
'[10:15:01.396]',-0.039,0.084
'[10:15:01.400]',-0.041,0.080
'[10:15:01.404]',-0.043,0.079
'[10:15:01.408]',-0.043,0.077
'[10:15:01.412]',-0.040,0.076
'[10:15:01.416]',-0.041,0.077
'[10:15:01.420]',-0.037,0.079
'[10:15:01.424]',-0.043,0.079
'[10:15:01.428]',-0.041,0.079
'[10:15:01.432]',-0.045,0.077
'[10:15:01.436]',-0.046,0.076
'[10:15:01.440]',-0.048,0.069
'[10:15:01.444]',-0.048,0.069
'[10:15:01.448]',-0.044,0.070
'[10:15:01.452]',-0.045,0.071
'[10:15:01.456]',-0.043,0.069
'[10:15:01.460]',-0.044,0.065
'[10:15:01.464]',-0.039,0.065
'[10:15:01.468]',-0.034,0.062
'[10:15:01.472]',-0.034,0.060
'[10:15:01.476]',-0.039,0.056
'[10:15:01.480]',-0.039,0.052
'[10:15:01.484]',-0.036,0.050
'[10:15:01.488]',-0.036,0.049
'[10:15:01.492]',-0.035,0.049
'[10:15:01.496]',-0.037,0.048
'[10:15:01.500]',-0.036,0.049
'[10:15:01.504]',-0.035,0.045
'[10:15:01.508]',-0.037,0.045
'[10:15:01.512]',-0.034,0.044
'[10:15:01.516]',-0.036,0.040
'[10:15:01.520]',-0.035,0.035
'[10:15:01.524]',-0.035,0.033
'[10:15:01.528]',-0.039,0.031
'[10:15:01.532]',-0.044,0.029
'[10:15:01.536]',-0.048,0.026
'[10:15:01.540]',-0.046,0.025
'[10:15:01.544]',-0.046,0.028
'[10:15:01.548]',-0.045,0.025
'[10:15:01.552]',-0.041,0.028
'[10:15:01.556]',-0.040,0.031
'[10:15:01.560]',-0.040,0.031
'[10:15:01.564]',-0.043,0.033
'[10:15:01.568]',-0.044,0.031
'[10:15:01.572]',-0.043,0.035
'[10:15:01.576]',-0.040,0.039
'[10:15:01.580]',-0.036,0.044
'[10:15:01.584]',-0.036,0.054
'[10:15:01.588]',-0.040,0.064
'[10:15:01.592]',-0.041,0.072
'[10:15:01.596]',-0.043,0.076
'[10:15:01.600]',-0.034,0.080
'[10:15:01.604]',-0.031,0.079
'[10:15:01.608]',-0.030,0.075
'[10:15:01.612]',-0.026,0.060
'[10:15:01.616]',-0.022,0.050
'[10:15:01.620]',-0.018,0.049
'[10:15:01.624]',-0.014,0.051
'[10:15:01.628]',-0.009,0.049
'[10:15:01.632]',-0.010,0.045
'[10:15:01.636]',-0.004,0.045
'[10:15:01.640]',0.006,0.040
'[10:15:01.644]',0.014,0.037
'[10:15:01.648]',0.014,0.036
'[10:15:01.652]',0.016,0.037
'[10:15:01.656]',0.025,0.041
'[10:15:01.660]',0.028,0.045
'[10:15:01.664]',0.030,0.050
'[10:15:01.668]',0.031,0.055
'[10:15:01.672]',0.036,0.056
'[10:15:01.676]',0.039,0.052
'[10:15:01.680]',0.041,0.048
'[10:15:01.684]',0.043,0.043
'[10:15:01.688]',0.039,0.040
'[10:15:01.692]',0.035,0.037
'[10:15:01.696]',0.022,0.034
'[10:15:01.700]',0.015,0.029
'[10:15:01.704]',0.005,0.024
'[10:15:01.708]',-0.001,0.024
'[10:15:01.712]',-0.007,0.026
'[10:15:01.716]',-0.011,0.030
'[10:15:01.720]',-0.009,0.029
'[10:15:01.724]',-0.018,0.026
'[10:15:01.728]',-0.020,0.028
'[10:15:01.732]',-0.021,0.031
'[10:15:01.736]',-0.016,0.037
'[10:15:01.740]',-0.011,0.041
'[10:15:01.744]',-0.007,0.041
'[10:15:01.748]',0.003,0.025
'[10:15:01.752]',0.004,-0.035
'[10:15:01.756]',0.006,-0.119
'[10:15:01.760]',0.004,-0.195
'[10:15:01.764]',0.007,-0.242
'[10:15:01.768]',0.013,-0.280
'[10:15:01.772]',0.028,-0.312
'[10:15:01.776]',0.043,-0.318
'[10:15:01.780]',0.062,-0.319
'[10:15:01.784]',0.077,-0.304
'[10:15:01.788]',0.094,-0.290
'[10:15:01.792]',0.111,-0.268
'[10:15:01.796]',0.135,-0.256
'[10:15:01.800]',0.179,-0.249
'[10:15:01.804]',0.224,-0.229
'[10:15:01.808]',0.271,-0.207
'[10:15:01.812]',0.296,-0.170
'[10:15:01.816]',0.307,-0.135
'[10:15:01.820]',0.312,-0.092
'[10:15:01.824]',0.302,-0.049
'[10:15:01.828]',0.274,0.001
'[10:15:01.832]',0.189,0.040
'[10:15:01.836]',0.089,0.061
'[10:15:01.840]',-0.016,0.071
'[10:15:01.844]',-0.105,0.079
'[10:15:01.848]',-0.147,0.080
'[10:15:01.852]',-0.155,0.084
'[10:15:01.856]',-0.139,0.085
'[10:15:01.860]',-0.121,0.087
'[10:15:01.864]',-0.113,0.089
'[10:15:01.868]',-0.101,0.092
'[10:15:01.872]',-0.090,0.099
'[10:15:01.876]',-0.079,0.102
'[10:15:01.880]',-0.071,0.105
'[10:15:01.884]',-0.066,0.110
'[10:15:01.888]',-0.066,0.114
'[10:15:01.892]',-0.070,0.115
'[10:15:01.896]',-0.071,0.116
'[10:15:01.900]',-0.070,0.116
'[10:15:01.904]',-0.071,0.117
'[10:15:01.908]',-0.070,0.120
'[10:15:01.912]',-0.066,0.122
'[10:15:01.916]',-0.062,0.125
'[10:15:01.920]',-0.064,0.128
'[10:15:01.924]',-0.062,0.131
'[10:15:01.928]',-0.060,0.133
'[10:15:01.932]',-0.061,0.138
'[10:15:01.936]',-0.061,0.140
'[10:15:01.940]',-0.064,0.145
'[10:15:01.944]',-0.062,0.149
'[10:15:01.948]',-0.062,0.151
'[10:15:01.952]',-0.061,0.155
'[10:15:01.956]',-0.055,0.155
'[10:15:01.960]',-0.062,0.154
'[10:15:01.964]',-0.064,0.151
'[10:15:01.968]',-0.070,0.150
'[10:15:01.972]',-0.071,0.152
'[10:15:01.976]',-0.071,0.149
'[10:15:01.980]',-0.072,0.150
'[10:15:01.984]',-0.076,0.147
'[10:15:01.988]',-0.077,0.144
'[10:15:01.992]',-0.077,0.142
'[10:15:01.996]',-0.081,0.141
'[10:15:02.000]',-0.081,0.144
'[10:15:02.004]',-0.080,0.141
'[10:15:02.008]',-0.075,0.144
'[10:15:02.012]',-0.072,0.144
'[10:15:02.016]',-0.075,0.145
'[10:15:02.020]',-0.076,0.145
'[10:15:02.024]',-0.083,0.144
'[10:15:02.028]',-0.083,0.145
'[10:15:02.032]',-0.080,0.149
'[10:15:02.036]',-0.079,0.154
'[10:15:02.040]',-0.080,0.151
'[10:15:02.044]',-0.081,0.156
'[10:15:02.048]',-0.080,0.158
'[10:15:02.052]',-0.090,0.160
'[10:15:02.056]',-0.091,0.163
'[10:15:02.060]',-0.089,0.165
'[10:15:02.064]',-0.090,0.171
'[10:15:02.068]',-0.089,0.166
'[10:15:02.072]',-0.091,0.170
'[10:15:02.076]',-0.090,0.168
'[10:15:02.080]',-0.091,0.170
'[10:15:02.084]',-0.092,0.168
'[10:15:02.088]',-0.089,0.169
'[10:15:02.092]',-0.085,0.172
'[10:15:02.096]',-0.080,0.172
'[10:15:02.100]',-0.080,0.175
'[10:15:02.104]',-0.077,0.169
'[10:15:02.108]',-0.079,0.171
'[10:15:02.112]',-0.076,0.171
'[10:15:02.116]',-0.076,0.172
'[10:15:02.120]',-0.071,0.168
'[10:15:02.124]',-0.069,0.168
'[10:15:02.128]',-0.065,0.169
'[10:15:02.132]',-0.062,0.168
'[10:15:02.136]',-0.056,0.166
'[10:15:02.140]',-0.051,0.164
'[10:15:02.144]',-0.052,0.165
'[10:15:02.148]',-0.050,0.161
'[10:15:02.152]',-0.045,0.164
'[10:15:02.156]',-0.040,0.159
'[10:15:02.160]',-0.035,0.160
'[10:15:02.164]',-0.030,0.159
'[10:15:02.168]',-0.029,0.158
'[10:15:02.172]',-0.025,0.159
'[10:15:02.176]',-0.026,0.160
'[10:15:02.180]',-0.026,0.164
'[10:15:02.184]',-0.026,0.164
'[10:15:02.188]',-0.028,0.164
'[10:15:02.192]',-0.025,0.163
'[10:15:02.196]',-0.022,0.163
'[10:15:02.200]',-0.021,0.164
'[10:15:02.204]',-0.024,0.166
'[10:15:02.208]',-0.024,0.170
'[10:15:02.212]',-0.024,0.168
'[10:15:02.216]',-0.022,0.168
'[10:15:02.220]',-0.022,0.164
'[10:15:02.224]',-0.019,0.165
'[10:15:02.228]',-0.015,0.163
'[10:15:02.232]',-0.013,0.160
'[10:15:02.236]',-0.010,0.159
'[10:15:02.240]',-0.009,0.156
'[10:15:02.244]',-0.009,0.156
'[10:15:02.248]',-0.007,0.150
'[10:15:02.252]',-0.004,0.149
'[10:15:02.256]',0.003,0.146
'[10:15:02.260]',-0.003,0.145
'[10:15:02.264]',-0.001,0.145
'[10:15:02.268]',-0.003,0.144
'[10:15:02.272]',0.003,0.146
'[10:15:02.276]',0.004,0.141
'[10:15:02.280]',0.006,0.140
'[10:15:02.284]',0.007,0.136
'[10:15:02.288]',0.009,0.135
'[10:15:02.292]',0.014,0.135
'[10:15:02.296]',0.011,0.135
'[10:15:02.300]',0.011,0.140
'[10:15:02.304]',0.010,0.135
'[10:15:02.308]',0.011,0.134
'[10:15:02.312]',0.010,0.131
'[10:15:02.316]',0.010,0.134
'[10:15:02.320]',0.014,0.135
'[10:15:02.324]',0.009,0.138
'[10:15:02.328]',0.006,0.139
'[10:15:02.332]',0.003,0.138
'[10:15:02.336]',-0.003,0.139
'[10:15:02.340]',-0.004,0.136
'[10:15:02.344]',-0.003,0.138
'[10:15:02.348]',0.000,0.138
'[10:15:02.352]',-0.007,0.140
'[10:15:02.356]',-0.007,0.141
'[10:15:02.360]',-0.007,0.146
'[10:15:02.364]',-0.006,0.152
'[10:15:02.368]',-0.005,0.154
'[10:15:02.372]',-0.006,0.160
'[10:15:02.376]',-0.006,0.158
'[10:15:02.380]',-0.010,0.160
'[10:15:02.384]',-0.009,0.151
'[10:15:02.388]',-0.007,0.142
'[10:15:02.392]',-0.004,0.136
'[10:15:02.396]',-0.001,0.134
'[10:15:02.400]',0.000,0.135
'[10:15:02.404]',0.004,0.131
'[10:15:02.408]',0.009,0.130
'[10:15:02.412]',0.015,0.129
'[10:15:02.416]',0.019,0.134
'[10:15:02.420]',0.021,0.138
'[10:15:02.424]',0.020,0.139
'[10:15:02.428]',0.020,0.141
'[10:15:02.432]',0.019,0.144
'[10:15:02.436]',0.022,0.150
'[10:15:02.440]',0.026,0.152
'[10:15:02.444]',0.030,0.160
'[10:15:02.448]',0.031,0.161
'[10:15:02.452]',0.031,0.165
'[10:15:02.456]',0.031,0.160
'[10:15:02.460]',0.030,0.159
'[10:15:02.464]',0.031,0.154
'[10:15:02.468]',0.024,0.150
'[10:15:02.472]',0.018,0.145
'[10:15:02.476]',0.011,0.142
'[10:15:02.480]',0.003,0.144
'[10:15:02.484]',-0.009,0.141
'[10:15:02.488]',-0.021,0.140
'[10:15:02.492]',-0.030,0.135
'[10:15:02.496]',-0.037,0.135
'[10:15:02.500]',-0.040,0.135
'[10:15:02.504]',-0.043,0.131
'[10:15:02.508]',-0.045,0.131
'[10:15:02.512]',-0.048,0.128
'[10:15:02.516]',-0.049,0.125
'[10:15:02.520]',-0.050,0.119
'[10:15:02.524]',-0.045,0.113
'[10:15:02.528]',-0.044,0.107
'[10:15:02.532]',-0.045,0.107
'[10:15:02.536]',-0.045,0.105
'[10:15:02.540]',-0.045,0.105
'[10:15:02.544]',-0.045,0.102
'[10:15:02.548]',-0.046,0.098
'[10:15:02.552]',-0.046,0.092
'[10:15:02.556]',-0.039,0.090
'[10:15:02.560]',-0.041,0.091
'[10:15:02.564]',-0.043,0.095
'[10:15:02.568]',-0.044,0.099
'[10:15:02.572]',-0.043,0.094
'[10:15:02.576]',-0.043,0.055
'[10:15:02.580]',-0.040,-0.020
'[10:15:02.584]',-0.039,-0.105
'[10:15:02.588]',-0.048,-0.174
'[10:15:02.592]',-0.050,-0.220
'[10:15:02.596]',-0.048,-0.253
'[10:15:02.600]',-0.035,-0.273
'[10:15:02.604]',-0.021,-0.273
'[10:15:02.608]',-0.004,-0.266
'[10:15:02.612]',0.011,-0.254
'[10:15:02.616]',0.028,-0.241
'[10:15:02.620]',0.046,-0.220
'[10:15:02.624]',0.068,-0.201
'[10:15:02.628]',0.102,-0.180
'[10:15:02.632]',0.142,-0.160
'[10:15:02.636]',0.188,-0.135
'[10:15:02.640]',0.207,-0.100
'[10:15:02.644]',0.217,-0.065
'[10:15:02.648]',0.219,-0.020
'[10:15:02.652]',0.195,0.036
'[10:15:02.656]',0.152,0.086
'[10:15:02.660]',0.071,0.117
'[10:15:02.664]',-0.021,0.135
'[10:15:02.668]',-0.101,0.144
'[10:15:02.672]',-0.159,0.154
'[10:15:02.676]',-0.171,0.155
'[10:15:02.680]',-0.165,0.156
'[10:15:02.684]',-0.146,0.155
'[10:15:02.688]',-0.135,0.158
'[10:15:02.692]',-0.129,0.160
'[10:15:02.696]',-0.122,0.160
'[10:15:02.700]',-0.117,0.163
'[10:15:02.704]',-0.113,0.161
'[10:15:02.708]',-0.111,0.165
'[10:15:02.712]',-0.105,0.164
'[10:15:02.716]',-0.106,0.170
'[10:15:02.720]',-0.106,0.171
'[10:15:02.724]',-0.106,0.171
'[10:15:02.728]',-0.105,0.171
'[10:15:02.732]',-0.104,0.170
'[10:15:02.736]',-0.101,0.176
'[10:15:02.740]',-0.099,0.180
'[10:15:02.744]',-0.099,0.185
'[10:15:02.748]',-0.104,0.185
'[10:15:02.752]',-0.106,0.190
'[10:15:02.756]',-0.106,0.189
'[10:15:02.760]',-0.102,0.189
'[10:15:02.764]',-0.102,0.190
'[10:15:02.768]',-0.105,0.193
'[10:15:02.772]',-0.104,0.195
'[10:15:02.776]',-0.100,0.196
'[10:15:02.780]',-0.100,0.199
'[10:15:02.784]',-0.101,0.200
'[10:15:02.788]',-0.101,0.203
'[10:15:02.792]',-0.098,0.200
'[10:15:02.796]',-0.098,0.201
'[10:15:02.800]',-0.098,0.205
