'Time','ECG','ECG'
'[10:38:00.516]',-0.065,-0.016
'[10:38:00.520]',-0.065,-0.011
'[10:38:00.524]',-0.065,0.000
'[10:38:00.528]',-0.065,0.004
'[10:38:00.532]',-0.062,0.009
'[10:38:00.536]',-0.058,0.010
'[10:38:00.540]',-0.051,0.013
'[10:38:00.544]',-0.046,0.014
'[10:38:00.548]',-0.048,0.018
'[10:38:00.552]',-0.049,0.020
'[10:38:00.556]',-0.048,0.029
'[10:38:00.560]',-0.048,0.037
'[10:38:00.564]',-0.044,0.045
'[10:38:00.568]',-0.041,0.050
'[10:38:00.572]',-0.037,0.054
'[10:38:00.576]',-0.034,0.061
'[10:38:00.580]',-0.029,0.071
'[10:38:00.584]',-0.026,0.081
'[10:38:00.588]',-0.028,0.086
'[10:38:00.592]',-0.022,0.090
'[10:38:00.596]',-0.016,0.099
'[10:38:00.600]',-0.010,0.106
'[10:38:00.604]',-0.005,0.113
'[10:38:00.608]',0.000,0.115
'[10:38:00.612]',0.009,0.125
'[10:38:00.616]',0.014,0.129
'[10:38:00.620]',0.018,0.134
'[10:38:00.624]',0.020,0.136
'[10:38:00.628]',0.025,0.142
'[10:38:00.632]',0.030,0.146
'[10:38:00.636]',0.033,0.150
'[10:38:00.640]',0.035,0.152
'[10:38:00.644]',0.040,0.155
'[10:38:00.648]',0.044,0.158
'[10:38:00.652]',0.045,0.158
'[10:38:00.656]',0.048,0.158
'[10:38:00.660]',0.052,0.159
'[10:38:00.664]',0.050,0.160
'[10:38:00.668]',0.050,0.161
'[10:38:00.672]',0.048,0.160
'[10:38:00.676]',0.049,0.161
'[10:38:00.680]',0.049,0.159
'[10:38:00.684]',0.049,0.159
'[10:38:00.688]',0.055,0.154
'[10:38:00.692]',0.048,0.150
'[10:38:00.696]',0.048,0.152
'[10:38:00.700]',0.044,0.159
'[10:38:00.704]',0.041,0.161
'[10:38:00.708]',0.037,0.158
'[10:38:00.712]',0.037,0.164
'[10:38:00.716]',0.039,0.169
'[10:38:00.720]',0.040,0.175
'[10:38:00.724]',0.046,0.181
'[10:38:00.728]',0.046,0.189
'[10:38:00.732]',0.050,0.204
'[10:38:00.736]',0.052,0.210
'[10:38:00.740]',0.055,0.217
'[10:38:00.744]',0.059,0.219
'[10:38:00.748]',0.070,0.228
'[10:38:00.752]',0.077,0.230
'[10:38:00.756]',0.080,0.229
'[10:38:00.760]',0.086,0.230
'[10:38:00.764]',0.089,0.233
'[10:38:00.768]',0.094,0.237
'[10:38:00.772]',0.092,0.230
'[10:38:00.776]',0.096,0.229
'[10:38:00.780]',0.102,0.220
'[10:38:00.784]',0.102,0.220
'[10:38:00.788]',0.104,0.215
'[10:38:00.792]',0.098,0.210
'[10:38:00.796]',0.095,0.209
'[10:38:00.800]',0.091,0.201
'[10:38:00.804]',0.092,0.201
'[10:38:00.808]',0.089,0.195
'[10:38:00.812]',0.085,0.195
'[10:38:00.816]',0.083,0.195
'[10:38:00.820]',0.076,0.199
'[10:38:00.824]',0.071,0.200
'[10:38:00.828]',0.065,0.200
'[10:38:00.832]',0.066,0.204
'[10:38:00.836]',0.062,0.206
'[10:38:00.840]',0.064,0.212
'[10:38:00.844]',0.064,0.216
'[10:38:00.848]',0.068,0.228
'[10:38:00.852]',0.072,0.229
'[10:38:00.856]',0.072,0.233
'[10:38:00.860]',0.076,0.233
'[10:38:00.864]',0.080,0.236
'[10:38:00.868]',0.089,0.244
'[10:38:00.872]',0.087,0.245
'[10:38:00.876]',0.086,0.245
'[10:38:00.880]',0.087,0.239
'[10:38:00.884]',0.091,0.239
'[10:38:00.888]',0.094,0.235
'[10:38:00.892]',0.092,0.233
'[10:38:00.896]',0.092,0.229
'[10:38:00.900]',0.087,0.226
'[10:38:00.904]',0.089,0.225
'[10:38:00.908]',0.083,0.215
'[10:38:00.912]',0.084,0.209
'[10:38:00.916]',0.081,0.200
'[10:38:00.920]',0.079,0.196
'[10:38:00.924]',0.074,0.191
'[10:38:00.928]',0.064,0.185
'[10:38:00.932]',0.060,0.180
'[10:38:00.936]',0.055,0.175
'[10:38:00.940]',0.052,0.174
'[10:38:00.944]',0.049,0.165
'[10:38:00.948]',0.046,0.159
'[10:38:00.952]',0.044,0.152
'[10:38:00.956]',0.039,0.149
'[10:38:00.960]',0.037,0.142
'[10:38:00.964]',0.030,0.135
'[10:38:00.968]',0.028,0.135
'[10:38:00.972]',0.024,0.134
'[10:38:00.976]',0.020,0.133
'[10:38:00.980]',0.014,0.126
'[10:38:00.984]',0.014,0.124
'[10:38:00.988]',0.018,0.121
'[10:38:00.992]',0.010,0.120
'[10:38:00.996]',0.006,0.115
'[10:38:01.000]',0.003,0.115
'[10:38:01.004]',0.001,0.117
'[10:38:01.008]',-0.001,0.116
'[10:38:01.012]',-0.004,0.116
'[10:38:01.016]',-0.001,0.114
'[10:38:01.020]',-0.006,0.113
'[10:38:01.024]',-0.006,0.107
'[10:38:01.028]',-0.010,0.101
'[10:38:01.032]',-0.013,0.100
'[10:38:01.036]',-0.015,0.094
'[10:38:01.040]',-0.018,0.094
'[10:38:01.044]',-0.022,0.086
'[10:38:01.048]',-0.028,0.083
'[10:38:01.052]',-0.026,0.083
'[10:38:01.056]',-0.031,0.081
'[10:38:01.060]',-0.036,0.081
'[10:38:01.064]',-0.040,0.076
'[10:38:01.068]',-0.041,0.077
'[10:38:01.072]',-0.041,0.077
'[10:38:01.076]',-0.045,0.083
'[10:38:01.080]',-0.043,0.087
'[10:38:01.084]',-0.048,0.095
'[10:38:01.088]',-0.046,0.100
'[10:38:01.092]',-0.045,0.105
'[10:38:01.096]',-0.040,0.109
'[10:38:01.100]',-0.035,0.109
'[10:38:01.104]',-0.030,0.114
'[10:38:01.108]',-0.025,0.116
'[10:38:01.112]',-0.025,0.120
'[10:38:01.116]',-0.021,0.122
'[10:38:01.120]',-0.019,0.131
'[10:38:01.124]',-0.016,0.141
'[10:38:01.128]',-0.016,0.146
'[10:38:01.132]',-0.013,0.155
'[10:38:01.136]',-0.006,0.164
'[10:38:01.140]',0.000,0.182
'[10:38:01.144]',0.009,0.191
'[10:38:01.148]',0.016,0.196
'[10:38:01.152]',0.029,0.193
'[10:38:01.156]',0.043,0.188
'[10:38:01.160]',0.054,0.184
'[10:38:01.164]',0.056,0.186
'[10:38:01.168]',0.058,0.188
'[10:38:01.172]',0.055,0.189
'[10:38:01.176]',0.054,0.188
'[10:38:01.180]',0.055,0.172
'[10:38:01.184]',0.054,0.158
'[10:38:01.188]',0.058,0.136
'[10:38:01.192]',0.056,0.114
'[10:38:01.196]',0.054,0.092
'[10:38:01.200]',0.040,0.070
'[10:38:01.204]',0.025,0.055
'[10:38:01.208]',0.005,0.045
'[10:38:01.212]',-0.013,0.039
'[10:38:01.216]',-0.029,0.028
'[10:38:01.220]',-0.041,0.018
'[10:38:01.224]',-0.048,0.010
'[10:38:01.228]',-0.059,0.006
'[10:38:01.232]',-0.071,0.001
'[10:38:01.236]',-0.080,-0.003
'[10:38:01.240]',-0.089,-0.003
'[10:38:01.244]',-0.095,-0.005
'[10:38:01.248]',-0.101,-0.011
'[10:38:01.252]',-0.100,-0.016
'[10:38:01.256]',-0.100,-0.016
'[10:38:01.260]',-0.102,-0.015
'[10:38:01.264]',-0.109,-0.013
'[10:38:01.268]',-0.113,-0.006
'[10:38:01.272]',-0.113,0.004
'[10:38:01.276]',-0.110,0.026
'[10:38:01.280]',-0.111,0.055
'[10:38:01.284]',-0.111,0.101
'[10:38:01.288]',-0.102,0.161
'[10:38:01.292]',-0.095,0.226
'[10:38:01.296]',-0.076,0.282
'[10:38:01.300]',-0.048,0.323
'[10:38:01.304]',0.000,0.371
'[10:38:01.308]',0.049,0.411
'[10:38:01.312]',0.094,0.445
'[10:38:01.316]',0.134,0.443
'[10:38:01.320]',0.164,0.412
'[10:38:01.324]',0.207,0.360
'[10:38:01.328]',0.235,0.278
'[10:38:01.332]',0.251,0.175
'[10:38:01.336]',0.239,0.056
'[10:38:01.340]',0.212,-0.061
'[10:38:01.344]',0.161,-0.160
'[10:38:01.348]',0.085,-0.242
'[10:38:01.352]',0.004,-0.281
'[10:38:01.356]',-0.089,-0.297
'[10:38:01.360]',-0.179,-0.287
'[10:38:01.364]',-0.249,-0.273
'[10:38:01.368]',-0.300,-0.258
'[10:38:01.372]',-0.323,-0.233
'[10:38:01.376]',-0.330,-0.203
'[10:38:01.380]',-0.324,-0.166
'[10:38:01.384]',-0.318,-0.136
'[10:38:01.388]',-0.306,-0.104
'[10:38:01.392]',-0.280,-0.074
'[10:38:01.396]',-0.256,-0.044
'[10:38:01.400]',-0.230,-0.024
'[10:38:01.404]',-0.209,-0.010
'[10:38:01.408]',-0.180,-0.004
'[10:38:01.412]',-0.159,0.001
'[10:38:01.416]',-0.138,0.006
'[10:38:01.420]',-0.121,0.009
'[10:38:01.424]',-0.110,0.015
'[10:38:01.428]',-0.102,0.021
'[10:38:01.432]',-0.095,0.031
'[10:38:01.436]',-0.092,0.037
'[10:38:01.440]',-0.092,0.040
'[10:38:01.444]',-0.086,0.044
'[10:38:01.448]',-0.077,0.045
'[10:38:01.452]',-0.070,0.045
'[10:38:01.456]',-0.062,0.045
'[10:38:01.460]',-0.061,0.045
'[10:38:01.464]',-0.061,0.048
'[10:38:01.468]',-0.060,0.048
'[10:38:01.472]',-0.059,0.050
'[10:38:01.476]',-0.058,0.052
'[10:38:01.480]',-0.052,0.061
'[10:38:01.484]',-0.051,0.070
'[10:38:01.488]',-0.049,0.075
'[10:38:01.492]',-0.043,0.083
'[10:38:01.496]',-0.035,0.087
'[10:38:01.500]',-0.033,0.092
'[10:38:01.504]',-0.029,0.096
'[10:38:01.508]',-0.022,0.099
'[10:38:01.512]',-0.015,0.105
'[10:38:01.516]',-0.010,0.110
'[10:38:01.520]',-0.007,0.117
'[10:38:01.524]',0.000,0.122
'[10:38:01.528]',-0.001,0.129
'[10:38:01.532]',0.004,0.136
'[10:38:01.536]',0.007,0.141
'[10:38:01.540]',0.011,0.147
'[10:38:01.544]',0.015,0.151
'[10:38:01.548]',0.021,0.155
'[10:38:01.552]',0.030,0.159
'[10:38:01.556]',0.034,0.159
'[10:38:01.560]',0.040,0.159
'[10:38:01.564]',0.045,0.158
'[10:38:01.568]',0.050,0.161
'[10:38:01.572]',0.051,0.158
'[10:38:01.576]',0.054,0.159
'[10:38:01.580]',0.055,0.161
'[10:38:01.584]',0.059,0.168
'[10:38:01.588]',0.061,0.170
'[10:38:01.592]',0.060,0.169
'[10:38:01.596]',0.066,0.170
'[10:38:01.600]',0.070,0.169
'[10:38:01.604]',0.072,0.171
'[10:38:01.608]',0.071,0.168
'[10:38:01.612]',0.077,0.168
'[10:38:01.616]',0.084,0.170
'[10:38:01.620]',0.079,0.168
'[10:38:01.624]',0.079,0.164
'[10:38:01.628]',0.079,0.158
'[10:38:01.632]',0.085,0.165
'[10:38:01.636]',0.085,0.168
'[10:38:01.640]',0.081,0.175
'[10:38:01.644]',0.080,0.176
'[10:38:01.648]',0.080,0.184
'[10:38:01.652]',0.085,0.190
'[10:38:01.656]',0.087,0.195
'[10:38:01.660]',0.092,0.203
'[10:38:01.664]',0.098,0.205
'[10:38:01.668]',0.107,0.217
'[10:38:01.672]',0.110,0.219
'[10:38:01.676]',0.117,0.228
'[10:38:01.680]',0.124,0.230
'[10:38:01.684]',0.130,0.241
'[10:38:01.688]',0.138,0.247
'[10:38:01.692]',0.142,0.253
'[10:38:01.696]',0.151,0.256
'[10:38:01.700]',0.155,0.260
'[10:38:01.704]',0.164,0.263
'[10:38:01.708]',0.170,0.255
'[10:38:01.712]',0.174,0.253
'[10:38:01.716]',0.177,0.241
'[10:38:01.720]',0.179,0.242
'[10:38:01.724]',0.188,0.239
'[10:38:01.728]',0.191,0.235
'[10:38:01.732]',0.194,0.234
'[10:38:01.736]',0.188,0.226
'[10:38:01.740]',0.185,0.225
'[10:38:01.744]',0.181,0.217
'[10:38:01.748]',0.181,0.221
'[10:38:01.752]',0.181,0.226
'[10:38:01.756]',0.179,0.230
'[10:38:01.760]',0.180,0.231
'[10:38:01.764]',0.179,0.231
'[10:38:01.768]',0.186,0.235
'[10:38:01.772]',0.190,0.234
'[10:38:01.776]',0.195,0.237
'[10:38:01.780]',0.195,0.239
'[10:38:01.784]',0.195,0.242
'[10:38:01.788]',0.198,0.246
'[10:38:01.792]',0.196,0.249
'[10:38:01.796]',0.203,0.246
'[10:38:01.800]',0.204,0.245
'[10:38:01.804]',0.214,0.250
'[10:38:01.808]',0.216,0.249
'[10:38:01.812]',0.216,0.247
'[10:38:01.816]',0.217,0.241
'[10:38:01.820]',0.221,0.242
'[10:38:01.824]',0.230,0.240
'[10:38:01.828]',0.226,0.241
'[10:38:01.832]',0.226,0.237
'[10:38:01.836]',0.223,0.231
'[10:38:01.840]',0.226,0.225
'[10:38:01.844]',0.228,0.211
'[10:38:01.848]',0.225,0.201
'[10:38:01.852]',0.226,0.193
'[10:38:01.856]',0.216,0.191
'[10:38:01.860]',0.211,0.188
'[10:38:01.864]',0.203,0.181
'[10:38:01.868]',0.200,0.179
'[10:38:01.872]',0.194,0.171
'[10:38:01.876]',0.193,0.164
'[10:38:01.880]',0.186,0.151
'[10:38:01.884]',0.182,0.141
'[10:38:01.888]',0.181,0.139
'[10:38:01.892]',0.172,0.135
'[10:38:01.896]',0.169,0.136
'[10:38:01.900]',0.164,0.129
'[10:38:01.904]',0.164,0.125
'[10:38:01.908]',0.159,0.116
'[10:38:01.912]',0.158,0.113
'[10:38:01.916]',0.158,0.110
'[10:38:01.920]',0.150,0.109
'[10:38:01.924]',0.150,0.106
'[10:38:01.928]',0.144,0.105
'[10:38:01.932]',0.144,0.107
'[10:38:01.936]',0.140,0.110
'[10:38:01.940]',0.144,0.114
'[10:38:01.944]',0.145,0.114
'[10:38:01.948]',0.141,0.115
'[10:38:01.952]',0.144,0.115
'[10:38:01.956]',0.140,0.119
'[10:38:01.960]',0.144,0.122
'[10:38:01.964]',0.141,0.117
'[10:38:01.968]',0.146,0.117
'[10:38:01.972]',0.147,0.117
'[10:38:01.976]',0.151,0.129
'[10:38:01.980]',0.152,0.140
'[10:38:01.984]',0.151,0.154
'[10:38:01.988]',0.154,0.163
'[10:38:01.992]',0.159,0.168
'[10:38:01.996]',0.170,0.172
'[10:38:02.000]',0.175,0.172
'[10:38:02.004]',0.188,0.174
'[10:38:02.008]',0.196,0.170
'[10:38:02.012]',0.204,0.170
'[10:38:02.016]',0.209,0.163
'[10:38:02.020]',0.209,0.163
'[10:38:02.024]',0.211,0.163
'[10:38:02.028]',0.209,0.161
'[10:38:02.032]',0.211,0.151
'[10:38:02.036]',0.205,0.134
'[10:38:02.040]',0.209,0.120
'[10:38:02.044]',0.206,0.102
'[10:38:02.048]',0.203,0.084
'[10:38:02.052]',0.190,0.061
'[10:38:02.056]',0.179,0.040
'[10:38:02.060]',0.170,0.024
'[10:38:02.064]',0.152,0.010
'[10:38:02.068]',0.139,-0.003
'[10:38:02.072]',0.120,-0.011
'[10:38:02.076]',0.107,-0.019
'[10:38:02.080]',0.095,-0.029
'[10:38:02.084]',0.083,-0.040
'[10:38:02.088]',0.075,-0.045
'[10:38:02.092]',0.066,-0.045
'[10:38:02.096]',0.060,-0.040
'[10:38:02.100]',0.050,-0.041
'[10:38:02.104]',0.049,-0.044
'[10:38:02.108]',0.046,-0.045
'[10:38:02.112]',0.049,-0.050
'[10:38:02.116]',0.045,-0.050
'[10:38:02.120]',0.040,-0.051
'[10:38:02.124]',0.041,-0.051
'[10:38:02.128]',0.035,-0.048
'[10:38:02.132]',0.035,-0.036
'[10:38:02.136]',0.031,-0.014
'[10:38:02.140]',0.031,0.028
'[10:38:02.144]',0.030,0.084
'[10:38:02.148]',0.033,0.150
'[10:38:02.152]',0.049,0.212
'[10:38:02.156]',0.066,0.255
'[10:38:02.160]',0.110,0.287
'[10:38:02.164]',0.158,0.312
'[10:38:02.168]',0.211,0.330
'[10:38:02.172]',0.246,0.314
'[10:38:02.176]',0.281,0.280
'[10:38:02.180]',0.312,0.219
'[10:38:02.184]',0.329,0.134
'[10:38:02.188]',0.335,0.029
'[10:38:02.192]',0.315,-0.084
'[10:38:02.196]',0.287,-0.191
'[10:38:02.200]',0.233,-0.295
'[10:38:02.204]',0.161,-0.374
'[10:38:02.208]',0.081,-0.395
'[10:38:02.212]',-0.003,-0.394
'[10:38:02.216]',-0.086,-0.370
'[10:38:02.220]',-0.158,-0.350
'[10:38:02.224]',-0.198,-0.326
'[10:38:02.228]',-0.204,-0.296
'[10:38:02.232]',-0.203,-0.265
'[10:38:02.236]',-0.193,-0.225
'[10:38:02.240]',-0.179,-0.186
'[10:38:02.244]',-0.158,-0.145
'[10:38:02.248]',-0.139,-0.115
'[10:38:02.252]',-0.116,-0.091
'[10:38:02.256]',-0.089,-0.075
'[10:38:02.260]',-0.064,-0.056
'[10:38:02.264]',-0.037,-0.046
'[10:38:02.268]',-0.015,-0.037
'[10:38:02.272]',0.001,-0.033
'[10:38:02.276]',0.011,-0.028
'[10:38:02.280]',0.024,-0.020
'[10:38:02.284]',0.029,-0.014
'[10:38:02.288]',0.034,-0.010
'[10:38:02.292]',0.037,-0.009
'[10:38:02.296]',0.046,-0.003
'[10:38:02.300]',0.050,0.004
'[10:38:02.304]',0.055,0.007
'[10:38:02.308]',0.058,0.013
'[10:38:02.312]',0.062,0.019
'[10:38:02.316]',0.065,0.026
'[10:38:02.320]',0.066,0.030
'[10:38:02.324]',0.069,0.034
'[10:38:02.328]',0.070,0.039
'[10:38:02.332]',0.074,0.044
'[10:38:02.336]',0.072,0.045
'[10:38:02.340]',0.075,0.049
'[10:38:02.344]',0.077,0.054
'[10:38:02.348]',0.081,0.065
'[10:38:02.352]',0.084,0.074
'[10:38:02.356]',0.086,0.081
'[10:38:02.360]',0.094,0.087
'[10:38:02.364]',0.098,0.095
'[10:38:02.368]',0.106,0.098
'[10:38:02.372]',0.111,0.104
'[10:38:02.376]',0.122,0.111
'[10:38:02.380]',0.130,0.117
'[10:38:02.384]',0.133,0.124
'[10:38:02.388]',0.136,0.129
'[10:38:02.392]',0.138,0.133
'[10:38:02.396]',0.144,0.139
'[10:38:02.400]',0.145,0.145
'[10:38:02.404]',0.151,0.151
'[10:38:02.408]',0.155,0.156
'[10:38:02.412]',0.164,0.165
'[10:38:02.416]',0.168,0.174
'[10:38:02.420]',0.169,0.180
'[10:38:02.424]',0.176,0.185
'[10:38:02.428]',0.176,0.189
'[10:38:02.432]',0.184,0.194
'[10:38:02.436]',0.186,0.199
'[10:38:02.440]',0.190,0.204
'[10:38:02.444]',0.191,0.204
'[10:38:02.448]',0.198,0.209
'[10:38:02.452]',0.206,0.207
'[10:38:02.456]',0.203,0.203
'[10:38:02.460]',0.210,0.196
'[10:38:02.464]',0.209,0.190
'[10:38:02.468]',0.210,0.190
'[10:38:02.472]',0.206,0.185
'[10:38:02.476]',0.203,0.185
'[10:38:02.480]',0.204,0.182
'[10:38:02.484]',0.199,0.181
'[10:38:02.488]',0.200,0.180
'[10:38:02.492]',0.195,0.175
'[10:38:02.496]',0.198,0.177
'[10:38:02.500]',0.193,0.174
'[10:38:02.504]',0.195,0.179
'[10:38:02.508]',0.190,0.179
'[10:38:02.512]',0.189,0.185
'[10:38:02.516]',0.191,0.190
'[10:38:02.520]',0.193,0.195
'[10:38:02.524]',0.198,0.200
'[10:38:02.528]',0.195,0.204
'[10:38:02.532]',0.203,0.215
'[10:38:02.536]',0.201,0.217
'[10:38:02.540]',0.209,0.224
'[10:38:02.544]',0.214,0.228
'[10:38:02.548]',0.215,0.235
'[10:38:02.552]',0.219,0.239
'[10:38:02.556]',0.219,0.237
'[10:38:02.560]',0.225,0.234
'[10:38:02.564]',0.228,0.225
'[10:38:02.568]',0.237,0.225
'[10:38:02.572]',0.237,0.217
'[10:38:02.576]',0.235,0.212
'[10:38:02.580]',0.233,0.203
'[10:38:02.584]',0.226,0.203
'[10:38:02.588]',0.223,0.200
'[10:38:02.592]',0.214,0.196
'[10:38:02.596]',0.214,0.195
'[10:38:02.600]',0.209,0.195
'[10:38:02.604]',0.210,0.198
'[10:38:02.608]',0.204,0.195
'[10:38:02.612]',0.201,0.199
'[10:38:02.616]',0.203,0.200
'[10:38:02.620]',0.203,0.203
'[10:38:02.624]',0.204,0.201
'[10:38:02.628]',0.204,0.209
'[10:38:02.632]',0.211,0.216
'[10:38:02.636]',0.207,0.219
'[10:38:02.640]',0.209,0.221
'[10:38:02.644]',0.211,0.220
'[10:38:02.648]',0.215,0.228
'[10:38:02.652]',0.217,0.226
'[10:38:02.656]',0.217,0.230
'[10:38:02.660]',0.225,0.230
'[10:38:02.664]',0.225,0.230
'[10:38:02.668]',0.229,0.230
'[10:38:02.672]',0.228,0.228
'[10:38:02.676]',0.231,0.229
'[10:38:02.680]',0.234,0.225
'[10:38:02.684]',0.234,0.224
'[10:38:02.688]',0.235,0.215
'[10:38:02.692]',0.226,0.207
'[10:38:02.696]',0.226,0.201
'[10:38:02.700]',0.221,0.200
'[10:38:02.704]',0.221,0.201
'[10:38:02.708]',0.214,0.191
'[10:38:02.712]',0.211,0.185
'[10:38:02.716]',0.209,0.176
'[10:38:02.720]',0.205,0.174
'[10:38:02.724]',0.204,0.174
'[10:38:02.728]',0.194,0.171
'[10:38:02.732]',0.190,0.166
'[10:38:02.736]',0.181,0.160
'[10:38:02.740]',0.175,0.155
'[10:38:02.744]',0.171,0.145
'[10:38:02.748]',0.172,0.138
'[10:38:02.752]',0.175,0.130
'[10:38:02.756]',0.166,0.122
'[10:38:02.760]',0.165,0.115
'[10:38:02.764]',0.155,0.111
'[10:38:02.768]',0.150,0.115
'[10:38:02.772]',0.144,0.114
'[10:38:02.776]',0.139,0.110
'[10:38:02.780]',0.141,0.104
'[10:38:02.784]',0.136,0.098
'[10:38:02.788]',0.138,0.091
'[10:38:02.792]',0.133,0.089
'[10:38:02.796]',0.130,0.089
'[10:38:02.800]',0.124,0.084
'[10:38:02.804]',0.122,0.081
'[10:38:02.808]',0.119,0.075
'[10:38:02.812]',0.114,0.071
'[10:38:02.816]',0.116,0.070
'[10:38:02.820]',0.114,0.071
'[10:38:02.824]',0.110,0.075
'[10:38:02.828]',0.104,0.074
'[10:38:02.832]',0.102,0.077
'[10:38:02.836]',0.101,0.083
'[10:38:02.840]',0.101,0.091
'[10:38:02.844]',0.104,0.100
'[10:38:02.848]',0.105,0.111
'[10:38:02.852]',0.111,0.121
'[10:38:02.856]',0.115,0.129
'[10:38:02.860]',0.121,0.133
'[10:38:02.864]',0.126,0.133
'[10:38:02.868]',0.136,0.136
