'Time','ECG','ECG'
'[10:20:00.868]',0.026,0.142
'[10:20:00.872]',0.028,0.147
'[10:20:00.876]',0.029,0.150
'[10:20:00.880]',0.028,0.154
'[10:20:00.884]',0.025,0.158
'[10:20:00.888]',0.025,0.166
'[10:20:00.892]',0.033,0.175
'[10:20:00.896]',0.037,0.186
'[10:20:00.900]',0.044,0.200
'[10:20:00.904]',0.048,0.210
'[10:20:00.908]',0.055,0.217
'[10:20:00.912]',0.062,0.217
'[10:20:00.916]',0.069,0.219
'[10:20:00.920]',0.081,0.214
'[10:20:00.924]',0.087,0.203
'[10:20:00.928]',0.099,0.188
'[10:20:00.932]',0.100,0.176
'[10:20:00.936]',0.096,0.174
'[10:20:00.940]',0.090,0.168
'[10:20:00.944]',0.090,0.166
'[10:20:00.948]',0.092,0.164
'[10:20:00.952]',0.079,0.164
'[10:20:00.956]',0.074,0.161
'[10:20:00.960]',0.072,0.159
'[10:20:00.964]',0.071,0.163
'[10:20:00.968]',0.060,0.160
'[10:20:00.972]',0.050,0.160
'[10:20:00.976]',0.048,0.152
'[10:20:00.980]',0.056,0.142
'[10:20:00.984]',0.062,0.133
'[10:20:00.988]',0.062,0.120
'[10:20:00.992]',0.060,0.115
'[10:20:00.996]',0.055,0.109
'[10:20:01.000]',0.050,0.109
'[10:20:01.004]',0.043,0.104
'[10:20:01.008]',0.040,0.101
'[10:20:01.012]',0.035,0.100
'[10:20:01.016]',0.019,0.100
'[10:20:01.020]',0.010,0.100
'[10:20:01.024]',0.004,0.101
'[10:20:01.028]',0.000,0.105
'[10:20:01.032]',-0.005,0.105
'[10:20:01.036]',-0.006,0.104
'[10:20:01.040]',-0.003,0.101
'[10:20:01.044]',-0.004,0.102
'[10:20:01.048]',-0.004,0.105
'[10:20:01.052]',-0.006,0.107
'[10:20:01.056]',-0.006,0.111
'[10:20:01.060]',-0.010,0.115
'[10:20:01.064]',-0.014,0.121
'[10:20:01.068]',-0.011,0.116
'[10:20:01.072]',-0.011,0.114
'[10:20:01.076]',-0.003,0.115
'[10:20:01.080]',0.004,0.121
'[10:20:01.084]',0.001,0.124
'[10:20:01.088]',-0.006,0.121
'[10:20:01.092]',-0.007,0.121
'[10:20:01.096]',-0.009,0.121
'[10:20:01.100]',-0.007,0.121
'[10:20:01.104]',-0.007,0.120
'[10:20:01.108]',-0.006,0.122
'[10:20:01.112]',-0.009,0.124
'[10:20:01.116]',-0.010,0.122
'[10:20:01.120]',-0.013,0.120
'[10:20:01.124]',-0.015,0.120
'[10:20:01.128]',-0.018,0.120
'[10:20:01.132]',-0.021,0.119
'[10:20:01.136]',-0.019,0.115
'[10:20:01.140]',-0.015,0.115
'[10:20:01.144]',-0.011,0.119
'[10:20:01.148]',-0.013,0.117
'[10:20:01.152]',-0.013,0.115
'[10:20:01.156]',-0.010,0.115
'[10:20:01.160]',-0.016,0.115
'[10:20:01.164]',-0.020,0.114
'[10:20:01.168]',-0.018,0.113
'[10:20:01.172]',-0.013,0.115
'[10:20:01.176]',-0.013,0.116
'[10:20:01.180]',-0.009,0.117
'[10:20:01.184]',-0.004,0.115
'[10:20:01.188]',-0.004,0.117
'[10:20:01.192]',0.001,0.126
'[10:20:01.196]',-0.001,0.140
'[10:20:01.200]',0.001,0.161
'[10:20:01.204]',0.003,0.184
'[10:20:01.208]',0.001,0.224
'[10:20:01.212]',-0.003,0.279
'[10:20:01.216]',0.006,0.339
'[10:20:01.220]',0.025,0.370
'[10:20:01.224]',0.046,0.340
'[10:20:01.228]',0.090,0.242
'[10:20:01.232]',0.154,0.096
'[10:20:01.236]',0.256,-0.071
'[10:20:01.240]',0.356,-0.216
'[10:20:01.244]',0.434,-0.329
'[10:20:01.248]',0.482,-0.389
'[10:20:01.252]',0.455,-0.411
'[10:20:01.256]',0.370,-0.391
'[10:20:01.260]',0.259,-0.315
'[10:20:01.264]',0.188,-0.188
'[10:20:01.268]',0.165,-0.058
'[10:20:01.272]',0.158,0.035
'[10:20:01.276]',0.114,0.081
'[10:20:01.280]',0.010,0.105
'[10:20:01.284]',-0.102,0.115
'[10:20:01.288]',-0.185,0.116
'[10:20:01.292]',-0.230,0.122
'[10:20:01.296]',-0.239,0.117
'[10:20:01.300]',-0.230,0.117
'[10:20:01.304]',-0.199,0.113
'[10:20:01.308]',-0.166,0.113
'[10:20:01.312]',-0.136,0.115
'[10:20:01.316]',-0.113,0.116
'[10:20:01.320]',-0.096,0.117
'[10:20:01.324]',-0.084,0.116
'[10:20:01.328]',-0.074,0.116
'[10:20:01.332]',-0.070,0.114
'[10:20:01.336]',-0.069,0.119
'[10:20:01.340]',-0.072,0.120
'[10:20:01.344]',-0.080,0.124
'[10:20:01.348]',-0.079,0.125
'[10:20:01.352]',-0.080,0.129
'[10:20:01.356]',-0.084,0.133
'[10:20:01.360]',-0.084,0.135
'[10:20:01.364]',-0.080,0.139
'[10:20:01.368]',-0.076,0.136
'[10:20:01.372]',-0.080,0.140
'[10:20:01.376]',-0.080,0.140
'[10:20:01.380]',-0.077,0.147
'[10:20:01.384]',-0.075,0.151
'[10:20:01.388]',-0.076,0.156
'[10:20:01.392]',-0.077,0.159
'[10:20:01.396]',-0.077,0.161
'[10:20:01.400]',-0.080,0.165
'[10:20:01.404]',-0.077,0.169
'[10:20:01.408]',-0.074,0.174
'[10:20:01.412]',-0.068,0.175
'[10:20:01.416]',-0.071,0.179
'[10:20:01.420]',-0.072,0.182
'[10:20:01.424]',-0.071,0.184
'[10:20:01.428]',-0.069,0.186
'[10:20:01.432]',-0.070,0.189
'[10:20:01.436]',-0.071,0.195
'[10:20:01.440]',-0.070,0.195
'[10:20:01.444]',-0.070,0.199
'[10:20:01.448]',-0.075,0.201
'[10:20:01.452]',-0.079,0.205
'[10:20:01.456]',-0.076,0.205
'[10:20:01.460]',-0.074,0.206
'[10:20:01.464]',-0.072,0.209
'[10:20:01.468]',-0.079,0.214
'[10:20:01.472]',-0.083,0.223
'[10:20:01.476]',-0.084,0.223
'[10:20:01.480]',-0.087,0.226
'[10:20:01.484]',-0.089,0.231
'[10:20:01.488]',-0.094,0.237
'[10:20:01.492]',-0.090,0.242
'[10:20:01.496]',-0.087,0.249
'[10:20:01.500]',-0.091,0.258
'[10:20:01.504]',-0.095,0.256
'[10:20:01.508]',-0.085,0.259
'[10:20:01.512]',-0.083,0.258
'[10:20:01.516]',-0.075,0.260
'[10:20:01.520]',-0.065,0.260
'[10:20:01.524]',-0.059,0.258
'[10:20:01.528]',-0.056,0.261
'[10:20:01.532]',-0.056,0.258
'[10:20:01.536]',-0.048,0.258
'[10:20:01.540]',-0.031,0.250
'[10:20:01.544]',-0.020,0.246
'[10:20:01.548]',-0.015,0.242
'[10:20:01.552]',-0.018,0.240
'[10:20:01.556]',-0.009,0.235
'[10:20:01.560]',0.004,0.234
'[10:20:01.564]',0.015,0.235
'[10:20:01.568]',0.021,0.228
'[10:20:01.572]',0.020,0.226
'[10:20:01.576]',0.021,0.219
'[10:20:01.580]',0.011,0.216
'[10:20:01.584]',0.007,0.212
'[10:20:01.588]',0.009,0.209
'[10:20:01.592]',0.014,0.211
'[10:20:01.596]',0.014,0.203
'[10:20:01.600]',0.014,0.201
'[10:20:01.604]',0.015,0.195
'[10:20:01.608]',0.016,0.195
'[10:20:01.612]',0.020,0.190
'[10:20:01.616]',0.019,0.190
'[10:20:01.620]',0.018,0.188
'[10:20:01.624]',0.015,0.185
'[10:20:01.628]',0.015,0.185
'[10:20:01.632]',0.014,0.181
'[10:20:01.636]',0.019,0.181
'[10:20:01.640]',0.019,0.180
'[10:20:01.644]',0.014,0.181
'[10:20:01.648]',0.009,0.177
'[10:20:01.652]',0.009,0.182
'[10:20:01.656]',0.009,0.190
'[10:20:01.660]',0.010,0.201
'[10:20:01.664]',0.021,0.216
'[10:20:01.668]',0.029,0.225
'[10:20:01.672]',0.031,0.237
'[10:20:01.676]',0.034,0.235
'[10:20:01.680]',0.039,0.239
'[10:20:01.684]',0.045,0.236
'[10:20:01.688]',0.048,0.229
'[10:20:01.692]',0.054,0.214
'[10:20:01.696]',0.058,0.191
'[10:20:01.700]',0.060,0.172
'[10:20:01.704]',0.062,0.163
'[10:20:01.708]',0.062,0.164
'[10:20:01.712]',0.064,0.165
'[10:20:01.716]',0.059,0.164
'[10:20:01.720]',0.049,0.160
'[10:20:01.724]',0.035,0.156
'[10:20:01.728]',0.035,0.150
'[10:20:01.732]',0.036,0.145
'[10:20:01.736]',0.035,0.149
'[10:20:01.740]',0.030,0.152
'[10:20:01.744]',0.029,0.155
'[10:20:01.748]',0.030,0.152
'[10:20:01.752]',0.030,0.152
'[10:20:01.756]',0.030,0.147
'[10:20:01.760]',0.028,0.138
'[10:20:01.764]',0.033,0.131
'[10:20:01.768]',0.035,0.125
'[10:20:01.772]',0.039,0.129
'[10:20:01.776]',0.046,0.128
'[10:20:01.780]',0.046,0.128
'[10:20:01.784]',0.043,0.129
'[10:20:01.788]',0.025,0.129
'[10:20:01.792]',0.013,0.129
'[10:20:01.796]',-0.004,0.128
'[10:20:01.800]',-0.021,0.133
'[10:20:01.804]',-0.035,0.130
'[10:20:01.808]',-0.036,0.134
'[10:20:01.812]',-0.033,0.131
'[10:20:01.816]',-0.030,0.133
'[10:20:01.820]',-0.030,0.134
'[10:20:01.824]',-0.036,0.133
'[10:20:01.828]',-0.045,0.134
'[10:20:01.832]',-0.049,0.129
'[10:20:01.836]',-0.043,0.128
'[10:20:01.840]',-0.034,0.124
'[10:20:01.844]',-0.029,0.121
'[10:20:01.848]',-0.033,0.121
'[10:20:01.852]',-0.041,0.120
'[10:20:01.856]',-0.044,0.120
'[10:20:01.860]',-0.048,0.116
'[10:20:01.864]',-0.051,0.119
'[10:20:01.868]',-0.055,0.119
'[10:20:01.872]',-0.055,0.120
'[10:20:01.876]',-0.049,0.121
'[10:20:01.880]',-0.056,0.122
'[10:20:01.884]',-0.059,0.120
'[10:20:01.888]',-0.055,0.117
'[10:20:01.892]',-0.050,0.120
'[10:20:01.896]',-0.048,0.117
'[10:20:01.900]',-0.046,0.120
'[10:20:01.904]',-0.040,0.117
'[10:20:01.908]',-0.039,0.121
'[10:20:01.912]',-0.039,0.120
'[10:20:01.916]',-0.041,0.125
'[10:20:01.920]',-0.037,0.131
'[10:20:01.924]',-0.034,0.133
'[10:20:01.928]',-0.031,0.134
'[10:20:01.932]',-0.031,0.130
'[10:20:01.936]',-0.031,0.128
'[10:20:01.940]',-0.031,0.125
'[10:20:01.944]',-0.029,0.130
'[10:20:01.948]',-0.026,0.135
'[10:20:01.952]',-0.028,0.139
'[10:20:01.956]',-0.031,0.142
'[10:20:01.960]',-0.035,0.146
'[10:20:01.964]',-0.033,0.155
'[10:20:01.968]',-0.024,0.165
'[10:20:01.972]',-0.016,0.184
'[10:20:01.976]',-0.014,0.210
'[10:20:01.980]',-0.013,0.256
'[10:20:01.984]',-0.014,0.316
'[10:20:01.988]',-0.010,0.380
'[10:20:01.992]',0.004,0.400
'[10:20:01.996]',0.034,0.355
'[10:20:02.000]',0.090,0.241
'[10:20:02.004]',0.179,0.076
'[10:20:02.008]',0.285,-0.089
'[10:20:02.012]',0.391,-0.234
'[10:20:02.016]',0.466,-0.343
'[10:20:02.020]',0.486,-0.400
'[10:20:02.024]',0.430,-0.420
'[10:20:02.028]',0.320,-0.394
'[10:20:02.032]',0.189,-0.305
'[10:20:02.036]',0.115,-0.171
'[10:20:02.040]',0.084,-0.046
'[10:20:02.044]',0.062,0.030
'[10:20:02.048]',0.003,0.070
'[10:20:02.052]',-0.094,0.092
'[10:20:02.056]',-0.191,0.104
'[10:20:02.060]',-0.254,0.111
'[10:20:02.064]',-0.281,0.120
'[10:20:02.068]',-0.281,0.120
'[10:20:02.072]',-0.261,0.115
'[10:20:02.076]',-0.223,0.109
'[10:20:02.080]',-0.188,0.104
'[10:20:02.084]',-0.156,0.101
'[10:20:02.088]',-0.140,0.105
'[10:20:02.092]',-0.121,0.110
'[10:20:02.096]',-0.099,0.115
'[10:20:02.100]',-0.083,0.121
'[10:20:02.104]',-0.086,0.120
'[10:20:02.108]',-0.098,0.120
'[10:20:02.112]',-0.099,0.119
'[10:20:02.116]',-0.099,0.120
'[10:20:02.120]',-0.096,0.126
'[10:20:02.124]',-0.092,0.129
'[10:20:02.128]',-0.092,0.130
'[10:20:02.132]',-0.094,0.125
'[10:20:02.136]',-0.100,0.128
'[10:20:02.140]',-0.102,0.128
'[10:20:02.144]',-0.102,0.133
'[10:20:02.148]',-0.098,0.135
'[10:20:02.152]',-0.095,0.138
'[10:20:02.156]',-0.089,0.139
'[10:20:02.160]',-0.085,0.138
'[10:20:02.164]',-0.085,0.141
'[10:20:02.168]',-0.086,0.142
'[10:20:02.172]',-0.096,0.149
'[10:20:02.176]',-0.100,0.149
'[10:20:02.180]',-0.106,0.154
'[10:20:02.184]',-0.107,0.158
'[10:20:02.188]',-0.106,0.165
'[10:20:02.192]',-0.110,0.174
'[10:20:02.196]',-0.115,0.176
'[10:20:02.200]',-0.117,0.181
'[10:20:02.204]',-0.111,0.179
'[10:20:02.208]',-0.114,0.185
'[10:20:02.212]',-0.111,0.184
'[10:20:02.216]',-0.113,0.188
'[10:20:02.220]',-0.111,0.191
'[10:20:02.224]',-0.106,0.195
'[10:20:02.228]',-0.107,0.201
'[10:20:02.232]',-0.115,0.204
'[10:20:02.236]',-0.125,0.207
'[10:20:02.240]',-0.126,0.205
'[10:20:02.244]',-0.124,0.214
'[10:20:02.248]',-0.120,0.217
'[10:20:02.252]',-0.117,0.223
'[10:20:02.256]',-0.114,0.220
'[10:20:02.260]',-0.111,0.220
'[10:20:02.264]',-0.107,0.228
'[10:20:02.268]',-0.102,0.230
'[10:20:02.272]',-0.102,0.237
'[10:20:02.276]',-0.100,0.237
'[10:20:02.280]',-0.095,0.244
'[10:20:02.284]',-0.096,0.242
'[10:20:02.288]',-0.092,0.242
'[10:20:02.292]',-0.084,0.237
'[10:20:02.296]',-0.074,0.236
'[10:20:02.300]',-0.069,0.234
'[10:20:02.304]',-0.069,0.228
'[10:20:02.308]',-0.071,0.228
'[10:20:02.312]',-0.069,0.224
'[10:20:02.316]',-0.059,0.224
'[10:20:02.320]',-0.044,0.220
'[10:20:02.324]',-0.033,0.215
'[10:20:02.328]',-0.021,0.209
'[10:20:02.332]',-0.015,0.205
'[10:20:02.336]',-0.011,0.204
'[10:20:02.340]',-0.006,0.200
'[10:20:02.344]',0.000,0.204
'[10:20:02.348]',0.000,0.203
'[10:20:02.352]',-0.001,0.199
'[10:20:02.356]',-0.003,0.195
'[10:20:02.360]',-0.005,0.191
'[10:20:02.364]',-0.004,0.190
'[10:20:02.368]',0.003,0.186
'[10:20:02.372]',0.006,0.188
'[10:20:02.376]',0.003,0.185
'[10:20:02.380]',-0.004,0.188
'[10:20:02.384]',0.000,0.184
'[10:20:02.388]',0.001,0.180
'[10:20:02.392]',0.003,0.181
'[10:20:02.396]',-0.001,0.185
'[10:20:02.400]',0.000,0.193
'[10:20:02.404]',-0.001,0.196
'[10:20:02.408]',0.000,0.207
'[10:20:02.412]',0.004,0.217
'[10:20:02.416]',-0.003,0.226
'[10:20:02.420]',-0.006,0.235
'[10:20:02.424]',-0.004,0.242
'[10:20:02.428]',0.007,0.255
'[10:20:02.432]',0.019,0.254
'[10:20:02.436]',0.033,0.254
'[10:20:02.440]',0.041,0.245
'[10:20:02.444]',0.048,0.234
'[10:20:02.448]',0.055,0.215
'[10:20:02.452]',0.059,0.193
'[10:20:02.456]',0.054,0.181
'[10:20:02.460]',0.039,0.168
'[10:20:02.464]',0.033,0.163
'[10:20:02.468]',0.035,0.158
'[10:20:02.472]',0.035,0.158
'[10:20:02.476]',0.030,0.158
'[10:20:02.480]',0.025,0.161
'[10:20:02.484]',0.031,0.164
'[10:20:02.488]',0.035,0.165
'[10:20:02.492]',0.037,0.166
'[10:20:02.496]',0.035,0.156
'[10:20:02.500]',0.040,0.151
'[10:20:02.504]',0.049,0.141
'[10:20:02.508]',0.049,0.138
'[10:20:02.512]',0.052,0.135
'[10:20:02.516]',0.058,0.130
'[10:20:02.520]',0.055,0.122
'[10:20:02.524]',0.041,0.113
'[10:20:02.528]',0.025,0.107
'[10:20:02.532]',0.011,0.104
'[10:20:02.536]',0.000,0.101
'[10:20:02.540]',-0.014,0.099
'[10:20:02.544]',-0.034,0.100
'[10:20:02.548]',-0.040,0.100
'[10:20:02.552]',-0.036,0.100
'[10:20:02.556]',-0.035,0.100
'[10:20:02.560]',-0.036,0.099
'[10:20:02.564]',-0.039,0.095
'[10:20:02.568]',-0.037,0.094
'[10:20:02.572]',-0.035,0.095
'[10:20:02.576]',-0.036,0.098
'[10:20:02.580]',-0.035,0.098
'[10:20:02.584]',-0.036,0.095
'[10:20:02.588]',-0.043,0.096
'[10:20:02.592]',-0.044,0.099
'[10:20:02.596]',-0.043,0.099
'[10:20:02.600]',-0.040,0.099
'[10:20:02.604]',-0.040,0.099
'[10:20:02.608]',-0.044,0.100
'[10:20:02.612]',-0.048,0.100
'[10:20:02.616]',-0.049,0.100
'[10:20:02.620]',-0.048,0.099
'[10:20:02.624]',-0.049,0.099
'[10:20:02.628]',-0.043,0.094
'[10:20:02.632]',-0.040,0.092
'[10:20:02.636]',-0.039,0.098
'[10:20:02.640]',-0.041,0.100
'[10:20:02.644]',-0.043,0.101
'[10:20:02.648]',-0.044,0.100
'[10:20:02.652]',-0.050,0.100
'[10:20:02.656]',-0.054,0.099
'[10:20:02.660]',-0.052,0.095
'[10:20:02.664]',-0.048,0.092
'[10:20:02.668]',-0.048,0.092
'[10:20:02.672]',-0.051,0.094
'[10:20:02.676]',-0.054,0.089
'[10:20:02.680]',-0.058,0.087
'[10:20:02.684]',-0.059,0.091
'[10:20:02.688]',-0.059,0.095
'[10:20:02.692]',-0.055,0.096
'[10:20:02.696]',-0.052,0.098
'[10:20:02.700]',-0.054,0.101
'[10:20:02.704]',-0.054,0.105
'[10:20:02.708]',-0.052,0.107
'[10:20:02.712]',-0.046,0.113
'[10:20:02.716]',-0.045,0.122
'[10:20:02.720]',-0.040,0.135
'[10:20:02.724]',-0.039,0.150
'[10:20:02.728]',-0.040,0.180
'[10:20:02.732]',-0.045,0.225
'[10:20:02.736]',-0.037,0.291
'[10:20:02.740]',-0.015,0.334
'[10:20:02.744]',0.009,0.329
'[10:20:02.748]',0.044,0.258
'[10:20:02.752]',0.099,0.121
'[10:20:02.756]',0.193,-0.033
'[10:20:02.760]',0.300,-0.184
'[10:20:02.764]',0.419,-0.300
'[10:20:02.768]',0.487,-0.359
'[10:20:02.772]',0.522,-0.393
'[10:20:02.776]',0.476,-0.374
'[10:20:02.780]',0.383,-0.311
'[10:20:02.784]',0.328,-0.196
'[10:20:02.788]',0.315,-0.080
'[10:20:02.792]',0.307,0.001
'[10:20:02.796]',0.224,0.051
'[10:20:02.800]',0.085,0.080
