'Time','ECG','ECG'
'[12:00:00.384]',-0.160,1.343
'[12:00:00.388]',-0.160,1.391
'[12:00:00.392]',-0.174,1.144
'[12:00:00.396]',-0.244,0.929
'[12:00:00.400]',-0.426,0.749
'[12:00:00.404]',-0.505,0.559
'[12:00:00.408]',-0.050,0.346
'[12:00:00.412]',0.664,0.119
'[12:00:00.416]',1.061,-0.116
'[12:00:00.420]',1.062,-0.361
'[12:00:00.424]',0.914,-0.593
'[12:00:00.428]',0.767,-0.792
'[12:00:00.432]',0.620,-0.946
'[12:00:00.436]',0.459,-1.085
'[12:00:00.440]',0.278,-1.196
'[12:00:00.444]',0.080,-1.306
'[12:00:00.448]',-0.129,-1.361
'[12:00:00.452]',-0.346,-1.420
'[12:00:00.456]',-0.557,-1.442
'[12:00:00.460]',-0.726,-1.471
'[12:00:00.464]',-0.885,-1.502
'[12:00:00.468]',-1.000,-1.515
'[12:00:00.472]',-1.133,-1.545
'[12:00:00.476]',-1.214,-1.529
'[12:00:00.480]',-1.298,-1.548
'[12:00:00.484]',-1.353,-1.521
'[12:00:00.488]',-1.399,-1.525
'[12:00:00.492]',-1.440,-1.511
'[12:00:00.496]',-1.442,-1.512
'[12:00:00.500]',-1.474,-1.516
'[12:00:00.504]',-1.462,-1.476
'[12:00:00.508]',-1.484,-1.461
'[12:00:00.512]',-1.466,-1.386
'[12:00:00.516]',-1.475,-1.333
'[12:00:00.520]',-1.474,-1.225
'[12:00:00.524]',-1.468,-1.127
'[12:00:00.528]',-1.474,-1.020
'[12:00:00.532]',-1.439,-0.906
'[12:00:00.536]',-1.433,-0.800
'[12:00:00.540]',-1.374,-0.671
'[12:00:00.544]',-1.337,-0.568
'[12:00:00.548]',-1.250,-0.446
'[12:00:00.552]',-1.154,-0.338
'[12:00:00.556]',-1.048,-0.216
'[12:00:00.560]',-0.927,-0.100
'[12:00:00.564]',-0.834,0.013
'[12:00:00.568]',-0.713,0.116
'[12:00:00.572]',-0.615,0.206
'[12:00:00.576]',-0.501,0.265
'[12:00:00.580]',-0.404,0.307
'[12:00:00.584]',-0.299,0.328
'[12:00:00.588]',-0.188,0.354
'[12:00:00.592]',-0.085,0.375
'[12:00:00.596]',0.015,0.401
'[12:00:00.600]',0.105,0.421
'[12:00:00.604]',0.175,0.436
'[12:00:00.608]',0.224,0.463
'[12:00:00.612]',0.246,0.485
'[12:00:00.616]',0.260,0.516
'[12:00:00.620]',0.274,0.531
'[12:00:00.624]',0.287,0.557
'[12:00:00.628]',0.307,0.574
'[12:00:00.632]',0.321,0.590
'[12:00:00.636]',0.341,0.608
'[12:00:00.640]',0.356,0.626
'[12:00:00.644]',0.378,0.652
'[12:00:00.648]',0.390,0.661
'[12:00:00.652]',0.403,0.680
'[12:00:00.656]',0.417,0.689
'[12:00:00.660]',0.430,0.709
'[12:00:00.664]',0.453,0.726
'[12:00:00.668]',0.461,0.740
'[12:00:00.672]',0.485,0.757
'[12:00:00.676]',0.496,0.771
'[12:00:00.680]',0.512,0.794
'[12:00:00.684]',0.525,0.797
'[12:00:00.688]',0.541,0.812
'[12:00:00.692]',0.570,0.823
'[12:00:00.696]',0.583,0.839
'[12:00:00.700]',0.604,0.855
'[12:00:00.704]',0.610,0.865
'[12:00:00.708]',0.631,0.884
'[12:00:00.712]',0.642,0.895
'[12:00:00.716]',0.656,0.922
'[12:00:00.720]',0.669,0.938
'[12:00:00.724]',0.679,0.958
'[12:00:00.728]',0.699,0.978
'[12:00:00.732]',0.699,0.998
'[12:00:00.736]',0.713,1.034
'[12:00:00.740]',0.715,1.049
'[12:00:00.744]',0.735,1.079
'[12:00:00.748]',0.751,1.083
'[12:00:00.752]',0.772,1.105
'[12:00:00.756]',0.795,1.113
'[12:00:00.760]',0.806,1.117
'[12:00:00.764]',0.835,1.121
'[12:00:00.768]',0.844,1.117
'[12:00:00.772]',0.869,1.133
'[12:00:00.776]',0.865,1.116
'[12:00:00.780]',0.882,1.117
'[12:00:00.784]',0.891,1.089
'[12:00:00.788]',0.895,1.080
'[12:00:00.792]',0.902,1.061
'[12:00:00.796]',0.890,1.039
'[12:00:00.800]',0.897,1.016
'[12:00:00.804]',0.887,0.971
'[12:00:00.808]',0.896,0.944
'[12:00:00.812]',0.882,0.889
'[12:00:00.816]',0.875,0.858
'[12:00:00.820]',0.864,0.806
'[12:00:00.824]',0.845,0.777
'[12:00:00.828]',0.830,0.735
'[12:00:00.832]',0.795,0.689
'[12:00:00.836]',0.780,0.652
'[12:00:00.840]',0.744,0.605
'[12:00:00.844]',0.724,0.573
'[12:00:00.848]',0.688,0.522
'[12:00:00.852]',0.655,0.497
'[12:00:00.856]',0.620,0.465
'[12:00:00.860]',0.575,0.443
'[12:00:00.864]',0.545,0.417
'[12:00:00.868]',0.499,0.396
'[12:00:00.872]',0.472,0.385
'[12:00:00.876]',0.431,0.365
'[12:00:00.880]',0.400,0.355
'[12:00:00.884]',0.366,0.339
'[12:00:00.888]',0.340,0.343
'[12:00:00.892]',0.318,0.338
'[12:00:00.896]',0.294,0.339
'[12:00:00.900]',0.285,0.334
'[12:00:00.904]',0.271,0.334
'[12:00:00.908]',0.263,0.339
'[12:00:00.912]',0.246,0.340
'[12:00:00.916]',0.240,0.350
'[12:00:00.920]',0.239,0.355
'[12:00:00.924]',0.235,0.367
'[12:00:00.928]',0.235,0.375
'[12:00:00.932]',0.231,0.383
'[12:00:00.936]',0.239,0.390
'[12:00:00.940]',0.241,0.400
'[12:00:00.944]',0.249,0.414
'[12:00:00.948]',0.253,0.415
'[12:00:00.952]',0.258,0.417
'[12:00:00.956]',0.263,0.414
'[12:00:00.960]',0.268,0.415
'[12:00:00.964]',0.275,0.419
'[12:00:00.968]',0.273,0.415
'[12:00:00.972]',0.280,0.411
'[12:00:00.976]',0.275,0.404
'[12:00:00.980]',0.276,0.405
'[12:00:00.984]',0.273,0.398
'[12:00:00.988]',0.269,0.381
'[12:00:00.992]',0.271,0.357
'[12:00:00.996]',0.265,0.341
'[12:00:01.000]',0.264,0.326
'[12:00:01.004]',0.251,0.309
'[12:00:01.008]',0.245,0.291
'[12:00:01.012]',0.236,0.265
'[12:00:01.016]',0.230,0.242
'[12:00:01.020]',0.220,0.215
'[12:00:01.024]',0.198,0.185
'[12:00:01.028]',0.185,0.155
'[12:00:01.032]',0.170,0.131
'[12:00:01.036]',0.152,0.113
'[12:00:01.040]',0.131,0.084
'[12:00:01.044]',0.115,0.060
'[12:00:01.048]',0.098,0.035
'[12:00:01.052]',0.077,0.016
'[12:00:01.056]',0.058,-0.003
'[12:00:01.060]',0.036,-0.020
'[12:00:01.064]',0.022,-0.033
'[12:00:01.068]',0.006,-0.052
'[12:00:01.072]',-0.013,-0.072
'[12:00:01.076]',-0.031,-0.092
'[12:00:01.080]',-0.048,-0.110
'[12:00:01.084]',-0.058,-0.117
'[12:00:01.088]',-0.072,-0.130
'[12:00:01.092]',-0.083,-0.138
'[12:00:01.096]',-0.092,-0.146
'[12:00:01.100]',-0.106,-0.151
'[12:00:01.104]',-0.116,-0.161
'[12:00:01.108]',-0.128,-0.174
'[12:00:01.112]',-0.131,-0.179
'[12:00:01.116]',-0.140,-0.188
'[12:00:01.120]',-0.146,-0.189
'[12:00:01.124]',-0.150,-0.199
'[12:00:01.128]',-0.155,-0.204
'[12:00:01.132]',-0.163,-0.209
'[12:00:01.136]',-0.171,-0.211
'[12:00:01.140]',-0.177,-0.210
'[12:00:01.144]',-0.186,-0.214
'[12:00:01.148]',-0.188,-0.209
'[12:00:01.152]',-0.190,-0.211
'[12:00:01.156]',-0.190,-0.212
'[12:00:01.160]',-0.195,-0.223
'[12:00:01.164]',-0.196,-0.228
'[12:00:01.168]',-0.195,-0.229
'[12:00:01.172]',-0.196,-0.230
'[12:00:01.176]',-0.195,-0.230
'[12:00:01.180]',-0.196,-0.233
'[12:00:01.184]',-0.193,-0.230
'[12:00:01.188]',-0.195,-0.231
'[12:00:01.192]',-0.205,-0.228
'[12:00:01.196]',-0.207,-0.230
'[12:00:01.200]',-0.207,-0.233
'[12:00:01.204]',-0.206,-0.229
'[12:00:01.208]',-0.211,-0.230
'[12:00:01.212]',-0.215,-0.230
'[12:00:01.216]',-0.216,-0.235
'[12:00:01.220]',-0.214,-0.239
'[12:00:01.224]',-0.214,-0.273
'[12:00:01.228]',-0.212,-0.391
'[12:00:01.232]',-0.217,-0.540
'[12:00:01.236]',-0.221,-0.275
'[12:00:01.240]',-0.221,0.495
'[12:00:01.244]',-0.224,1.188
'[12:00:01.248]',-0.225,1.349
'[12:00:01.252]',-0.240,1.140
'[12:00:01.256]',-0.302,0.902
'[12:00:01.260]',-0.458,0.740
'[12:00:01.264]',-0.601,0.588
'[12:00:01.268]',-0.306,0.420
'[12:00:01.272]',0.404,0.233
'[12:00:01.276]',0.924,0.031
'[12:00:01.280]',0.999,-0.184
'[12:00:01.284]',0.859,-0.401
'[12:00:01.288]',0.718,-0.618
'[12:00:01.292]',0.595,-0.804
'[12:00:01.296]',0.468,-0.956
'[12:00:01.300]',0.325,-1.099
'[12:00:01.304]',0.164,-1.205
'[12:00:01.308]',-0.020,-1.306
'[12:00:01.312]',-0.206,-1.359
'[12:00:01.316]',-0.409,-1.429
'[12:00:01.320]',-0.603,-1.450
'[12:00:01.324]',-0.779,-1.480
'[12:00:01.328]',-0.944,-1.490
'[12:00:01.332]',-1.064,-1.496
'[12:00:01.336]',-1.192,-1.519
'[12:00:01.340]',-1.261,-1.499
'[12:00:01.344]',-1.346,-1.514
'[12:00:01.348]',-1.386,-1.488
'[12:00:01.352]',-1.438,-1.504
'[12:00:01.356]',-1.464,-1.480
'[12:00:01.360]',-1.466,-1.460
'[12:00:01.364]',-1.486,-1.420
'[12:00:01.368]',-1.468,-1.344
'[12:00:01.372]',-1.486,-1.265
'[12:00:01.376]',-1.465,-1.129
'[12:00:01.380]',-1.484,-1.020
'[12:00:01.384]',-1.480,-0.876
'[12:00:01.388]',-1.464,-0.749
'[12:00:01.392]',-1.433,-0.609
'[12:00:01.396]',-1.354,-0.477
'[12:00:01.400]',-1.289,-0.354
'[12:00:01.404]',-1.164,-0.228
'[12:00:01.408]',-1.062,-0.113
'[12:00:01.412]',-0.932,0.011
'[12:00:01.416]',-0.815,0.133
'[12:00:01.420]',-0.693,0.244
'[12:00:01.424]',-0.565,0.349
'[12:00:01.428]',-0.456,0.421
'[12:00:01.432]',-0.339,0.465
'[12:00:01.436]',-0.237,0.489
'[12:00:01.440]',-0.130,0.495
'[12:00:01.444]',-0.031,0.514
'[12:00:01.448]',0.066,0.520
'[12:00:01.452]',0.158,0.542
'[12:00:01.456]',0.235,0.544
'[12:00:01.460]',0.294,0.549
'[12:00:01.464]',0.333,0.552
'[12:00:01.468]',0.349,0.570
'[12:00:01.472]',0.364,0.588
'[12:00:01.476]',0.367,0.594
'[12:00:01.480]',0.379,0.618
'[12:00:01.484]',0.386,0.639
'[12:00:01.488]',0.394,0.679
'[12:00:01.492]',0.400,0.709
'[12:00:01.496]',0.403,0.750
'[12:00:01.500]',0.415,0.785
'[12:00:01.504]',0.414,0.818
'[12:00:01.508]',0.421,0.849
'[12:00:01.512]',0.429,0.873
'[12:00:01.516]',0.446,0.910
'[12:00:01.520]',0.471,0.939
'[12:00:01.524]',0.497,0.976
'[12:00:01.528]',0.535,1.002
'[12:00:01.532]',0.561,1.035
'[12:00:01.536]',0.598,1.073
'[12:00:01.540]',0.618,1.104
'[12:00:01.544]',0.644,1.143
'[12:00:01.548]',0.664,1.170
'[12:00:01.552]',0.688,1.208
'[12:00:01.556]',0.713,1.221
'[12:00:01.560]',0.730,1.235
'[12:00:01.564]',0.764,1.251
'[12:00:01.568]',0.780,1.249
'[12:00:01.572]',0.812,1.238
'[12:00:01.576]',0.826,1.206
'[12:00:01.580]',0.851,1.196
'[12:00:01.584]',0.870,1.177
'[12:00:01.588]',0.889,1.174
'[12:00:01.592]',0.915,1.166
'[12:00:01.596]',0.920,1.161
'[12:00:01.600]',0.929,1.169
'[12:00:01.604]',0.909,1.159
'[12:00:01.608]',0.899,1.160
'[12:00:01.612]',0.880,1.141
'[12:00:01.616]',0.877,1.153
'[12:00:01.620]',0.874,1.145
'[12:00:01.624]',0.855,1.139
'[12:00:01.628]',0.853,1.124
'[12:00:01.632]',0.833,1.096
'[12:00:01.636]',0.834,1.079
'[12:00:01.640]',0.815,1.040
'[12:00:01.644]',0.814,1.021
'[12:00:01.648]',0.809,0.973
'[12:00:01.652]',0.807,0.941
'[12:00:01.656]',0.804,0.896
'[12:00:01.660]',0.784,0.859
'[12:00:01.664]',0.775,0.819
'[12:00:01.668]',0.745,0.769
'[12:00:01.672]',0.738,0.735
'[12:00:01.676]',0.701,0.677
'[12:00:01.680]',0.677,0.641
'[12:00:01.684]',0.645,0.590
'[12:00:01.688]',0.608,0.565
'[12:00:01.692]',0.573,0.531
'[12:00:01.696]',0.525,0.502
'[12:00:01.700]',0.496,0.477
'[12:00:01.704]',0.454,0.446
'[12:00:01.708]',0.426,0.427
'[12:00:01.712]',0.389,0.395
'[12:00:01.716]',0.357,0.380
'[12:00:01.720]',0.330,0.356
'[12:00:01.724]',0.301,0.347
'[12:00:01.728]',0.280,0.329
'[12:00:01.732]',0.253,0.318
'[12:00:01.736]',0.237,0.310
'[12:00:01.740]',0.216,0.301
'[12:00:01.744]',0.203,0.296
'[12:00:01.748]',0.188,0.284
'[12:00:01.752]',0.177,0.281
'[12:00:01.756]',0.168,0.276
'[12:00:01.760]',0.159,0.278
'[12:00:01.764]',0.158,0.270
'[12:00:01.768]',0.152,0.264
'[12:00:01.772]',0.156,0.265
'[12:00:01.776]',0.149,0.263
'[12:00:01.780]',0.147,0.259
'[12:00:01.784]',0.145,0.247
'[12:00:01.788]',0.146,0.244
'[12:00:01.792]',0.144,0.241
'[12:00:01.796]',0.139,0.239
'[12:00:01.800]',0.142,0.231
'[12:00:01.804]',0.144,0.225
'[12:00:01.808]',0.145,0.223
'[12:00:01.812]',0.141,0.215
'[12:00:01.816]',0.139,0.209
'[12:00:01.820]',0.139,0.195
'[12:00:01.824]',0.138,0.189
'[12:00:01.828]',0.136,0.182
'[12:00:01.832]',0.124,0.171
'[12:00:01.836]',0.122,0.158
'[12:00:01.840]',0.120,0.147
'[12:00:01.844]',0.120,0.142
'[12:00:01.848]',0.114,0.130
'[12:00:01.852]',0.110,0.116
'[12:00:01.856]',0.111,0.101
'[12:00:01.860]',0.101,0.092
'[12:00:01.864]',0.094,0.081
'[12:00:01.868]',0.081,0.069
'[12:00:01.872]',0.072,0.058
'[12:00:01.876]',0.065,0.046
'[12:00:01.880]',0.059,0.036
'[12:00:01.884]',0.050,0.024
'[12:00:01.888]',0.039,0.010
'[12:00:01.892]',0.033,-0.001
'[12:00:01.896]',0.020,-0.009
'[12:00:01.900]',0.011,-0.018
'[12:00:01.904]',-0.003,-0.031
'[12:00:01.908]',-0.011,-0.041
'[12:00:01.912]',-0.021,-0.049
'[12:00:01.916]',-0.031,-0.060
'[12:00:01.920]',-0.041,-0.070
'[12:00:01.924]',-0.051,-0.081
'[12:00:01.928]',-0.056,-0.089
'[12:00:01.932]',-0.065,-0.098
'[12:00:01.936]',-0.076,-0.106
'[12:00:01.940]',-0.084,-0.116
'[12:00:01.944]',-0.090,-0.126
'[12:00:01.948]',-0.095,-0.131
'[12:00:01.952]',-0.106,-0.142
'[12:00:01.956]',-0.114,-0.146
'[12:00:01.960]',-0.117,-0.151
'[12:00:01.964]',-0.122,-0.151
'[12:00:01.968]',-0.130,-0.158
'[12:00:01.972]',-0.134,-0.165
'[12:00:01.976]',-0.136,-0.168
'[12:00:01.980]',-0.146,-0.175
'[12:00:01.984]',-0.154,-0.176
'[12:00:01.988]',-0.163,-0.184
'[12:00:01.992]',-0.163,-0.185
'[12:00:01.996]',-0.165,-0.193
'[12:00:02.000]',-0.170,-0.194
'[12:00:02.004]',-0.175,-0.196
'[12:00:02.008]',-0.181,-0.201
'[12:00:02.012]',-0.180,-0.205
'[12:00:02.016]',-0.186,-0.211
'[12:00:02.020]',-0.189,-0.210
'[12:00:02.024]',-0.193,-0.219
'[12:00:02.028]',-0.199,-0.219
'[12:00:02.032]',-0.200,-0.221
'[12:00:02.036]',-0.203,-0.223
'[12:00:02.040]',-0.205,-0.224
'[12:00:02.044]',-0.211,-0.226
'[12:00:02.048]',-0.212,-0.223
'[12:00:02.052]',-0.215,-0.226
'[12:00:02.056]',-0.217,-0.226
'[12:00:02.060]',-0.220,-0.240
'[12:00:02.064]',-0.219,-0.260
'[12:00:02.068]',-0.220,-0.341
'[12:00:02.072]',-0.225,-0.510
'[12:00:02.076]',-0.226,-0.436
'[12:00:02.080]',-0.228,0.207
'[12:00:02.084]',-0.230,1.012
'[12:00:02.088]',-0.231,1.364
'[12:00:02.092]',-0.242,1.214
'[12:00:02.096]',-0.271,0.979
'[12:00:02.100]',-0.389,0.794
'[12:00:02.104]',-0.571,0.640
'[12:00:02.108]',-0.476,0.479
'[12:00:02.112]',0.131,0.289
'[12:00:02.116]',0.751,0.086
'[12:00:02.120]',1.010,-0.136
'[12:00:02.124]',0.925,-0.367
'[12:00:02.128]',0.771,-0.590
'[12:00:02.132]',0.630,-0.779
'[12:00:02.136]',0.510,-0.945
'[12:00:02.140]',0.370,-1.079
'[12:00:02.144]',0.211,-1.216
'[12:00:02.148]',0.031,-1.308
'[12:00:02.152]',-0.160,-1.397
'[12:00:02.156]',-0.360,-1.444
'[12:00:02.160]',-0.555,-1.490
'[12:00:02.164]',-0.741,-1.525
'[12:00:02.168]',-0.875,-1.542
'[12:00:02.172]',-1.020,-1.573
'[12:00:02.176]',-1.123,-1.562
'[12:00:02.180]',-1.230,-1.583
'[12:00:02.184]',-1.298,-1.559
'[12:00:02.188]',-1.367,-1.562
'[12:00:02.192]',-1.431,-1.552
'[12:00:02.196]',-1.452,-1.550
'[12:00:02.200]',-1.490,-1.546
'[12:00:02.204]',-1.485,-1.506
'[12:00:02.208]',-1.511,-1.478
'[12:00:02.212]',-1.499,-1.380
'[12:00:02.216]',-1.510,-1.298
'[12:00:02.220]',-1.509,-1.159
'[12:00:02.224]',-1.502,-1.025
'[12:00:02.228]',-1.510,-0.873
'[12:00:02.232]',-1.471,-0.728
'[12:00:02.236]',-1.459,-0.599
'[12:00:02.240]',-1.386,-0.463
'[12:00:02.244]',-1.323,-0.340
'[12:00:02.248]',-1.211,-0.210
'[12:00:02.252]',-1.086,-0.086
'[12:00:02.256]',-0.951,0.033
'[12:00:02.260]',-0.797,0.154
'[12:00:02.264]',-0.671,0.256
'[12:00:02.268]',-0.536,0.333
'[12:00:02.272]',-0.425,0.376
'[12:00:02.276]',-0.307,0.390
'[12:00:02.280]',-0.204,0.405
'[12:00:02.284]',-0.100,0.409
'[12:00:02.288]',0.003,0.427
'[12:00:02.292]',0.095,0.436
'[12:00:02.296]',0.172,0.448
'[12:00:02.300]',0.226,0.458
'[12:00:02.304]',0.253,0.468
'[12:00:02.308]',0.275,0.486
'[12:00:02.312]',0.282,0.494
'[12:00:02.316]',0.292,0.515
'[12:00:02.320]',0.300,0.525
'[12:00:02.324]',0.310,0.549
'[12:00:02.328]',0.318,0.557
'[12:00:02.332]',0.324,0.571
'[12:00:02.336]',0.340,0.589
'[12:00:02.340]',0.347,0.610
'[12:00:02.344]',0.359,0.636
'[12:00:02.348]',0.365,0.650
'[12:00:02.352]',0.375,0.680
'[12:00:02.356]',0.388,0.700
'[12:00:02.360]',0.400,0.731
'[12:00:02.364]',0.419,0.745
'[12:00:02.368]',0.427,0.764
'[12:00:02.372]',0.451,0.790
'[12:00:02.376]',0.463,0.815
'[12:00:02.380]',0.481,0.845
'[12:00:02.384]',0.495,0.864
'[12:00:02.388]',0.514,0.892
'[12:00:02.392]',0.535,0.910
'[12:00:02.396]',0.549,0.935
'[12:00:02.400]',0.574,0.960
'[12:00:02.404]',0.588,0.984
'[12:00:02.408]',0.613,1.022
'[12:00:02.412]',0.625,1.051
'[12:00:02.416]',0.645,1.084
'[12:00:02.420]',0.665,1.100
'[12:00:02.424]',0.688,1.125
'[12:00:02.428]',0.720,1.157
'[12:00:02.432]',0.728,1.179
'[12:00:02.436]',0.756,1.208
'[12:00:02.440]',0.767,1.221
'[12:00:02.444]',0.796,1.248
'[12:00:02.448]',0.812,1.249
'[12:00:02.452]',0.838,1.258
'[12:00:02.456]',0.868,1.246
'[12:00:02.460]',0.881,1.242
'[12:00:02.464]',0.910,1.236
'[12:00:02.468]',0.914,1.221
'[12:00:02.472]',0.934,1.218
'[12:00:02.476]',0.934,1.186
'[12:00:02.480]',0.949,1.173
'[12:00:02.484]',0.951,1.123
'[12:00:02.488]',0.945,1.084
'[12:00:02.492]',0.948,1.034
'[12:00:02.496]',0.934,0.991
'[12:00:02.500]',0.926,0.949
'[12:00:02.504]',0.895,0.892
'[12:00:02.508]',0.885,0.856
'[12:00:02.512]',0.856,0.801
'[12:00:02.516]',0.836,0.770
'[12:00:02.520]',0.809,0.719
'[12:00:02.524]',0.772,0.684
'[12:00:02.528]',0.744,0.650
'[12:00:02.532]',0.695,0.619
'[12:00:02.536]',0.662,0.595
'[12:00:02.540]',0.611,0.560
'[12:00:02.544]',0.585,0.550
'[12:00:02.548]',0.545,0.521
'[12:00:02.552]',0.509,0.515
'[12:00:02.556]',0.474,0.496
'[12:00:02.560]',0.439,0.494
'[12:00:02.564]',0.416,0.487
'[12:00:02.568]',0.383,0.480
'[12:00:02.572]',0.367,0.479
'[12:00:02.576]',0.350,0.472
'[12:00:02.580]',0.335,0.481
'[12:00:02.584]',0.319,0.477
'[12:00:02.588]',0.306,0.492
'[12:00:02.592]',0.302,0.510
'[12:00:02.596]',0.294,0.539
'[12:00:02.600]',0.295,0.561
'[12:00:02.604]',0.289,0.576
'[12:00:02.608]',0.295,0.595
'[12:00:02.612]',0.297,0.601
'[12:00:02.616]',0.304,0.615
'[12:00:02.620]',0.310,0.605
'[12:00:02.624]',0.325,0.608
'[12:00:02.628]',0.349,0.600
'[12:00:02.632]',0.367,0.596
'[12:00:02.636]',0.389,0.585
'[12:00:02.640]',0.395,0.574
'[12:00:02.644]',0.406,0.570
'[12:00:02.648]',0.405,0.557
'[12:00:02.652]',0.400,0.542
'[12:00:02.656]',0.398,0.509
'[12:00:02.660]',0.394,0.481
'[12:00:02.664]',0.395,0.449
'[12:00:02.668]',0.379,0.415
'[12:00:02.672]',0.372,0.372
'[12:00:02.676]',0.360,0.318
'[12:00:02.680]',0.354,0.266
'[12:00:02.684]',0.334,0.210
'[12:00:02.688]',0.311,0.155
'[12:00:02.692]',0.292,0.099
'[12:00:02.696]',0.265,0.051
'[12:00:02.700]',0.241,0.005
'[12:00:02.704]',0.204,-0.043
'[12:00:02.708]',0.161,-0.091
'[12:00:02.712]',0.116,-0.135
'[12:00:02.716]',0.072,-0.169
'[12:00:02.720]',0.026,-0.193
'[12:00:02.724]',-0.015,-0.216
'[12:00:02.728]',-0.054,-0.237
'[12:00:02.732]',-0.091,-0.258
'[12:00:02.736]',-0.133,-0.280
'[12:00:02.740]',-0.168,-0.301
'[12:00:02.744]',-0.199,-0.323
'[12:00:02.748]',-0.219,-0.333
'[12:00:02.752]',-0.236,-0.352
'[12:00:02.756]',-0.254,-0.365
'[12:00:02.760]',-0.271,-0.381
'[12:00:02.764]',-0.286,-0.391
'[12:00:02.768]',-0.297,-0.400
'[12:00:02.772]',-0.314,-0.415
'[12:00:02.776]',-0.321,-0.416
'[12:00:02.780]',-0.334,-0.427
'[12:00:02.784]',-0.338,-0.429
'[12:00:02.788]',-0.351,-0.441
'[12:00:02.792]',-0.361,-0.444
'[12:00:02.796]',-0.365,-0.451
