'Time','ECG','ECG'
'[10:15:00.800]',-0.185,-0.286
'[10:15:00.804]',-0.128,-0.297
'[10:15:00.808]',-0.031,-0.286
'[10:15:00.812]',0.099,-0.247
'[10:15:00.816]',0.250,-0.181
'[10:15:00.820]',0.379,-0.106
'[10:15:00.824]',0.479,-0.031
'[10:15:00.828]',0.525,0.033
'[10:15:00.832]',0.566,0.081
'[10:15:00.836]',0.584,0.106
'[10:15:00.840]',0.560,0.120
'[10:15:00.844]',0.468,0.126
'[10:15:00.848]',0.331,0.134
'[10:15:00.852]',0.194,0.144
'[10:15:00.856]',0.085,0.154
'[10:15:00.860]',0.016,0.166
'[10:15:00.864]',-0.026,0.176
'[10:15:00.868]',-0.052,0.188
'[10:15:00.872]',-0.086,0.190
'[10:15:00.876]',-0.134,0.194
'[10:15:00.880]',-0.171,0.194
'[10:15:00.884]',-0.200,0.193
'[10:15:00.888]',-0.215,0.193
'[10:15:00.892]',-0.225,0.195
'[10:15:00.896]',-0.242,0.203
'[10:15:00.900]',-0.245,0.203
'[10:15:00.904]',-0.249,0.210
'[10:15:00.908]',-0.242,0.211
'[10:15:00.912]',-0.241,0.216
'[10:15:00.916]',-0.236,0.214
'[10:15:00.920]',-0.236,0.216
'[10:15:00.924]',-0.239,0.220
'[10:15:00.928]',-0.229,0.220
'[10:15:00.932]',-0.217,0.225
'[10:15:00.936]',-0.200,0.221
'[10:15:00.940]',-0.198,0.224
'[10:15:00.944]',-0.198,0.219
'[10:15:00.948]',-0.196,0.225
'[10:15:00.952]',-0.196,0.225
'[10:15:00.956]',-0.198,0.225
'[10:15:00.960]',-0.203,0.228
'[10:15:00.964]',-0.204,0.229
'[10:15:00.968]',-0.209,0.235
'[10:15:00.972]',-0.210,0.233
'[10:15:00.976]',-0.214,0.239
'[10:15:00.980]',-0.212,0.236
'[10:15:00.984]',-0.212,0.242
'[10:15:00.988]',-0.216,0.242
'[10:15:00.992]',-0.215,0.244
'[10:15:00.996]',-0.212,0.244
'[10:15:01.000]',-0.211,0.240
'[10:15:01.004]',-0.217,0.241
'[10:15:01.008]',-0.217,0.239
'[10:15:01.012]',-0.211,0.240
'[10:15:01.016]',-0.205,0.234
'[10:15:01.020]',-0.199,0.231
'[10:15:01.024]',-0.194,0.226
'[10:15:01.028]',-0.186,0.225
'[10:15:01.032]',-0.174,0.223
'[10:15:01.036]',-0.158,0.219
'[10:15:01.040]',-0.150,0.221
'[10:15:01.044]',-0.146,0.216
'[10:15:01.048]',-0.140,0.217
'[10:15:01.052]',-0.124,0.210
'[10:15:01.056]',-0.102,0.206
'[10:15:01.060]',-0.087,0.200
'[10:15:01.064]',-0.079,0.195
'[10:15:01.068]',-0.066,0.191
'[10:15:01.072]',-0.050,0.190
'[10:15:01.076]',-0.037,0.190
'[10:15:01.080]',-0.026,0.182
'[10:15:01.084]',-0.016,0.177
'[10:15:01.088]',0.001,0.171
'[10:15:01.092]',0.011,0.170
'[10:15:01.096]',0.025,0.166
'[10:15:01.100]',0.031,0.161
'[10:15:01.104]',0.039,0.160
'[10:15:01.108]',0.041,0.155
'[10:15:01.112]',0.048,0.150
'[10:15:01.116]',0.058,0.147
'[10:15:01.120]',0.060,0.145
'[10:15:01.124]',0.065,0.142
'[10:15:01.128]',0.064,0.138
'[10:15:01.132]',0.062,0.135
'[10:15:01.136]',0.061,0.125
'[10:15:01.140]',0.065,0.120
'[10:15:01.144]',0.062,0.113
'[10:15:01.148]',0.059,0.110
'[10:15:01.152]',0.058,0.105
'[10:15:01.156]',0.055,0.102
'[10:15:01.160]',0.056,0.102
'[10:15:01.164]',0.054,0.099
'[10:15:01.168]',0.052,0.098
'[10:15:01.172]',0.049,0.095
'[10:15:01.176]',0.049,0.095
'[10:15:01.180]',0.050,0.095
'[10:15:01.184]',0.043,0.098
'[10:15:01.188]',0.039,0.104
'[10:15:01.192]',0.035,0.107
'[10:15:01.196]',0.035,0.114
'[10:15:01.200]',0.033,0.110
'[10:15:01.204]',0.033,0.113
'[10:15:01.208]',0.037,0.111
'[10:15:01.212]',0.033,0.114
'[10:15:01.216]',0.033,0.114
'[10:15:01.220]',0.033,0.117
'[10:15:01.224]',0.035,0.119
'[10:15:01.228]',0.036,0.119
'[10:15:01.232]',0.040,0.121
'[10:15:01.236]',0.044,0.120
'[10:15:01.240]',0.051,0.120
'[10:15:01.244]',0.054,0.113
'[10:15:01.248]',0.055,0.106
'[10:15:01.252]',0.064,0.096
'[10:15:01.256]',0.074,0.086
'[10:15:01.260]',0.084,0.081
'[10:15:01.264]',0.092,0.079
'[10:15:01.268]',0.105,0.076
'[10:15:01.272]',0.113,0.070
'[10:15:01.276]',0.116,0.065
'[10:15:01.280]',0.120,0.056
'[10:15:01.284]',0.128,0.048
'[10:15:01.288]',0.131,0.035
'[10:15:01.292]',0.128,0.028
'[10:15:01.296]',0.133,0.028
'[10:15:01.300]',0.138,0.033
'[10:15:01.304]',0.145,0.034
'[10:15:01.308]',0.145,0.035
'[10:15:01.312]',0.146,0.035
'[10:15:01.316]',0.150,0.036
'[10:15:01.320]',0.151,0.036
'[10:15:01.324]',0.150,0.043
'[10:15:01.328]',0.139,0.045
'[10:15:01.332]',0.128,0.045
'[10:15:01.336]',0.106,0.043
'[10:15:01.340]',0.095,0.041
'[10:15:01.344]',0.080,0.040
'[10:15:01.348]',0.070,0.037
'[10:15:01.352]',0.068,0.036
'[10:15:01.356]',0.070,0.037
'[10:15:01.360]',0.074,0.039
'[10:15:01.364]',0.070,0.039
'[10:15:01.368]',0.065,0.036
'[10:15:01.372]',0.060,0.035
'[10:15:01.376]',0.064,0.035
'[10:15:01.380]',0.070,0.028
'[10:15:01.384]',0.065,0.001
'[10:15:01.388]',0.056,-0.046
'[10:15:01.392]',0.048,-0.109
'[10:15:01.396]',0.051,-0.185
'[10:15:01.400]',0.044,-0.261
'[10:15:01.404]',0.037,-0.335
'[10:15:01.408]',0.048,-0.385
'[10:15:01.412]',0.079,-0.416
'[10:15:01.416]',0.138,-0.424
'[10:15:01.420]',0.221,-0.416
'[10:15:01.424]',0.350,-0.381
'[10:15:01.428]',0.464,-0.315
'[10:15:01.432]',0.589,-0.235
'[10:15:01.436]',0.674,-0.164
'[10:15:01.440]',0.740,-0.107
'[10:15:01.444]',0.780,-0.061
'[10:15:01.448]',0.814,-0.031
'[10:15:01.452]',0.816,-0.019
'[10:15:01.456]',0.735,-0.016
'[10:15:01.460]',0.614,-0.011
'[10:15:01.464]',0.465,-0.005
'[10:15:01.468]',0.333,0.010
'[10:15:01.472]',0.237,0.020
'[10:15:01.476]',0.184,0.030
'[10:15:01.480]',0.147,0.040
'[10:15:01.484]',0.101,0.049
'[10:15:01.488]',0.051,0.055
'[10:15:01.492]',0.004,0.056
'[10:15:01.496]',-0.030,0.060
'[10:15:01.500]',-0.034,0.058
'[10:15:01.504]',-0.022,0.061
'[10:15:01.508]',-0.030,0.065
'[10:15:01.512]',-0.072,0.069
'[10:15:01.516]',-0.100,0.069
'[10:15:01.520]',-0.101,0.070
'[10:15:01.524]',-0.095,0.071
'[10:15:01.528]',-0.090,0.072
'[10:15:01.532]',-0.087,0.077
'[10:15:01.536]',-0.086,0.081
'[10:15:01.540]',-0.099,0.086
'[10:15:01.544]',-0.110,0.087
'[10:15:01.548]',-0.119,0.092
'[10:15:01.552]',-0.120,0.098
'[10:15:01.556]',-0.114,0.095
'[10:15:01.560]',-0.105,0.094
'[10:15:01.564]',-0.096,0.094
'[10:15:01.568]',-0.091,0.100
'[10:15:01.572]',-0.095,0.100
'[10:15:01.576]',-0.110,0.105
'[10:15:01.580]',-0.106,0.104
'[10:15:01.584]',-0.098,0.101
'[10:15:01.588]',-0.092,0.098
'[10:15:01.592]',-0.086,0.094
'[10:15:01.596]',-0.079,0.090
'[10:15:01.600]',-0.076,0.090
'[10:15:01.604]',-0.085,0.092
'[10:15:01.608]',-0.083,0.094
'[10:15:01.612]',-0.076,0.095
'[10:15:01.616]',-0.066,0.091
'[10:15:01.620]',-0.068,0.087
'[10:15:01.624]',-0.074,0.089
'[10:15:01.628]',-0.074,0.089
'[10:15:01.632]',-0.061,0.084
'[10:15:01.636]',-0.052,0.079
'[10:15:01.640]',-0.050,0.076
'[10:15:01.644]',-0.036,0.075
'[10:15:01.648]',-0.025,0.077
'[10:15:01.652]',-0.024,0.079
'[10:15:01.656]',-0.020,0.079
'[10:15:01.660]',-0.001,0.072
'[10:15:01.664]',0.031,0.072
'[10:15:01.668]',0.072,0.074
'[10:15:01.672]',0.100,0.070
'[10:15:01.676]',0.105,0.065
'[10:15:01.680]',0.110,0.059
'[10:15:01.684]',0.124,0.050
'[10:15:01.688]',0.145,0.040
'[10:15:01.692]',0.155,0.033
'[10:15:01.696]',0.168,0.024
'[10:15:01.700]',0.174,0.015
'[10:15:01.704]',0.190,0.009
'[10:15:01.708]',0.216,0.007
'[10:15:01.712]',0.244,0.004
'[10:15:01.716]',0.261,0.003
'[10:15:01.720]',0.254,0.001
'[10:15:01.724]',0.255,0.000
'[10:15:01.728]',0.258,0.000
'[10:15:01.732]',0.273,-0.001
'[10:15:01.736]',0.275,-0.001
'[10:15:01.740]',0.286,0.001
'[10:15:01.744]',0.305,0.003
'[10:15:01.748]',0.319,-0.001
'[10:15:01.752]',0.320,-0.007
'[10:15:01.756]',0.305,-0.013
'[10:15:01.760]',0.304,-0.010
'[10:15:01.764]',0.294,-0.011
'[10:15:01.768]',0.289,-0.009
'[10:15:01.772]',0.282,-0.005
'[10:15:01.776]',0.290,-0.004
'[10:15:01.780]',0.291,-0.005
'[10:15:01.784]',0.280,0.000
'[10:15:01.788]',0.271,0.010
'[10:15:01.792]',0.260,0.015
'[10:15:01.796]',0.266,0.015
'[10:15:01.800]',0.275,0.010
'[10:15:01.804]',0.287,0.009
'[10:15:01.808]',0.291,0.007
'[10:15:01.812]',0.278,0.006
'[10:15:01.816]',0.271,0.005
'[10:15:01.820]',0.280,0.006
'[10:15:01.824]',0.291,0.011
'[10:15:01.828]',0.278,0.018
'[10:15:01.832]',0.271,0.022
'[10:15:01.836]',0.263,0.022
'[10:15:01.840]',0.259,0.020
'[10:15:01.844]',0.258,0.015
'[10:15:01.848]',0.264,0.007
'[10:15:01.852]',0.270,0.004
'[10:15:01.856]',0.271,-0.006
'[10:15:01.860]',0.285,-0.015
'[10:15:01.864]',0.299,-0.022
'[10:15:01.868]',0.318,-0.030
'[10:15:01.872]',0.318,-0.035
'[10:15:01.876]',0.325,-0.039
'[10:15:01.880]',0.324,-0.037
'[10:15:01.884]',0.319,-0.043
'[10:15:01.888]',0.328,-0.050
'[10:15:01.892]',0.333,-0.059
'[10:15:01.896]',0.340,-0.060
'[10:15:01.900]',0.339,-0.058
'[10:15:01.904]',0.345,-0.058
'[10:15:01.908]',0.347,-0.054
'[10:15:01.912]',0.346,-0.050
'[10:15:01.916]',0.340,-0.045
'[10:15:01.920]',0.333,-0.043
'[10:15:01.924]',0.336,-0.036
'[10:15:01.928]',0.331,-0.030
'[10:15:01.932]',0.345,-0.031
'[10:15:01.936]',0.346,-0.033
'[10:15:01.940]',0.339,-0.031
'[10:15:01.944]',0.304,-0.028
'[10:15:01.948]',0.268,-0.029
'[10:15:01.952]',0.244,-0.033
'[10:15:01.956]',0.235,-0.036
'[10:15:01.960]',0.247,-0.041
'[10:15:01.964]',0.249,-0.041
'[10:15:01.968]',0.250,-0.043
'[10:15:01.972]',0.240,-0.049
'[10:15:01.976]',0.242,-0.055
'[10:15:01.980]',0.247,-0.056
'[10:15:01.984]',0.250,-0.058
'[10:15:01.988]',0.259,-0.071
'[10:15:01.992]',0.261,-0.109
'[10:15:01.996]',0.274,-0.168
'[10:15:02.000]',0.259,-0.239
'[10:15:02.004]',0.235,-0.325
'[10:15:02.008]',0.214,-0.401
'[10:15:02.012]',0.212,-0.479
'[10:15:02.016]',0.221,-0.530
'[10:15:02.020]',0.240,-0.559
'[10:15:02.024]',0.306,-0.575
'[10:15:02.028]',0.384,-0.571
'[10:15:02.032]',0.484,-0.550
'[10:15:02.036]',0.579,-0.482
'[10:15:02.040]',0.696,-0.400
'[10:15:02.044]',0.782,-0.311
'[10:15:02.048]',0.835,-0.242
'[10:15:02.052]',0.894,-0.191
'[10:15:02.056]',0.936,-0.152
'[10:15:02.060]',0.969,-0.126
'[10:15:02.064]',0.905,-0.119
'[10:15:02.068]',0.780,-0.115
'[10:15:02.072]',0.615,-0.102
'[10:15:02.076]',0.471,-0.091
'[10:15:02.080]',0.381,-0.080
'[10:15:02.084]',0.324,-0.066
'[10:15:02.088]',0.285,-0.046
'[10:15:02.092]',0.230,-0.036
'[10:15:02.096]',0.172,-0.029
'[10:15:02.100]',0.119,-0.025
'[10:15:02.104]',0.098,-0.020
'[10:15:02.108]',0.087,-0.015
'[10:15:02.112]',0.070,-0.014
'[10:15:02.116]',0.044,-0.013
'[10:15:02.120]',0.000,-0.011
'[10:15:02.124]',-0.039,-0.004
'[10:15:02.128]',-0.059,0.004
'[10:15:02.132]',-0.040,0.007
'[10:15:02.136]',-0.003,0.005
'[10:15:02.140]',0.006,-0.007
'[10:15:02.144]',-0.024,-0.018
'[10:15:02.148]',-0.062,-0.026
'[10:15:02.152]',-0.087,-0.030
'[10:15:02.156]',-0.096,-0.031
'[10:15:02.160]',-0.098,-0.030
'[10:15:02.164]',-0.101,-0.029
'[10:15:02.168]',-0.110,-0.033
'[10:15:02.172]',-0.119,-0.037
'[10:15:02.176]',-0.133,-0.039
'[10:15:02.180]',-0.149,-0.035
'[10:15:02.184]',-0.172,-0.034
'[10:15:02.188]',-0.193,-0.033
'[10:15:02.192]',-0.206,-0.033
'[10:15:02.196]',-0.214,-0.034
'[10:15:02.200]',-0.209,-0.034
'[10:15:02.204]',-0.196,-0.035
'[10:15:02.208]',-0.186,-0.035
'[10:15:02.212]',-0.210,-0.035
'[10:15:02.216]',-0.269,-0.035
'[10:15:02.220]',-0.311,-0.035
'[10:15:02.224]',-0.311,-0.034
'[10:15:02.228]',-0.296,-0.035
'[10:15:02.232]',-0.290,-0.037
'[10:15:02.236]',-0.289,-0.036
'[10:15:02.240]',-0.299,-0.041
'[10:15:02.244]',-0.311,-0.049
'[10:15:02.248]',-0.309,-0.052
'[10:15:02.252]',-0.284,-0.050
'[10:15:02.256]',-0.275,-0.050
'[10:15:02.260]',-0.292,-0.056
'[10:15:02.264]',-0.304,-0.062
'[10:15:02.268]',-0.315,-0.066
'[10:15:02.272]',-0.328,-0.068
'[10:15:02.276]',-0.335,-0.070
'[10:15:02.280]',-0.326,-0.074
'[10:15:02.284]',-0.319,-0.085
'[10:15:02.288]',-0.315,-0.089
'[10:15:02.292]',-0.314,-0.092
'[10:15:02.296]',-0.320,-0.094
'[10:15:02.300]',-0.306,-0.096
'[10:15:02.304]',-0.284,-0.101
'[10:15:02.308]',-0.263,-0.099
'[10:15:02.312]',-0.250,-0.094
'[10:15:02.316]',-0.250,-0.090
'[10:15:02.320]',-0.255,-0.096
'[10:15:02.324]',-0.242,-0.100
'[10:15:02.328]',-0.212,-0.104
'[10:15:02.332]',-0.204,-0.105
'[10:15:02.336]',-0.226,-0.099
'[10:15:02.340]',-0.265,-0.094
'[10:15:02.344]',-0.273,-0.091
'[10:15:02.348]',-0.256,-0.092
'[10:15:02.352]',-0.233,-0.095
'[10:15:02.356]',-0.223,-0.098
'[10:15:02.360]',-0.240,-0.096
'[10:15:02.364]',-0.265,-0.092
'[10:15:02.368]',-0.275,-0.090
'[10:15:02.372]',-0.258,-0.086
'[10:15:02.376]',-0.247,-0.087
'[10:15:02.380]',-0.241,-0.085
'[10:15:02.384]',-0.250,-0.086
'[10:15:02.388]',-0.263,-0.084
'[10:15:02.392]',-0.269,-0.085
'[10:15:02.396]',-0.279,-0.084
'[10:15:02.400]',-0.282,-0.076
'[10:15:02.404]',-0.300,-0.070
'[10:15:02.408]',-0.319,-0.070
'[10:15:02.412]',-0.330,-0.071
'[10:15:02.416]',-0.324,-0.064
'[10:15:02.420]',-0.311,-0.062
'[10:15:02.424]',-0.318,-0.064
'[10:15:02.428]',-0.318,-0.070
'[10:15:02.432]',-0.315,-0.071
'[10:15:02.436]',-0.307,-0.060
'[10:15:02.440]',-0.326,-0.051
'[10:15:02.444]',-0.351,-0.044
'[10:15:02.448]',-0.359,-0.040
'[10:15:02.452]',-0.340,-0.033
'[10:15:02.456]',-0.320,-0.026
'[10:15:02.460]',-0.320,-0.020
'[10:15:02.464]',-0.315,-0.016
'[10:15:02.468]',-0.315,-0.013
'[10:15:02.472]',-0.311,-0.011
'[10:15:02.476]',-0.320,-0.016
'[10:15:02.480]',-0.316,-0.024
'[10:15:02.484]',-0.302,-0.030
'[10:15:02.488]',-0.290,-0.030
'[10:15:02.492]',-0.273,-0.024
'[10:15:02.496]',-0.253,-0.022
'[10:15:02.500]',-0.233,-0.021
'[10:15:02.504]',-0.223,-0.022
'[10:15:02.508]',-0.203,-0.024
'[10:15:02.512]',-0.186,-0.030
'[10:15:02.516]',-0.185,-0.031
'[10:15:02.520]',-0.201,-0.030
'[10:15:02.524]',-0.211,-0.025
'[10:15:02.528]',-0.211,-0.021
'[10:15:02.532]',-0.216,-0.019
'[10:15:02.536]',-0.223,-0.011
'[10:15:02.540]',-0.228,0.000
'[10:15:02.544]',-0.231,0.009
'[10:15:02.548]',-0.216,0.009
'[10:15:02.552]',-0.185,0.003
'[10:15:02.556]',-0.175,0.000
'[10:15:02.560]',-0.205,-0.001
'[10:15:02.564]',-0.234,-0.003
'[10:15:02.568]',-0.255,-0.003
'[10:15:02.572]',-0.260,-0.001
'[10:15:02.576]',-0.258,-0.003
'[10:15:02.580]',-0.253,0.000
'[10:15:02.584]',-0.270,0.000
'[10:15:02.588]',-0.291,0.000
'[10:15:02.592]',-0.294,0.000
'[10:15:02.596]',-0.281,-0.001
'[10:15:02.600]',-0.261,-0.003
'[10:15:02.604]',-0.255,0.006
'[10:15:02.608]',-0.266,0.007
'[10:15:02.612]',-0.280,-0.014
'[10:15:02.616]',-0.280,-0.058
'[10:15:02.620]',-0.264,-0.126
'[10:15:02.624]',-0.260,-0.201
'[10:15:02.628]',-0.275,-0.281
'[10:15:02.632]',-0.316,-0.364
'[10:15:02.636]',-0.333,-0.424
'[10:15:02.640]',-0.311,-0.466
'[10:15:02.644]',-0.246,-0.481
'[10:15:02.648]',-0.146,-0.494
'[10:15:02.652]',-0.022,-0.480
'[10:15:02.656]',0.110,-0.435
'[10:15:02.660]',0.249,-0.367
'[10:15:02.664]',0.343,-0.284
'[10:15:02.668]',0.411,-0.211
'[10:15:02.672]',0.455,-0.149
'[10:15:02.676]',0.500,-0.111
'[10:15:02.680]',0.516,-0.089
'[10:15:02.684]',0.471,-0.075
'[10:15:02.688]',0.376,-0.064
'[10:15:02.692]',0.210,-0.055
'[10:15:02.696]',0.059,-0.045
'[10:15:02.700]',-0.030,-0.035
'[10:15:02.704]',-0.076,-0.022
'[10:15:02.708]',-0.117,-0.010
'[10:15:02.712]',-0.176,-0.001
'[10:15:02.716]',-0.234,0.007
'[10:15:02.720]',-0.273,0.005
'[10:15:02.724]',-0.297,0.000
'[10:15:02.728]',-0.316,0.005
'[10:15:02.732]',-0.347,0.007
'[10:15:02.736]',-0.372,0.004
'[10:15:02.740]',-0.384,-0.001
'[10:15:02.744]',-0.365,-0.001
'[10:15:02.748]',-0.347,-0.004
'[10:15:02.752]',-0.356,-0.009
'[10:15:02.756]',-0.380,-0.015
'[10:15:02.760]',-0.404,-0.015
'[10:15:02.764]',-0.398,-0.016
'[10:15:02.768]',-0.389,-0.021
'[10:15:02.772]',-0.381,-0.018
'[10:15:02.776]',-0.389,-0.015
'[10:15:02.780]',-0.395,-0.013
'[10:15:02.784]',-0.388,-0.015
