'Time','ECG','ECG'
'[15:09:01.036]',-0.115,0.061
'[15:09:01.040]',-0.111,0.060
'[15:09:01.044]',-0.113,0.061
'[15:09:01.048]',-0.116,0.064
'[15:09:01.052]',-0.117,0.064
'[15:09:01.056]',-0.117,0.066
'[15:09:01.060]',-0.117,0.066
'[15:09:01.064]',-0.120,0.065
'[15:09:01.068]',-0.117,0.068
'[15:09:01.072]',-0.117,0.071
'[15:09:01.076]',-0.124,0.076
'[15:09:01.080]',-0.128,0.079
'[15:09:01.084]',-0.131,0.084
'[15:09:01.088]',-0.135,0.087
'[15:09:01.092]',-0.141,0.085
'[15:09:01.096]',-0.141,0.086
'[15:09:01.100]',-0.140,0.092
'[15:09:01.104]',-0.140,0.096
'[15:09:01.108]',-0.141,0.098
'[15:09:01.112]',-0.140,0.096
'[15:09:01.116]',-0.133,0.102
'[15:09:01.120]',-0.131,0.101
'[15:09:01.124]',-0.134,0.098
'[15:09:01.128]',-0.136,0.096
'[15:09:01.132]',-0.131,0.099
'[15:09:01.136]',-0.133,0.100
'[15:09:01.140]',-0.136,0.098
'[15:09:01.144]',-0.134,0.095
'[15:09:01.148]',-0.126,0.095
'[15:09:01.152]',-0.128,0.098
'[15:09:01.156]',-0.130,0.099
'[15:09:01.160]',-0.129,0.101
'[15:09:01.164]',-0.126,0.107
'[15:09:01.168]',-0.130,0.106
'[15:09:01.172]',-0.135,0.107
'[15:09:01.176]',-0.133,0.107
'[15:09:01.180]',-0.136,0.110
'[15:09:01.184]',-0.138,0.115
'[15:09:01.188]',-0.139,0.122
'[15:09:01.192]',-0.136,0.134
'[15:09:01.196]',-0.135,0.139
'[15:09:01.200]',-0.138,0.141
'[15:09:01.204]',-0.142,0.141
'[15:09:01.208]',-0.142,0.138
'[15:09:01.212]',-0.142,0.122
'[15:09:01.216]',-0.140,0.100
'[15:09:01.220]',-0.135,0.070
'[15:09:01.224]',-0.128,0.030
'[15:09:01.228]',-0.121,-0.009
'[15:09:01.232]',-0.115,-0.041
'[15:09:01.236]',-0.098,-0.069
'[15:09:01.240]',-0.070,-0.075
'[15:09:01.244]',-0.045,-0.061
'[15:09:01.248]',-0.020,-0.020
'[15:09:01.252]',-0.001,0.048
'[15:09:01.256]',0.030,0.131
'[15:09:01.260]',0.062,0.198
'[15:09:01.264]',0.110,0.255
'[15:09:01.268]',0.163,0.309
'[15:09:01.272]',0.201,0.396
'[15:09:01.276]',0.211,0.499
'[15:09:01.280]',0.182,0.623
'[15:09:01.284]',0.140,0.738
'[15:09:01.288]',0.079,0.804
'[15:09:01.292]',0.016,0.843
'[15:09:01.296]',-0.043,0.835
'[15:09:01.300]',-0.121,0.846
'[15:09:01.304]',-0.200,0.815
'[15:09:01.308]',-0.281,0.760
'[15:09:01.312]',-0.345,0.682
'[15:09:01.316]',-0.374,0.615
'[15:09:01.320]',-0.384,0.573
'[15:09:01.324]',-0.355,0.521
'[15:09:01.328]',-0.325,0.471
'[15:09:01.332]',-0.294,0.394
'[15:09:01.336]',-0.281,0.328
'[15:09:01.340]',-0.270,0.256
'[15:09:01.344]',-0.254,0.199
'[15:09:01.348]',-0.234,0.146
'[15:09:01.352]',-0.201,0.102
'[15:09:01.356]',-0.174,0.075
'[15:09:01.360]',-0.142,0.055
'[15:09:01.364]',-0.122,0.043
'[15:09:01.368]',-0.113,0.030
'[15:09:01.372]',-0.111,0.018
'[15:09:01.376]',-0.107,0.010
'[15:09:01.380]',-0.100,0.003
'[15:09:01.384]',-0.096,0.000
'[15:09:01.388]',-0.099,-0.009
'[15:09:01.392]',-0.099,-0.016
'[15:09:01.396]',-0.095,-0.020
'[15:09:01.400]',-0.095,-0.022
'[15:09:01.404]',-0.100,-0.025
'[15:09:01.408]',-0.098,-0.031
'[15:09:01.412]',-0.090,-0.039
'[15:09:01.416]',-0.084,-0.045
'[15:09:01.420]',-0.083,-0.050
'[15:09:01.424]',-0.083,-0.052
'[15:09:01.428]',-0.077,-0.055
'[15:09:01.432]',-0.079,-0.060
'[15:09:01.436]',-0.084,-0.069
'[15:09:01.440]',-0.077,-0.077
'[15:09:01.444]',-0.066,-0.087
'[15:09:01.448]',-0.054,-0.094
'[15:09:01.452]',-0.056,-0.100
'[15:09:01.456]',-0.054,-0.110
'[15:09:01.460]',-0.048,-0.116
'[15:09:01.464]',-0.041,-0.126
'[15:09:01.468]',-0.043,-0.134
'[15:09:01.472]',-0.037,-0.141
'[15:09:01.476]',-0.026,-0.147
'[15:09:01.480]',-0.031,-0.154
'[15:09:01.484]',-0.036,-0.160
'[15:09:01.488]',-0.041,-0.168
'[15:09:01.492]',-0.043,-0.175
'[15:09:01.496]',-0.043,-0.184
'[15:09:01.500]',-0.040,-0.194
'[15:09:01.504]',-0.033,-0.198
'[15:09:01.508]',-0.029,-0.205
'[15:09:01.512]',-0.026,-0.212
'[15:09:01.516]',-0.025,-0.216
'[15:09:01.520]',-0.020,-0.219
'[15:09:01.524]',-0.019,-0.225
'[15:09:01.528]',-0.020,-0.236
'[15:09:01.532]',-0.022,-0.240
'[15:09:01.536]',-0.015,-0.249
'[15:09:01.540]',-0.009,-0.254
'[15:09:01.544]',-0.007,-0.261
'[15:09:01.548]',0.003,-0.265
'[15:09:01.552]',0.014,-0.270
'[15:09:01.556]',0.020,-0.278
'[15:09:01.560]',0.018,-0.284
'[15:09:01.564]',0.022,-0.292
'[15:09:01.568]',0.031,-0.290
'[15:09:01.572]',0.030,-0.301
'[15:09:01.576]',0.035,-0.305
'[15:09:01.580]',0.043,-0.311
'[15:09:01.584]',0.055,-0.316
'[15:09:01.588]',0.055,-0.320
'[15:09:01.592]',0.059,-0.330
'[15:09:01.596]',0.066,-0.326
'[15:09:01.600]',0.070,-0.331
'[15:09:01.604]',0.070,-0.329
'[15:09:01.608]',0.066,-0.338
'[15:09:01.612]',0.074,-0.336
'[15:09:01.616]',0.079,-0.343
'[15:09:01.620]',0.083,-0.346
'[15:09:01.624]',0.085,-0.345
'[15:09:01.628]',0.095,-0.349
'[15:09:01.632]',0.098,-0.343
'[15:09:01.636]',0.091,-0.349
'[15:09:01.640]',0.092,-0.340
'[15:09:01.644]',0.092,-0.344
'[15:09:01.648]',0.091,-0.341
'[15:09:01.652]',0.083,-0.343
'[15:09:01.656]',0.081,-0.336
'[15:09:01.660]',0.085,-0.320
'[15:09:01.664]',0.084,-0.316
'[15:09:01.668]',0.074,-0.310
'[15:09:01.672]',0.068,-0.309
'[15:09:01.676]',0.066,-0.295
'[15:09:01.680]',0.060,-0.286
'[15:09:01.684]',0.052,-0.271
'[15:09:01.688]',0.037,-0.255
'[15:09:01.692]',0.026,-0.241
'[15:09:01.696]',0.015,-0.224
'[15:09:01.700]',0.005,-0.212
'[15:09:01.704]',-0.001,-0.194
'[15:09:01.708]',-0.006,-0.181
'[15:09:01.712]',-0.011,-0.169
'[15:09:01.716]',-0.020,-0.151
'[15:09:01.720]',-0.029,-0.135
'[15:09:01.724]',-0.036,-0.119
'[15:09:01.728]',-0.046,-0.110
'[15:09:01.732]',-0.056,-0.099
'[15:09:01.736]',-0.062,-0.087
'[15:09:01.740]',-0.065,-0.076
'[15:09:01.744]',-0.071,-0.072
'[15:09:01.748]',-0.071,-0.069
'[15:09:01.752]',-0.069,-0.060
'[15:09:01.756]',-0.061,-0.056
'[15:09:01.760]',-0.061,-0.055
'[15:09:01.764]',-0.065,-0.054
'[15:09:01.768]',-0.061,-0.048
'[15:09:01.772]',-0.056,-0.045
'[15:09:01.776]',-0.056,-0.046
'[15:09:01.780]',-0.068,-0.045
'[15:09:01.784]',-0.074,-0.044
'[15:09:01.788]',-0.083,-0.040
'[15:09:01.792]',-0.087,-0.041
'[15:09:01.796]',-0.085,-0.044
'[15:09:01.800]',-0.080,-0.041
'[15:09:01.804]',-0.075,-0.040
'[15:09:01.808]',-0.085,-0.043
'[15:09:01.812]',-0.090,-0.044
'[15:09:01.816]',-0.090,-0.041
'[15:09:01.820]',-0.095,-0.039
'[15:09:01.824]',-0.099,-0.040
'[15:09:01.828]',-0.099,-0.036
'[15:09:01.832]',-0.095,-0.028
'[15:09:01.836]',-0.096,-0.026
'[15:09:01.840]',-0.099,-0.026
'[15:09:01.844]',-0.100,-0.022
'[15:09:01.848]',-0.105,-0.014
'[15:09:01.852]',-0.114,-0.013
'[15:09:01.856]',-0.129,-0.013
'[15:09:01.860]',-0.133,-0.011
'[15:09:01.864]',-0.130,-0.007
'[15:09:01.868]',-0.126,-0.004
'[15:09:01.872]',-0.134,-0.003
'[15:09:01.876]',-0.139,0.000
'[15:09:01.880]',-0.139,0.003
'[15:09:01.884]',-0.140,0.004
'[15:09:01.888]',-0.139,0.004
'[15:09:01.892]',-0.139,0.005
'[15:09:01.896]',-0.136,0.004
'[15:09:01.900]',-0.146,0.000
'[15:09:01.904]',-0.152,-0.001
'[15:09:01.908]',-0.149,0.003
'[15:09:01.912]',-0.141,0.009
'[15:09:01.916]',-0.139,0.005
'[15:09:01.920]',-0.139,0.003
'[15:09:01.924]',-0.135,0.004
'[15:09:01.928]',-0.139,0.006
'[15:09:01.932]',-0.144,0.005
'[15:09:01.936]',-0.147,0.004
'[15:09:01.940]',-0.141,0.005
'[15:09:01.944]',-0.139,0.004
'[15:09:01.948]',-0.149,-0.001
'[15:09:01.952]',-0.158,-0.001
'[15:09:01.956]',-0.163,0.000
'[15:09:01.960]',-0.164,-0.001
'[15:09:01.964]',-0.172,-0.006
'[15:09:01.968]',-0.172,-0.007
'[15:09:01.972]',-0.171,-0.005
'[15:09:01.976]',-0.172,-0.004
'[15:09:01.980]',-0.177,-0.009
'[15:09:01.984]',-0.180,-0.011
'[15:09:01.988]',-0.174,-0.007
'[15:09:01.992]',-0.171,-0.005
'[15:09:01.996]',-0.171,-0.006
'[15:09:02.000]',-0.172,-0.004
'[15:09:02.004]',-0.171,0.001
'[15:09:02.008]',-0.170,0.000
'[15:09:02.012]',-0.175,-0.006
'[15:09:02.016]',-0.179,-0.006
'[15:09:02.020]',-0.180,-0.001
'[15:09:02.024]',-0.179,0.001
'[15:09:02.028]',-0.182,0.001
'[15:09:02.032]',-0.186,0.003
'[15:09:02.036]',-0.191,0.004
'[15:09:02.040]',-0.196,0.005
'[15:09:02.044]',-0.198,0.003
'[15:09:02.048]',-0.190,0.006
'[15:09:02.052]',-0.185,0.007
'[15:09:02.056]',-0.182,0.009
'[15:09:02.060]',-0.184,0.007
'[15:09:02.064]',-0.184,0.009
'[15:09:02.068]',-0.182,0.013
'[15:09:02.072]',-0.182,0.013
'[15:09:02.076]',-0.179,0.011
'[15:09:02.080]',-0.176,0.013
'[15:09:02.084]',-0.176,0.016
'[15:09:02.088]',-0.176,0.021
'[15:09:02.092]',-0.181,0.022
'[15:09:02.096]',-0.176,0.024
'[15:09:02.100]',-0.171,0.025
'[15:09:02.104]',-0.160,0.026
'[15:09:02.108]',-0.169,0.025
'[15:09:02.112]',-0.166,0.026
'[15:09:02.116]',-0.163,0.033
'[15:09:02.120]',-0.165,0.039
'[15:09:02.124]',-0.168,0.041
'[15:09:02.128]',-0.170,0.054
'[15:09:02.132]',-0.165,0.060
'[15:09:02.136]',-0.165,0.062
'[15:09:02.140]',-0.165,0.055
'[15:09:02.144]',-0.168,0.045
'[15:09:02.148]',-0.169,0.030
'[15:09:02.152]',-0.164,0.003
'[15:09:02.156]',-0.156,-0.025
'[15:09:02.160]',-0.142,-0.056
'[15:09:02.164]',-0.133,-0.092
'[15:09:02.168]',-0.122,-0.125
'[15:09:02.172]',-0.106,-0.144
'[15:09:02.176]',-0.076,-0.139
'[15:09:02.180]',-0.046,-0.109
'[15:09:02.184]',-0.030,-0.059
'[15:09:02.188]',-0.011,0.006
'[15:09:02.192]',0.028,0.079
'[15:09:02.196]',0.075,0.145
'[15:09:02.200]',0.128,0.201
'[15:09:02.204]',0.174,0.261
'[15:09:02.208]',0.201,0.366
'[15:09:02.212]',0.203,0.492
'[15:09:02.216]',0.168,0.615
'[15:09:02.220]',0.117,0.710
'[15:09:02.224]',0.051,0.761
'[15:09:02.228]',-0.015,0.794
'[15:09:02.232]',-0.089,0.790
'[15:09:02.236]',-0.176,0.806
'[15:09:02.240]',-0.266,0.782
'[15:09:02.244]',-0.350,0.745
'[15:09:02.248]',-0.411,0.670
'[15:09:02.252]',-0.434,0.605
'[15:09:02.256]',-0.430,0.566
'[15:09:02.260]',-0.399,0.521
'[15:09:02.264]',-0.375,0.477
'[15:09:02.268]',-0.351,0.411
'[15:09:02.272]',-0.339,0.352
'[15:09:02.276]',-0.333,0.281
'[15:09:02.280]',-0.321,0.224
'[15:09:02.284]',-0.301,0.172
'[15:09:02.288]',-0.274,0.128
'[15:09:02.292]',-0.250,0.098
'[15:09:02.296]',-0.224,0.071
'[15:09:02.300]',-0.210,0.059
'[15:09:02.304]',-0.200,0.050
'[15:09:02.308]',-0.199,0.044
'[15:09:02.312]',-0.198,0.035
'[15:09:02.316]',-0.190,0.026
'[15:09:02.320]',-0.184,0.024
'[15:09:02.324]',-0.176,0.020
'[15:09:02.328]',-0.181,0.016
'[15:09:02.332]',-0.176,0.010
'[15:09:02.336]',-0.172,0.006
'[15:09:02.340]',-0.176,0.001
'[15:09:02.344]',-0.184,-0.007
'[15:09:02.348]',-0.184,-0.013
'[15:09:02.352]',-0.180,-0.014
'[15:09:02.356]',-0.179,-0.013
'[15:09:02.360]',-0.175,-0.018
'[15:09:02.364]',-0.165,-0.024
'[15:09:02.368]',-0.159,-0.030
'[15:09:02.372]',-0.156,-0.036
'[15:09:02.376]',-0.164,-0.041
'[15:09:02.380]',-0.165,-0.045
'[15:09:02.384]',-0.161,-0.050
'[15:09:02.388]',-0.158,-0.055
'[15:09:02.392]',-0.160,-0.064
'[15:09:02.396]',-0.154,-0.066
'[15:09:02.400]',-0.146,-0.069
'[15:09:02.404]',-0.140,-0.074
'[15:09:02.408]',-0.146,-0.083
'[15:09:02.412]',-0.146,-0.090
'[15:09:02.416]',-0.135,-0.095
'[15:09:02.420]',-0.129,-0.102
'[15:09:02.424]',-0.129,-0.110
'[15:09:02.428]',-0.125,-0.120
'[15:09:02.432]',-0.114,-0.125
'[15:09:02.436]',-0.115,-0.136
'[15:09:02.440]',-0.116,-0.144
'[15:09:02.444]',-0.116,-0.150
'[15:09:02.448]',-0.111,-0.155
'[15:09:02.452]',-0.107,-0.165
'[15:09:02.456]',-0.110,-0.179
'[15:09:02.460]',-0.105,-0.189
'[15:09:02.464]',-0.096,-0.203
'[15:09:02.468]',-0.094,-0.210
'[15:09:02.472]',-0.095,-0.221
'[15:09:02.476]',-0.085,-0.225
'[15:09:02.480]',-0.068,-0.237
'[15:09:02.484]',-0.056,-0.247
'[15:09:02.488]',-0.046,-0.255
'[15:09:02.492]',-0.039,-0.264
'[15:09:02.496]',-0.028,-0.266
'[15:09:02.500]',-0.021,-0.276
'[15:09:02.504]',-0.013,-0.278
'[15:09:02.508]',-0.006,-0.287
'[15:09:02.512]',0.003,-0.289
'[15:09:02.516]',0.009,-0.295
'[15:09:02.520]',0.018,-0.299
'[15:09:02.524]',0.026,-0.296
'[15:09:02.528]',0.036,-0.301
'[15:09:02.532]',0.039,-0.299
'[15:09:02.536]',0.041,-0.305
'[15:09:02.540]',0.043,-0.299
'[15:09:02.544]',0.049,-0.302
'[15:09:02.548]',0.059,-0.304
'[15:09:02.552]',0.070,-0.300
'[15:09:02.556]',0.091,-0.300
'[15:09:02.560]',0.099,-0.291
'[15:09:02.564]',0.101,-0.294
'[15:09:02.568]',0.101,-0.286
'[15:09:02.572]',0.102,-0.287
'[15:09:02.576]',0.099,-0.280
'[15:09:02.580]',0.092,-0.284
'[15:09:02.584]',0.095,-0.281
'[15:09:02.588]',0.098,-0.271
'[15:09:02.592]',0.102,-0.265
'[15:09:02.596]',0.102,-0.260
'[15:09:02.600]',0.107,-0.260
'[15:09:02.604]',0.109,-0.253
'[15:09:02.608]',0.102,-0.249
'[15:09:02.612]',0.091,-0.244
'[15:09:02.616]',0.075,-0.236
'[15:09:02.620]',0.074,-0.224
'[15:09:02.624]',0.069,-0.211
'[15:09:02.628]',0.055,-0.204
'[15:09:02.632]',0.044,-0.196
'[15:09:02.636]',0.035,-0.188
'[15:09:02.640]',0.026,-0.171
'[15:09:02.644]',0.011,-0.159
'[15:09:02.648]',0.005,-0.146
'[15:09:02.652]',0.001,-0.133
'[15:09:02.656]',-0.004,-0.119
'[15:09:02.660]',-0.016,-0.107
'[15:09:02.664]',-0.022,-0.096
'[15:09:02.668]',-0.029,-0.080
'[15:09:02.672]',-0.031,-0.068
'[15:09:02.676]',-0.040,-0.059
'[15:09:02.680]',-0.050,-0.050
'[15:09:02.684]',-0.051,-0.035
'[15:09:02.688]',-0.056,-0.022
'[15:09:02.692]',-0.070,-0.015
'[15:09:02.696]',-0.075,-0.010
'[15:09:02.700]',-0.070,-0.005
'[15:09:02.704]',-0.065,0.003
'[15:09:02.708]',-0.075,0.007
'[15:09:02.712]',-0.080,0.011
'[15:09:02.716]',-0.075,0.016
'[15:09:02.720]',-0.075,0.021
'[15:09:02.724]',-0.083,0.022
'[15:09:02.728]',-0.089,0.026
'[15:09:02.732]',-0.080,0.033
'[15:09:02.736]',-0.083,0.039
'[15:09:02.740]',-0.087,0.041
'[15:09:02.744]',-0.095,0.043
'[15:09:02.748]',-0.096,0.049
