'Time','ECG','ECG'
'[05:04:00.256]',-0.019,0.110
'[05:04:00.260]',-0.016,0.110
'[05:04:00.264]',-0.013,0.113
'[05:04:00.268]',-0.014,0.113
'[05:04:00.272]',-0.014,0.117
'[05:04:00.276]',-0.014,0.120
'[05:04:00.280]',-0.014,0.122
'[05:04:00.284]',-0.013,0.120
'[05:04:00.288]',-0.011,0.120
'[05:04:00.292]',-0.010,0.121
'[05:04:00.296]',-0.007,0.122
'[05:04:00.300]',-0.005,0.125
'[05:04:00.304]',0.000,0.120
'[05:04:00.308]',0.003,0.120
'[05:04:00.312]',0.004,0.116
'[05:04:00.316]',0.003,0.120
'[05:04:00.320]',0.004,0.122
'[05:04:00.324]',0.005,0.124
'[05:04:00.328]',0.009,0.122
'[05:04:00.332]',0.007,0.121
'[05:04:00.336]',0.006,0.124
'[05:04:00.340]',0.001,0.124
'[05:04:00.344]',0.000,0.125
'[05:04:00.348]',0.000,0.124
'[05:04:00.352]',0.000,0.124
'[05:04:00.356]',-0.004,0.122
'[05:04:00.360]',-0.007,0.122
'[05:04:00.364]',-0.007,0.121
'[05:04:00.368]',-0.010,0.119
'[05:04:00.372]',-0.013,0.117
'[05:04:00.376]',-0.015,0.113
'[05:04:00.380]',-0.018,0.114
'[05:04:00.384]',-0.019,0.110
'[05:04:00.388]',-0.019,0.109
'[05:04:00.392]',-0.015,0.102
'[05:04:00.396]',-0.020,0.100
'[05:04:00.400]',-0.024,0.099
'[05:04:00.404]',-0.028,0.099
'[05:04:00.408]',-0.029,0.098
'[05:04:00.412]',-0.030,0.092
'[05:04:00.416]',-0.033,0.090
'[05:04:00.420]',-0.034,0.085
'[05:04:00.424]',-0.043,0.084
'[05:04:00.428]',-0.046,0.081
'[05:04:00.432]',-0.051,0.081
'[05:04:00.436]',-0.052,0.080
'[05:04:00.440]',-0.056,0.074
'[05:04:00.444]',-0.065,0.070
'[05:04:00.448]',-0.075,0.065
'[05:04:00.452]',-0.083,0.060
'[05:04:00.456]',-0.089,0.055
'[05:04:00.460]',-0.095,0.050
'[05:04:00.464]',-0.102,0.048
'[05:04:00.468]',-0.113,0.043
'[05:04:00.472]',-0.124,0.039
'[05:04:00.476]',-0.134,0.036
'[05:04:00.480]',-0.140,0.034
'[05:04:00.484]',-0.147,0.029
'[05:04:00.488]',-0.160,0.024
'[05:04:00.492]',-0.172,0.021
'[05:04:00.496]',-0.182,0.022
'[05:04:00.500]',-0.195,0.021
'[05:04:00.504]',-0.203,0.018
'[05:04:00.508]',-0.212,0.018
'[05:04:00.512]',-0.216,0.018
'[05:04:00.516]',-0.230,0.019
'[05:04:00.520]',-0.239,0.022
'[05:04:00.524]',-0.241,0.025
'[05:04:00.528]',-0.245,0.030
'[05:04:00.532]',-0.244,0.029
'[05:04:00.536]',-0.247,0.035
'[05:04:00.540]',-0.242,0.036
'[05:04:00.544]',-0.242,0.039
'[05:04:00.548]',-0.236,0.040
'[05:04:00.552]',-0.235,0.041
'[05:04:00.556]',-0.231,0.046
'[05:04:00.560]',-0.221,0.045
'[05:04:00.564]',-0.212,0.045
'[05:04:00.568]',-0.200,0.046
'[05:04:00.572]',-0.190,0.050
'[05:04:00.576]',-0.177,0.052
'[05:04:00.580]',-0.168,0.054
'[05:04:00.584]',-0.155,0.055
'[05:04:00.588]',-0.141,0.056
'[05:04:00.592]',-0.131,0.056
'[05:04:00.596]',-0.121,0.054
'[05:04:00.600]',-0.110,0.056
'[05:04:00.604]',-0.099,0.058
'[05:04:00.608]',-0.089,0.060
'[05:04:00.612]',-0.077,0.058
'[05:04:00.616]',-0.071,0.060
'[05:04:00.620]',-0.062,0.062
'[05:04:00.624]',-0.058,0.065
'[05:04:00.628]',-0.050,0.068
'[05:04:00.632]',-0.046,0.069
'[05:04:00.636]',-0.043,0.070
'[05:04:00.640]',-0.039,0.070
'[05:04:00.644]',-0.035,0.072
'[05:04:00.648]',-0.028,0.072
'[05:04:00.652]',-0.022,0.071
'[05:04:00.656]',-0.020,0.070
'[05:04:00.660]',-0.020,0.069
'[05:04:00.664]',-0.016,0.070
'[05:04:00.668]',-0.015,0.071
'[05:04:00.672]',-0.010,0.071
'[05:04:00.676]',-0.007,0.068
'[05:04:00.680]',-0.005,0.066
'[05:04:00.684]',-0.006,0.066
'[05:04:00.688]',-0.005,0.069
'[05:04:00.692]',-0.001,0.070
'[05:04:00.696]',0.004,0.072
'[05:04:00.700]',0.007,0.072
'[05:04:00.704]',0.010,0.072
'[05:04:00.708]',0.009,0.076
'[05:04:00.712]',0.013,0.077
'[05:04:00.716]',0.016,0.081
'[05:04:00.720]',0.025,0.084
'[05:04:00.724]',0.020,0.085
'[05:04:00.728]',0.020,0.087
'[05:04:00.732]',0.020,0.089
'[05:04:00.736]',0.024,0.089
'[05:04:00.740]',0.024,0.083
'[05:04:00.744]',0.024,0.083
'[05:04:00.748]',0.024,0.083
'[05:04:00.752]',0.022,0.087
'[05:04:00.756]',0.026,0.091
'[05:04:00.760]',0.026,0.095
'[05:04:00.764]',0.030,0.101
'[05:04:00.768]',0.029,0.100
'[05:04:00.772]',0.031,0.104
'[05:04:00.776]',0.035,0.105
'[05:04:00.780]',0.037,0.109
'[05:04:00.784]',0.039,0.111
'[05:04:00.788]',0.033,0.115
'[05:04:00.792]',0.034,0.121
'[05:04:00.796]',0.033,0.124
'[05:04:00.800]',0.033,0.126
'[05:04:00.804]',0.030,0.128
'[05:04:00.808]',0.030,0.133
'[05:04:00.812]',0.031,0.138
'[05:04:00.816]',0.026,0.145
'[05:04:00.820]',0.028,0.147
'[05:04:00.824]',0.028,0.151
'[05:04:00.828]',0.028,0.156
'[05:04:00.832]',0.026,0.151
'[05:04:00.836]',0.028,0.149
'[05:04:00.840]',0.033,0.141
'[05:04:00.844]',0.034,0.138
'[05:04:00.848]',0.037,0.131
'[05:04:00.852]',0.040,0.126
'[05:04:00.856]',0.044,0.120
'[05:04:00.860]',0.051,0.113
'[05:04:00.864]',0.061,0.107
'[05:04:00.868]',0.068,0.095
'[05:04:00.872]',0.079,0.085
'[05:04:00.876]',0.084,0.072
'[05:04:00.880]',0.090,0.066
'[05:04:00.884]',0.094,0.064
'[05:04:00.888]',0.094,0.065
'[05:04:00.892]',0.091,0.071
'[05:04:00.896]',0.085,0.077
'[05:04:00.900]',0.083,0.090
'[05:04:00.904]',0.080,0.101
'[05:04:00.908]',0.081,0.113
'[05:04:00.912]',0.076,0.117
'[05:04:00.916]',0.071,0.122
'[05:04:00.920]',0.064,0.125
'[05:04:00.924]',0.056,0.125
'[05:04:00.928]',0.048,0.124
'[05:04:00.932]',0.030,0.124
'[05:04:00.936]',0.011,0.125
'[05:04:00.940]',-0.003,0.122
'[05:04:00.944]',-0.015,0.121
'[05:04:00.948]',-0.025,0.120
'[05:04:00.952]',-0.034,0.117
'[05:04:00.956]',-0.040,0.116
'[05:04:00.960]',-0.045,0.117
'[05:04:00.964]',-0.043,0.116
'[05:04:00.968]',-0.037,0.115
'[05:04:00.972]',-0.035,0.113
'[05:04:00.976]',-0.034,0.109
'[05:04:00.980]',-0.033,0.106
'[05:04:00.984]',-0.031,0.100
'[05:04:00.988]',-0.030,0.092
'[05:04:00.992]',-0.024,0.079
'[05:04:00.996]',-0.021,0.064
'[05:04:01.000]',-0.020,0.045
'[05:04:01.004]',-0.018,0.021
'[05:04:01.008]',-0.015,-0.016
'[05:04:01.012]',-0.010,-0.066
'[05:04:01.016]',-0.007,-0.131
'[05:04:01.020]',-0.005,-0.210
'[05:04:01.024]',-0.006,-0.290
'[05:04:01.028]',0.000,-0.371
'[05:04:01.032]',0.011,-0.440
'[05:04:01.036]',0.029,-0.501
'[05:04:01.040]',0.049,-0.524
'[05:04:01.044]',0.086,-0.509
'[05:04:01.048]',0.146,-0.436
'[05:04:01.052]',0.215,-0.339
'[05:04:01.056]',0.299,-0.239
'[05:04:01.060]',0.366,-0.160
'[05:04:01.064]',0.422,-0.102
'[05:04:01.068]',0.431,-0.065
'[05:04:01.072]',0.409,-0.033
'[05:04:01.076]',0.356,-0.005
'[05:04:01.080]',0.304,0.021
'[05:04:01.084]',0.273,0.041
'[05:04:01.088]',0.260,0.059
'[05:04:01.092]',0.265,0.076
'[05:04:01.096]',0.258,0.090
'[05:04:01.100]',0.247,0.107
'[05:04:01.104]',0.216,0.117
'[05:04:01.108]',0.186,0.126
'[05:04:01.112]',0.155,0.130
'[05:04:01.116]',0.116,0.136
'[05:04:01.120]',0.083,0.140
'[05:04:01.124]',0.045,0.147
'[05:04:01.128]',0.020,0.159
'[05:04:01.132]',0.000,0.161
'[05:04:01.136]',-0.013,0.165
'[05:04:01.140]',-0.019,0.164
'[05:04:01.144]',-0.025,0.169
'[05:04:01.148]',-0.028,0.170
'[05:04:01.152]',-0.026,0.175
'[05:04:01.156]',-0.025,0.179
'[05:04:01.160]',-0.025,0.180
'[05:04:01.164]',-0.025,0.182
'[05:04:01.168]',-0.026,0.182
'[05:04:01.172]',-0.026,0.185
'[05:04:01.176]',-0.024,0.184
'[05:04:01.180]',-0.022,0.188
'[05:04:01.184]',-0.024,0.188
'[05:04:01.188]',-0.030,0.190
'[05:04:01.192]',-0.030,0.194
'[05:04:01.196]',-0.030,0.195
'[05:04:01.200]',-0.028,0.198
'[05:04:01.204]',-0.026,0.195
'[05:04:01.208]',-0.030,0.199
'[05:04:01.212]',-0.030,0.196
'[05:04:01.216]',-0.031,0.199
'[05:04:01.220]',-0.030,0.196
'[05:04:01.224]',-0.031,0.196
'[05:04:01.228]',-0.031,0.198
'[05:04:01.232]',-0.034,0.198
'[05:04:01.236]',-0.034,0.200
'[05:04:01.240]',-0.033,0.198
'[05:04:01.244]',-0.031,0.199
'[05:04:01.248]',-0.036,0.200
'[05:04:01.252]',-0.039,0.201
'[05:04:01.256]',-0.037,0.198
'[05:04:01.260]',-0.043,0.195
'[05:04:01.264]',-0.044,0.195
'[05:04:01.268]',-0.048,0.195
'[05:04:01.272]',-0.049,0.198
'[05:04:01.276]',-0.046,0.195
'[05:04:01.280]',-0.045,0.193
'[05:04:01.284]',-0.046,0.190
'[05:04:01.288]',-0.050,0.188
'[05:04:01.292]',-0.051,0.185
'[05:04:01.296]',-0.051,0.184
'[05:04:01.300]',-0.052,0.180
'[05:04:01.304]',-0.054,0.175
'[05:04:01.308]',-0.060,0.172
'[05:04:01.312]',-0.065,0.166
'[05:04:01.316]',-0.068,0.161
'[05:04:01.320]',-0.068,0.155
'[05:04:01.324]',-0.075,0.147
'[05:04:01.328]',-0.084,0.144
'[05:04:01.332]',-0.095,0.140
'[05:04:01.336]',-0.105,0.138
'[05:04:01.340]',-0.113,0.131
'[05:04:01.344]',-0.120,0.130
'[05:04:01.348]',-0.125,0.125
'[05:04:01.352]',-0.140,0.120
'[05:04:01.356]',-0.151,0.116
'[05:04:01.360]',-0.158,0.109
'[05:04:01.364]',-0.170,0.104
'[05:04:01.368]',-0.179,0.094
'[05:04:01.372]',-0.194,0.089
'[05:04:01.376]',-0.203,0.084
'[05:04:01.380]',-0.214,0.083
'[05:04:01.384]',-0.224,0.080
'[05:04:01.388]',-0.233,0.080
'[05:04:01.392]',-0.247,0.084
'[05:04:01.396]',-0.255,0.081
'[05:04:01.400]',-0.265,0.083
'[05:04:01.404]',-0.268,0.083
'[05:04:01.408]',-0.271,0.085
'[05:04:01.412]',-0.271,0.089
'[05:04:01.416]',-0.270,0.094
'[05:04:01.420]',-0.265,0.098
'[05:04:01.424]',-0.254,0.099
'[05:04:01.428]',-0.249,0.101
'[05:04:01.432]',-0.241,0.104
'[05:04:01.436]',-0.236,0.107
'[05:04:01.440]',-0.221,0.109
'[05:04:01.444]',-0.211,0.109
'[05:04:01.448]',-0.199,0.109
'[05:04:01.452]',-0.188,0.111
'[05:04:01.456]',-0.180,0.115
'[05:04:01.460]',-0.164,0.117
'[05:04:01.464]',-0.149,0.119
'[05:04:01.468]',-0.133,0.117
'[05:04:01.472]',-0.125,0.120
'[05:04:01.476]',-0.115,0.120
'[05:04:01.480]',-0.110,0.124
'[05:04:01.484]',-0.100,0.125
'[05:04:01.488]',-0.091,0.125
'[05:04:01.492]',-0.086,0.124
'[05:04:01.496]',-0.079,0.126
'[05:04:01.500]',-0.071,0.131
'[05:04:01.504]',-0.062,0.134
'[05:04:01.508]',-0.058,0.136
'[05:04:01.512]',-0.051,0.134
'[05:04:01.516]',-0.048,0.135
'[05:04:01.520]',-0.048,0.135
'[05:04:01.524]',-0.044,0.135
'[05:04:01.528]',-0.037,0.131
'[05:04:01.532]',-0.030,0.129
'[05:04:01.536]',-0.025,0.129
'[05:04:01.540]',-0.019,0.131
'[05:04:01.544]',-0.016,0.135
'[05:04:01.548]',-0.013,0.135
'[05:04:01.552]',-0.011,0.138
'[05:04:01.556]',-0.005,0.138
'[05:04:01.560]',-0.010,0.139
'[05:04:01.564]',-0.011,0.138
'[05:04:01.568]',-0.013,0.136
'[05:04:01.572]',-0.007,0.140
'[05:04:01.576]',-0.007,0.140
'[05:04:01.580]',-0.007,0.142
'[05:04:01.584]',-0.004,0.142
'[05:04:01.588]',-0.004,0.141
'[05:04:01.592]',0.000,0.144
'[05:04:01.596]',-0.003,0.147
'[05:04:01.600]',0.001,0.152
'[05:04:01.604]',0.003,0.152
'[05:04:01.608]',0.004,0.154
'[05:04:01.612]',0.004,0.158
'[05:04:01.616]',0.003,0.160
'[05:04:01.620]',0.005,0.163
'[05:04:01.624]',0.004,0.163
'[05:04:01.628]',0.004,0.165
'[05:04:01.632]',0.004,0.168
'[05:04:01.636]',0.003,0.174
'[05:04:01.640]',0.003,0.174
'[05:04:01.644]',0.005,0.175
'[05:04:01.648]',0.011,0.175
'[05:04:01.652]',0.005,0.175
'[05:04:01.656]',0.000,0.176
'[05:04:01.660]',-0.004,0.180
'[05:04:01.664]',-0.003,0.186
'[05:04:01.668]',-0.001,0.180
'[05:04:01.672]',-0.003,0.181
'[05:04:01.676]',-0.001,0.180
'[05:04:01.680]',-0.007,0.184
'[05:04:01.684]',-0.010,0.188
'[05:04:01.688]',-0.010,0.191
'[05:04:01.692]',-0.006,0.201
'[05:04:01.696]',-0.005,0.201
'[05:04:01.700]',-0.001,0.205
'[05:04:01.704]',-0.001,0.200
'[05:04:01.708]',0.000,0.196
'[05:04:01.712]',0.007,0.186
'[05:04:01.716]',0.010,0.176
'[05:04:01.720]',0.013,0.168
'[05:04:01.724]',0.014,0.155
'[05:04:01.728]',0.020,0.149
'[05:04:01.732]',0.030,0.135
'[05:04:01.736]',0.043,0.126
'[05:04:01.740]',0.054,0.114
'[05:04:01.744]',0.061,0.104
'[05:04:01.748]',0.070,0.094
'[05:04:01.752]',0.075,0.095
'[05:04:01.756]',0.077,0.100
'[05:04:01.760]',0.069,0.107
'[05:04:01.764]',0.065,0.117
'[05:04:01.768]',0.064,0.129
'[05:04:01.772]',0.062,0.141
'[05:04:01.776]',0.059,0.150
'[05:04:01.780]',0.054,0.155
'[05:04:01.784]',0.049,0.156
'[05:04:01.788]',0.039,0.155
'[05:04:01.792]',0.026,0.152
'[05:04:01.796]',0.004,0.150
'[05:04:01.800]',-0.015,0.151
'[05:04:01.804]',-0.031,0.150
'[05:04:01.808]',-0.044,0.151
'[05:04:01.812]',-0.055,0.146
'[05:04:01.816]',-0.065,0.142
'[05:04:01.820]',-0.072,0.139
'[05:04:01.824]',-0.076,0.136
'[05:04:01.828]',-0.075,0.133
'[05:04:01.832]',-0.074,0.128
'[05:04:01.836]',-0.075,0.124
'[05:04:01.840]',-0.075,0.119
'[05:04:01.844]',-0.076,0.116
'[05:04:01.848]',-0.074,0.109
'[05:04:01.852]',-0.070,0.099
'[05:04:01.856]',-0.065,0.081
'[05:04:01.860]',-0.071,0.059
'[05:04:01.864]',-0.074,0.026
'[05:04:01.868]',-0.072,-0.022
'[05:04:01.872]',-0.065,-0.087
'[05:04:01.876]',-0.060,-0.170
'[05:04:01.880]',-0.058,-0.264
'[05:04:01.884]',-0.051,-0.357
'[05:04:01.888]',-0.046,-0.446
'[05:04:01.892]',-0.033,-0.524
'[05:04:01.896]',-0.014,-0.573
'[05:04:01.900]',0.018,-0.589
'[05:04:01.904]',0.064,-0.547
'[05:04:01.908]',0.133,-0.461
'[05:04:01.912]',0.214,-0.345
'[05:04:01.916]',0.289,-0.242
'[05:04:01.920]',0.355,-0.165
'[05:04:01.924]',0.376,-0.113
'[05:04:01.928]',0.370,-0.066
'[05:04:01.932]',0.324,-0.030
'[05:04:01.936]',0.276,0.004
'[05:04:01.940]',0.240,0.030
'[05:04:01.944]',0.231,0.056
'[05:04:01.948]',0.241,0.075
'[05:04:01.952]',0.239,0.090
'[05:04:01.956]',0.230,0.105
'[05:04:01.960]',0.199,0.117
'[05:04:01.964]',0.160,0.130
'[05:04:01.968]',0.117,0.135
'[05:04:01.972]',0.076,0.141
'[05:04:01.976]',0.044,0.145
'[05:04:01.980]',-0.003,0.152
'[05:04:01.984]',-0.036,0.155
'[05:04:01.988]',-0.064,0.159
'[05:04:01.992]',-0.084,0.165
'[05:04:01.996]',-0.095,0.166
'[05:04:02.000]',-0.101,0.174
'[05:04:02.004]',-0.101,0.180
'[05:04:02.008]',-0.104,0.194
'[05:04:02.012]',-0.104,0.194
'[05:04:02.016]',-0.111,0.194
'[05:04:02.020]',-0.117,0.191
'[05:04:02.024]',-0.120,0.185
'[05:04:02.028]',-0.120,0.184
'[05:04:02.032]',-0.122,0.179
'[05:04:02.036]',-0.131,0.182
'[05:04:02.040]',-0.141,0.184
'[05:04:02.044]',-0.146,0.188
'[05:04:02.048]',-0.141,0.186
'[05:04:02.052]',-0.139,0.191
'[05:04:02.056]',-0.138,0.191
'[05:04:02.060]',-0.136,0.193
'[05:04:02.064]',-0.134,0.191
'[05:04:02.068]',-0.130,0.191
'[05:04:02.072]',-0.133,0.198
'[05:04:02.076]',-0.136,0.198
'[05:04:02.080]',-0.139,0.201
'[05:04:02.084]',-0.142,0.200
'[05:04:02.088]',-0.144,0.200
'[05:04:02.092]',-0.147,0.198
'[05:04:02.096]',-0.151,0.194
'[05:04:02.100]',-0.155,0.195
'[05:04:02.104]',-0.156,0.193
'[05:04:02.108]',-0.164,0.198
'[05:04:02.112]',-0.169,0.196
'[05:04:02.116]',-0.171,0.199
'[05:04:02.120]',-0.174,0.195
'[05:04:02.124]',-0.172,0.191
'[05:04:02.128]',-0.172,0.189
'[05:04:02.132]',-0.176,0.186
'[05:04:02.136]',-0.181,0.186
'[05:04:02.140]',-0.180,0.184
'[05:04:02.144]',-0.182,0.181
'[05:04:02.148]',-0.190,0.175
'[05:04:02.152]',-0.198,0.172
'[05:04:02.156]',-0.201,0.169
'[05:04:02.160]',-0.205,0.166
'[05:04:02.164]',-0.210,0.163
'[05:04:02.168]',-0.212,0.159
'[05:04:02.172]',-0.221,0.155
'[05:04:02.176]',-0.236,0.149
'[05:04:02.180]',-0.245,0.147
'[05:04:02.184]',-0.249,0.142
'[05:04:02.188]',-0.259,0.138
'[05:04:02.192]',-0.273,0.133
'[05:04:02.196]',-0.282,0.125
'[05:04:02.200]',-0.296,0.124
'[05:04:02.204]',-0.304,0.114
'[05:04:02.208]',-0.314,0.107
'[05:04:02.212]',-0.325,0.101
'[05:04:02.216]',-0.340,0.096
'[05:04:02.220]',-0.356,0.092
'[05:04:02.224]',-0.362,0.089
'[05:04:02.228]',-0.375,0.089
'[05:04:02.232]',-0.380,0.087
'[05:04:02.236]',-0.389,0.090
'[05:04:02.240]',-0.390,0.090
'[05:04:02.244]',-0.393,0.092
'[05:04:02.248]',-0.393,0.096
'[05:04:02.252]',-0.393,0.100
'[05:04:02.256]',-0.393,0.101
'[05:04:02.260]',-0.381,0.100
'[05:04:02.264]',-0.380,0.101
'[05:04:02.268]',-0.371,0.101
'[05:04:02.272]',-0.365,0.105
'[05:04:02.276]',-0.350,0.109
'[05:04:02.280]',-0.341,0.111
'[05:04:02.284]',-0.330,0.113
'[05:04:02.288]',-0.318,0.115
'[05:04:02.292]',-0.306,0.116
'[05:04:02.296]',-0.286,0.115
'[05:04:02.300]',-0.273,0.116
'[05:04:02.304]',-0.251,0.115
'[05:04:02.308]',-0.242,0.119
'[05:04:02.312]',-0.231,0.120
'[05:04:02.316]',-0.217,0.126
'[05:04:02.320]',-0.207,0.129
'[05:04:02.324]',-0.194,0.126
'[05:04:02.328]',-0.188,0.128
'[05:04:02.332]',-0.180,0.125
'[05:04:02.336]',-0.174,0.128
'[05:04:02.340]',-0.161,0.124
'[05:04:02.344]',-0.152,0.124
'[05:04:02.348]',-0.144,0.125
'[05:04:02.352]',-0.138,0.125
'[05:04:02.356]',-0.130,0.124
'[05:04:02.360]',-0.120,0.122
'[05:04:02.364]',-0.114,0.120
'[05:04:02.368]',-0.107,0.119
'[05:04:02.372]',-0.102,0.120
'[05:04:02.376]',-0.095,0.120
'[05:04:02.380]',-0.090,0.120
'[05:04:02.384]',-0.086,0.122
'[05:04:02.388]',-0.086,0.124
'[05:04:02.392]',-0.081,0.124
'[05:04:02.396]',-0.081,0.121
'[05:04:02.400]',-0.076,0.121
'[05:04:02.404]',-0.071,0.122
'[05:04:02.408]',-0.070,0.126
'[05:04:02.412]',-0.066,0.126
'[05:04:02.416]',-0.065,0.128
'[05:04:02.420]',-0.062,0.125
'[05:04:02.424]',-0.064,0.125
'[05:04:02.428]',-0.061,0.126
'[05:04:02.432]',-0.059,0.129
'[05:04:02.436]',-0.054,0.131
'[05:04:02.440]',-0.050,0.130
'[05:04:02.444]',-0.050,0.134
'[05:04:02.448]',-0.049,0.136
'[05:04:02.452]',-0.046,0.140
'[05:04:02.456]',-0.036,0.144
'[05:04:02.460]',-0.033,0.146
'[05:04:02.464]',-0.030,0.150
'[05:04:02.468]',-0.028,0.152
'[05:04:02.472]',-0.026,0.155
'[05:04:02.476]',-0.026,0.152
'[05:04:02.480]',-0.026,0.152
'[05:04:02.484]',-0.022,0.152
'[05:04:02.488]',-0.029,0.152
'[05:04:02.492]',-0.028,0.154
'[05:04:02.496]',-0.028,0.152
'[05:04:02.500]',-0.029,0.156
'[05:04:02.504]',-0.031,0.156
'[05:04:02.508]',-0.031,0.160
'[05:04:02.512]',-0.025,0.161
'[05:04:02.516]',-0.025,0.166
'[05:04:02.520]',-0.022,0.171
'[05:04:02.524]',-0.022,0.171
'[05:04:02.528]',-0.016,0.174
'[05:04:02.532]',-0.011,0.161
'[05:04:02.536]',-0.005,0.154
'[05:04:02.540]',-0.003,0.141
'[05:04:02.544]',0.001,0.133
'[05:04:02.548]',0.010,0.124
'[05:04:02.552]',0.019,0.114
'[05:04:02.556]',0.033,0.109
'[05:04:02.560]',0.041,0.099
'[05:04:02.564]',0.055,0.089
'[05:04:02.568]',0.064,0.075
'[05:04:02.572]',0.075,0.068
'[05:04:02.576]',0.081,0.065
'[05:04:02.580]',0.075,0.070
'[05:04:02.584]',0.072,0.075
'[05:04:02.588]',0.068,0.087
'[05:04:02.592]',0.068,0.102
'[05:04:02.596]',0.068,0.115
'[05:04:02.600]',0.069,0.126
'[05:04:02.604]',0.068,0.133
'[05:04:02.608]',0.061,0.140
'[05:04:02.612]',0.051,0.140
'[05:04:02.616]',0.030,0.142
'[05:04:02.620]',0.011,0.145
'[05:04:02.624]',-0.004,0.144
'[05:04:02.628]',-0.011,0.141
'[05:04:02.632]',-0.022,0.133
'[05:04:02.636]',-0.033,0.130
'[05:04:02.640]',-0.039,0.128
'[05:04:02.644]',-0.043,0.129
'[05:04:02.648]',-0.040,0.125
'[05:04:02.652]',-0.036,0.122
'[05:04:02.656]',-0.037,0.116
'[05:04:02.660]',-0.037,0.111
'[05:04:02.664]',-0.035,0.106
'[05:04:02.668]',-0.033,0.096
'[05:04:02.672]',-0.031,0.084
'[05:04:02.676]',-0.029,0.062
'[05:04:02.680]',-0.028,0.030
'[05:04:02.684]',-0.025,-0.016
'[05:04:02.688]',-0.021,-0.079
'[05:04:02.692]',-0.015,-0.159
'[05:04:02.696]',-0.018,-0.254
'[05:04:02.700]',-0.014,-0.359
'[05:04:02.704]',-0.006,-0.455
'[05:04:02.708]',0.007,-0.542
'[05:04:02.712]',0.025,-0.591
'[05:04:02.716]',0.051,-0.601
'[05:04:02.720]',0.105,-0.531
'[05:04:02.724]',0.175,-0.422
'[05:04:02.728]',0.264,-0.307
'[05:04:02.732]',0.344,-0.209
'[05:04:02.736]',0.406,-0.142
'[05:04:02.740]',0.427,-0.094
'[05:04:02.744]',0.403,-0.056
'[05:04:02.748]',0.351,-0.022
'[05:04:02.752]',0.307,0.005
'[05:04:02.756]',0.297,0.026
'[05:04:02.760]',0.295,0.044
'[05:04:02.764]',0.307,0.061
'[05:04:02.768]',0.299,0.076
'[05:04:02.772]',0.278,0.094
'[05:04:02.776]',0.236,0.106
'[05:04:02.780]',0.195,0.114
'[05:04:02.784]',0.152,0.119
'[05:04:02.788]',0.107,0.125
'[05:04:02.792]',0.068,0.130
'[05:04:02.796]',0.033,0.134
'[05:04:02.800]',0.006,0.139
'[05:04:02.804]',-0.010,0.139
'[05:04:02.808]',-0.018,0.142
'[05:04:02.812]',-0.013,0.144
'[05:04:02.816]',-0.018,0.145
