'Time','ECG','ECG'
'[09:50:00.360]',0.443,0.698
'[09:50:00.364]',0.427,0.698
'[09:50:00.368]',0.389,0.611
'[09:50:00.372]',0.318,0.455
'[09:50:00.376]',0.278,0.355
'[09:50:00.380]',0.350,0.411
'[09:50:00.384]',0.497,0.604
'[09:50:00.388]',0.636,0.755
'[09:50:00.392]',0.654,0.725
'[09:50:00.396]',0.588,0.561
'[09:50:00.400]',0.444,0.309
'[09:50:00.404]',0.324,0.161
'[09:50:00.408]',0.360,0.264
'[09:50:00.412]',0.540,0.544
'[09:50:00.416]',0.693,0.729
'[09:50:00.420]',0.682,0.714
'[09:50:00.424]',0.547,0.598
'[09:50:00.428]',0.301,0.470
'[09:50:00.432]',0.122,0.404
'[09:50:00.436]',0.195,0.366
'[09:50:00.440]',0.456,0.361
'[09:50:00.444]',0.650,0.364
'[09:50:00.448]',0.670,0.380
'[09:50:00.452]',0.585,0.374
'[09:50:00.456]',0.459,0.315
'[09:50:00.460]',0.383,0.246
'[09:50:00.464]',0.334,0.214
'[09:50:00.468]',0.312,0.274
'[09:50:00.472]',0.306,0.376
'[09:50:00.476]',0.316,0.435
'[09:50:00.480]',0.311,0.378
'[09:50:00.484]',0.254,0.249
'[09:50:00.488]',0.185,0.117
'[09:50:00.492]',0.135,0.091
'[09:50:00.496]',0.175,0.186
'[09:50:00.500]',0.276,0.280
'[09:50:00.504]',0.336,0.289
'[09:50:00.508]',0.301,0.231
'[09:50:00.512]',0.186,0.200
'[09:50:00.516]',0.052,0.201
'[09:50:00.520]',-0.003,0.198
'[09:50:00.524]',0.074,0.159
'[09:50:00.528]',0.168,0.107
'[09:50:00.532]',0.182,0.100
'[09:50:00.536]',0.135,0.138
'[09:50:00.540]',0.105,0.169
'[09:50:00.544]',0.100,0.154
'[09:50:00.548]',0.094,0.113
'[09:50:00.552]',0.059,0.087
'[09:50:00.556]',0.005,0.107
'[09:50:00.560]',-0.013,0.155
'[09:50:00.564]',0.016,0.179
'[09:50:00.568]',0.044,0.158
'[09:50:00.572]',0.036,0.104
'[09:50:00.576]',0.000,0.040
'[09:50:00.580]',-0.028,-0.013
'[09:50:00.584]',-0.021,-0.001
'[09:50:00.588]',0.024,0.096
'[09:50:00.592]',0.050,0.220
'[09:50:00.596]',0.036,0.279
'[09:50:00.600]',-0.009,0.241
'[09:50:00.604]',-0.071,0.160
'[09:50:00.608]',-0.131,0.099
'[09:50:00.612]',-0.144,0.099
'[09:50:00.616]',-0.062,0.156
'[09:50:00.620]',0.059,0.237
'[09:50:00.624]',0.140,0.282
'[09:50:00.628]',0.126,0.261
'[09:50:00.632]',0.056,0.221
'[09:50:00.636]',-0.001,0.193
'[09:50:00.640]',-0.015,0.177
'[09:50:00.644]',0.035,0.169
'[09:50:00.648]',0.113,0.175
'[09:50:00.652]',0.171,0.191
'[09:50:00.656]',0.160,0.182
'[09:50:00.660]',0.126,0.159
'[09:50:00.664]',0.099,0.131
'[09:50:00.668]',0.080,0.129
'[09:50:00.672]',0.066,0.131
'[09:50:00.676]',0.068,0.120
'[09:50:00.680]',0.080,0.107
'[09:50:00.684]',0.076,0.141
'[09:50:00.688]',0.054,0.220
'[09:50:00.692]',0.025,0.290
'[09:50:00.696]',0.019,0.329
'[09:50:00.700]',0.022,0.271
'[09:50:00.704]',0.009,0.141
'[09:50:00.708]',-0.004,0.025
'[09:50:00.712]',0.026,0.004
'[09:50:00.716]',0.096,0.060
'[09:50:00.720]',0.174,0.126
'[09:50:00.724]',0.225,0.171
'[09:50:00.728]',0.191,0.193
'[09:50:00.732]',0.074,0.196
'[09:50:00.736]',-0.049,0.172
'[09:50:00.740]',-0.099,0.146
'[09:50:00.744]',-0.064,0.124
'[09:50:00.748]',-0.003,0.115
'[09:50:00.752]',0.046,0.126
'[09:50:00.756]',0.077,0.129
'[09:50:00.760]',0.092,0.120
'[09:50:00.764]',0.079,0.098
'[09:50:00.768]',0.056,0.072
'[09:50:00.772]',0.033,0.071
'[09:50:00.776]',0.024,0.117
'[09:50:00.780]',0.035,0.198
'[09:50:00.784]',0.043,0.260
'[09:50:00.788]',0.039,0.260
'[09:50:00.792]',0.016,0.211
'[09:50:00.796]',-0.010,0.144
'[09:50:00.800]',-0.018,0.094
'[09:50:00.804]',0.018,0.107
'[09:50:00.808]',0.098,0.130
'[09:50:00.812]',0.165,0.077
'[09:50:00.816]',0.184,0.000
'[09:50:00.820]',0.147,0.036
'[09:50:00.824]',0.086,0.191
'[09:50:00.828]',0.026,0.326
'[09:50:00.832]',0.029,0.364
'[09:50:00.836]',0.049,0.344
'[09:50:00.840]',0.007,0.331
'[09:50:00.844]',-0.077,0.295
'[09:50:00.848]',-0.070,0.191
'[09:50:00.852]',0.079,0.018
'[09:50:00.856]',0.224,-0.114
'[09:50:00.860]',0.280,-0.114
'[09:50:00.864]',0.275,-0.075
'[09:50:00.868]',0.270,-0.171
'[09:50:00.872]',0.242,-0.405
'[09:50:00.876]',0.145,-0.626
'[09:50:00.880]',-0.031,-0.738
'[09:50:00.884]',-0.180,-0.774
'[09:50:00.888]',-0.214,-0.792
'[09:50:00.892]',-0.198,-0.816
'[09:50:00.896]',-0.299,-0.859
'[09:50:00.900]',-0.526,-0.845
'[09:50:00.904]',-0.762,-0.785
'[09:50:00.908]',-0.920,-0.662
'[09:50:00.912]',-0.988,-0.527
'[09:50:00.916]',-1.035,-0.404
'[09:50:00.920]',-1.059,-0.300
'[09:50:00.924]',-1.111,-0.242
'[09:50:00.928]',-1.100,-0.211
'[09:50:00.932]',-1.042,-0.128
'[09:50:00.936]',-0.922,0.025
'[09:50:00.940]',-0.784,0.158
'[09:50:00.944]',-0.647,0.200
'[09:50:00.948]',-0.522,0.177
'[09:50:00.952]',-0.445,0.142
'[09:50:00.956]',-0.395,0.122
'[09:50:00.960]',-0.305,0.124
'[09:50:00.964]',-0.145,0.130
'[09:50:00.968]',0.011,0.177
'[09:50:00.972]',0.085,0.259
'[09:50:00.976]',0.084,0.325
'[09:50:00.980]',0.059,0.319
'[09:50:00.984]',0.045,0.275
'[09:50:00.988]',0.048,0.249
'[09:50:00.992]',0.058,0.224
'[09:50:00.996]',0.104,0.210
'[09:50:01.000]',0.188,0.235
'[09:50:01.004]',0.261,0.316
'[09:50:01.008]',0.273,0.371
'[09:50:01.012]',0.241,0.370
'[09:50:01.016]',0.217,0.318
'[09:50:01.020]',0.190,0.280
'[09:50:01.024]',0.171,0.279
'[09:50:01.028]',0.190,0.278
'[09:50:01.032]',0.261,0.284
'[09:50:01.036]',0.326,0.299
'[09:50:01.040]',0.339,0.336
'[09:50:01.044]',0.302,0.359
'[09:50:01.048]',0.261,0.350
'[09:50:01.052]',0.258,0.310
'[09:50:01.056]',0.255,0.266
'[09:50:01.060]',0.260,0.242
'[09:50:01.064]',0.270,0.220
'[09:50:01.068]',0.304,0.212
'[09:50:01.072]',0.331,0.225
'[09:50:01.076]',0.334,0.263
'[09:50:01.080]',0.304,0.301
'[09:50:01.084]',0.261,0.328
'[09:50:01.088]',0.237,0.338
'[09:50:01.092]',0.209,0.350
'[09:50:01.096]',0.195,0.380
'[09:50:01.100]',0.201,0.406
'[09:50:01.104]',0.233,0.410
'[09:50:01.108]',0.275,0.388
'[09:50:01.112]',0.304,0.378
'[09:50:01.116]',0.328,0.378
'[09:50:01.120]',0.340,0.378
'[09:50:01.124]',0.376,0.360
'[09:50:01.128]',0.404,0.328
'[09:50:01.132]',0.412,0.295
'[09:50:01.136]',0.398,0.271
'[09:50:01.140]',0.386,0.287
'[09:50:01.144]',0.394,0.311
'[09:50:01.148]',0.390,0.328
'[09:50:01.152]',0.379,0.328
'[09:50:01.156]',0.345,0.301
'[09:50:01.160]',0.307,0.251
'[09:50:01.164]',0.278,0.199
'[09:50:01.168]',0.286,0.180
'[09:50:01.172]',0.312,0.179
'[09:50:01.176]',0.331,0.180
'[09:50:01.180]',0.343,0.179
'[09:50:01.184]',0.316,0.169
'[09:50:01.188]',0.270,0.138
'[09:50:01.192]',0.211,0.090
'[09:50:01.196]',0.182,0.059
'[09:50:01.200]',0.170,0.055
'[09:50:01.204]',0.170,0.062
'[09:50:01.208]',0.170,0.075
'[09:50:01.212]',0.155,0.083
'[09:50:01.216]',0.128,0.087
'[09:50:01.220]',0.081,0.065
'[09:50:01.224]',0.044,0.041
'[09:50:01.228]',0.028,0.050
'[09:50:01.232]',0.031,0.094
'[09:50:01.236]',0.045,0.107
'[09:50:01.240]',0.050,0.085
'[09:50:01.244]',0.060,0.044
'[09:50:01.248]',0.048,0.010
'[09:50:01.252]',0.018,0.004
'[09:50:01.256]',0.016,0.025
'[09:50:01.260]',0.054,0.055
'[09:50:01.264]',0.074,0.081
'[09:50:01.268]',0.059,0.099
'[09:50:01.272]',0.026,0.085
'[09:50:01.276]',-0.015,0.039
'[09:50:01.280]',-0.030,0.004
'[09:50:01.284]',-0.013,0.024
'[09:50:01.288]',0.015,0.083
'[09:50:01.292]',0.040,0.095
'[09:50:01.296]',0.065,0.034
'[09:50:01.300]',0.062,-0.041
'[09:50:01.304]',0.019,-0.056
'[09:50:01.308]',-0.025,-0.005
'[09:50:01.312]',-0.021,0.056
'[09:50:01.316]',0.033,0.104
'[09:50:01.320]',0.058,0.138
'[09:50:01.324]',0.009,0.136
'[09:50:01.328]',-0.072,0.089
'[09:50:01.332]',-0.109,0.030
'[09:50:01.336]',-0.071,-0.016
'[09:50:01.340]',-0.015,-0.033
'[09:50:01.344]',0.034,-0.048
'[09:50:01.348]',0.074,-0.044
'[09:50:01.352]',0.085,0.034
'[09:50:01.356]',0.050,0.154
'[09:50:01.360]',-0.004,0.214
'[09:50:01.364]',-0.059,0.186
'[09:50:01.368]',-0.086,0.110
'[09:50:01.372]',-0.105,0.021
'[09:50:01.376]',-0.111,-0.025
'[09:50:01.380]',-0.046,-0.004
'[09:50:01.384]',0.072,0.048
'[09:50:01.388]',0.152,0.100
'[09:50:01.392]',0.152,0.140
'[09:50:01.396]',0.096,0.164
'[09:50:01.400]',0.009,0.168
'[09:50:01.404]',-0.048,0.150
'[09:50:01.408]',-0.046,0.110
'[09:50:01.412]',-0.004,0.068
'[09:50:01.416]',0.050,0.056
'[09:50:01.420]',0.091,0.092
'[09:50:01.424]',0.125,0.126
'[09:50:01.428]',0.139,0.099
'[09:50:01.432]',0.134,-0.016
'[09:50:01.436]',0.102,-0.154
'[09:50:01.440]',0.061,-0.214
'[09:50:01.444]',0.046,-0.170
'[09:50:01.448]',0.060,-0.095
'[09:50:01.452]',0.098,-0.039
'[09:50:01.456]',0.087,-0.007
'[09:50:01.460]',-0.007,-0.016
'[09:50:01.464]',-0.145,-0.091
'[09:50:01.468]',-0.237,-0.224
'[09:50:01.472]',-0.229,-0.328
'[09:50:01.476]',-0.171,-0.336
'[09:50:01.480]',-0.114,-0.254
'[09:50:01.484]',-0.074,-0.109
'[09:50:01.488]',-0.065,0.056
'[09:50:01.492]',-0.116,0.150
'[09:50:01.496]',-0.236,0.139
'[09:50:01.500]',-0.351,0.035
'[09:50:01.504]',-0.396,-0.098
'[09:50:01.508]',-0.351,-0.176
'[09:50:01.512]',-0.224,-0.154
'[09:50:01.516]',-0.058,-0.061
'[09:50:01.520]',0.070,0.039
'[09:50:01.524]',0.109,0.100
'[09:50:01.528]',0.043,0.075
'[09:50:01.532]',-0.076,-0.024
'[09:50:01.536]',-0.172,-0.116
'[09:50:01.540]',-0.190,-0.133
'[09:50:01.544]',-0.125,-0.110
'[09:50:01.548]',-0.021,-0.115
'[09:50:01.552]',0.058,-0.084
'[09:50:01.556]',0.066,0.022
'[09:50:01.560]',-0.005,0.095
'[09:50:01.564]',-0.099,0.028
'[09:50:01.568]',-0.144,-0.134
'[09:50:01.572]',-0.136,-0.242
'[09:50:01.576]',-0.146,-0.235
'[09:50:01.580]',-0.130,-0.102
'[09:50:01.584]',-0.036,0.049
'[09:50:01.588]',0.056,0.120
'[09:50:01.592]',0.029,0.098
'[09:50:01.596]',-0.102,0.028
'[09:50:01.600]',-0.239,-0.081
'[09:50:01.604]',-0.282,-0.166
'[09:50:01.608]',-0.190,-0.115
'[09:50:01.612]',-0.030,0.022
'[09:50:01.616]',0.070,0.075
'[09:50:01.620]',0.083,-0.064
'[09:50:01.624]',0.040,-0.269
'[09:50:01.628]',-0.062,-0.319
'[09:50:01.632]',-0.165,-0.196
'[09:50:01.636]',-0.159,-0.084
'[09:50:01.640]',-0.045,-0.165
'[09:50:01.644]',0.039,-0.415
'[09:50:01.648]',-0.043,-0.660
'[09:50:01.652]',-0.244,-0.752
'[09:50:01.656]',-0.364,-0.769
'[09:50:01.660]',-0.295,-0.835
'[09:50:01.664]',-0.170,-0.940
'[09:50:01.668]',-0.200,-1.035
'[09:50:01.672]',-0.426,-1.070
'[09:50:01.676]',-0.689,-1.104
'[09:50:01.680]',-0.855,-1.073
'[09:50:01.684]',-0.924,-0.973
'[09:50:01.688]',-1.010,-0.851
'[09:50:01.692]',-1.123,-0.767
'[09:50:01.696]',-1.242,-0.740
'[09:50:01.700]',-1.308,-0.726
'[09:50:01.704]',-1.354,-0.706
'[09:50:01.708]',-1.355,-0.609
'[09:50:01.712]',-1.274,-0.456
'[09:50:01.716]',-1.153,-0.279
'[09:50:01.720]',-1.035,-0.138
'[09:50:01.724]',-0.980,-0.065
'[09:50:01.728]',-0.936,-0.059
'[09:50:01.732]',-0.907,-0.081
'[09:50:01.736]',-0.824,-0.086
'[09:50:01.740]',-0.670,-0.056
'[09:50:01.744]',-0.477,0.020
'[09:50:01.748]',-0.312,0.099
'[09:50:01.752]',-0.193,0.121
'[09:50:01.756]',-0.149,0.079
'[09:50:01.760]',-0.150,0.055
'[09:50:01.764]',-0.150,0.100
'[09:50:01.768]',-0.122,0.185
'[09:50:01.772]',-0.050,0.233
'[09:50:01.776]',0.033,0.224
'[09:50:01.780]',0.085,0.170
'[09:50:01.784]',0.061,0.096
'[09:50:01.788]',0.031,0.058
'[09:50:01.792]',0.060,0.113
'[09:50:01.796]',0.141,0.255
'[09:50:01.800]',0.199,0.354
'[09:50:01.804]',0.216,0.360
'[09:50:01.808]',0.188,0.285
'[09:50:01.812]',0.116,0.198
'[09:50:01.816]',0.064,0.142
'[09:50:01.820]',0.098,0.147
'[09:50:01.824]',0.225,0.220
'[09:50:01.828]',0.335,0.302
'[09:50:01.832]',0.378,0.350
'[09:50:01.836]',0.330,0.325
'[09:50:01.840]',0.240,0.273
'[09:50:01.844]',0.174,0.221
'[09:50:01.848]',0.159,0.249
'[09:50:01.852]',0.210,0.341
'[09:50:01.856]',0.290,0.405
'[09:50:01.860]',0.355,0.400
'[09:50:01.864]',0.354,0.347
'[09:50:01.868]',0.312,0.301
'[09:50:01.872]',0.259,0.258
'[09:50:01.876]',0.259,0.244
'[09:50:01.880]',0.339,0.263
'[09:50:01.884]',0.411,0.312
'[09:50:01.888]',0.431,0.359
'[09:50:01.892]',0.391,0.340
'[09:50:01.896]',0.351,0.274
'[09:50:01.900]',0.304,0.221
'[09:50:01.904]',0.273,0.268
'[09:50:01.908]',0.276,0.347
'[09:50:01.912]',0.316,0.389
'[09:50:01.916]',0.370,0.352
'[09:50:01.920]',0.371,0.279
'[09:50:01.924]',0.316,0.195
'[09:50:01.928]',0.253,0.115
'[09:50:01.932]',0.273,0.089
'[09:50:01.936]',0.347,0.150
'[09:50:01.940]',0.399,0.247
'[09:50:01.944]',0.385,0.299
'[09:50:01.948]',0.320,0.289
'[09:50:01.952]',0.239,0.242
'[09:50:01.956]',0.145,0.176
'[09:50:01.960]',0.096,0.087
'[09:50:01.964]',0.122,-0.007
'[09:50:01.968]',0.210,-0.060
'[09:50:01.972]',0.278,-0.033
'[09:50:01.976]',0.284,0.064
'[09:50:01.980]',0.254,0.175
'[09:50:01.984]',0.193,0.256
'[09:50:01.988]',0.107,0.285
'[09:50:01.992]',0.005,0.265
'[09:50:01.996]',-0.070,0.215
'[09:50:02.000]',-0.081,0.144
'[09:50:02.004]',-0.011,0.055
'[09:50:02.008]',0.102,-0.035
'[09:50:02.012]',0.195,-0.065
'[09:50:02.016]',0.256,-0.019
'[09:50:02.020]',0.253,0.035
'[09:50:02.024]',0.211,0.056
'[09:50:02.028]',0.146,0.043
'[09:50:02.032]',0.056,0.034
'[09:50:02.036]',-0.050,0.026
'[09:50:02.040]',-0.105,0.016
'[09:50:02.044]',-0.090,0.006
'[09:50:02.048]',-0.046,-0.003
'[09:50:02.052]',-0.019,-0.014
'[09:50:02.056]',-0.028,-0.039
'[09:50:02.060]',-0.040,-0.092
'[09:50:02.064]',-0.050,-0.152
'[09:50:02.068]',-0.061,-0.186
'[09:50:02.072]',-0.070,-0.170
'[09:50:02.076]',-0.092,-0.133
'[09:50:02.080]',-0.111,-0.091
'[09:50:02.084]',-0.140,-0.050
'[09:50:02.088]',-0.200,-0.018
'[09:50:02.092]',-0.269,0.018
'[09:50:02.096]',-0.321,0.089
'[09:50:02.100]',-0.319,0.169
'[09:50:02.104]',-0.295,0.190
'[09:50:02.108]',-0.256,0.125
'[09:50:02.112]',-0.215,0.039
'[09:50:02.116]',-0.176,0.007
'[09:50:02.120]',-0.134,0.024
'[09:50:02.124]',-0.061,0.043
'[09:50:02.128]',0.037,0.036
'[09:50:02.132]',0.094,0.015
'[09:50:02.136]',0.055,-0.010
'[09:50:02.140]',-0.031,-0.062
'[09:50:02.144]',-0.080,-0.156
'[09:50:02.148]',-0.076,-0.242
'[09:50:02.152]',-0.058,-0.240
'[09:50:02.156]',-0.058,-0.169
'[09:50:02.160]',-0.075,-0.107
'[09:50:02.164]',-0.096,-0.075
'[09:50:02.168]',-0.144,-0.066
'[09:50:02.172]',-0.235,-0.070
'[09:50:02.176]',-0.340,-0.090
'[09:50:02.180]',-0.369,-0.113
'[09:50:02.184]',-0.314,-0.144
'[09:50:02.188]',-0.250,-0.158
'[09:50:02.192]',-0.205,-0.179
'[09:50:02.196]',-0.185,-0.223
'[09:50:02.200]',-0.177,-0.223
'[09:50:02.204]',-0.190,-0.149
'[09:50:02.208]',-0.214,-0.046
'[09:50:02.212]',-0.239,-0.003
'[09:50:02.216]',-0.260,-0.001
'[09:50:02.220]',-0.284,0.004
'[09:50:02.224]',-0.326,0.000
'[09:50:02.228]',-0.344,-0.043
'[09:50:02.232]',-0.291,-0.091
'[09:50:02.236]',-0.179,-0.110
'[09:50:02.240]',-0.110,-0.106
'[09:50:02.244]',-0.091,-0.110
'[09:50:02.248]',-0.079,-0.129
'[09:50:02.252]',-0.069,-0.135
'[09:50:02.256]',-0.101,-0.121
'[09:50:02.260]',-0.156,-0.116
'[09:50:02.264]',-0.185,-0.141
'[09:50:02.268]',-0.188,-0.179
'[09:50:02.272]',-0.194,-0.180
'[09:50:02.276]',-0.212,-0.145
'[09:50:02.280]',-0.221,-0.133
'[09:50:02.284]',-0.215,-0.182
'[09:50:02.288]',-0.205,-0.245
'[09:50:02.292]',-0.215,-0.261
'[09:50:02.296]',-0.254,-0.212
'[09:50:02.300]',-0.271,-0.126
'[09:50:02.304]',-0.245,-0.044
'[09:50:02.308]',-0.209,-0.009
'[09:50:02.312]',-0.228,-0.077
'[09:50:02.316]',-0.280,-0.260
'[09:50:02.320]',-0.306,-0.430
'[09:50:02.324]',-0.281,-0.441
'[09:50:02.328]',-0.219,-0.279
'[09:50:02.332]',-0.138,-0.069
'[09:50:02.336]',-0.080,0.052
'[09:50:02.340]',-0.081,0.049
'[09:50:02.344]',-0.163,-0.019
'[09:50:02.348]',-0.285,-0.096
'[09:50:02.352]',-0.359,-0.145
'[09:50:02.356]',-0.306,-0.159
'[09:50:02.360]',-0.181,-0.155
'[09:50:02.364]',-0.074,-0.158
'[09:50:02.368]',-0.024,-0.175
'[09:50:02.372]',-0.030,-0.182
'[09:50:02.376]',-0.072,-0.181
'[09:50:02.380]',-0.109,-0.164
'[09:50:02.384]',-0.129,-0.139
'[09:50:02.388]',-0.138,-0.116
'[09:50:02.392]',-0.142,-0.110
'[09:50:02.396]',-0.154,-0.130
'[09:50:02.400]',-0.163,-0.163
'[09:50:02.404]',-0.176,-0.206
'[09:50:02.408]',-0.176,-0.249
'[09:50:02.412]',-0.168,-0.310
'[09:50:02.416]',-0.156,-0.356
'[09:50:02.420]',-0.151,-0.355
'[09:50:02.424]',-0.165,-0.274
'[09:50:02.428]',-0.194,-0.165
'[09:50:02.432]',-0.237,-0.160
'[09:50:02.436]',-0.284,-0.305
'[09:50:02.440]',-0.352,-0.561
'[09:50:02.444]',-0.422,-0.812
'[09:50:02.448]',-0.466,-1.025
'[09:50:02.452]',-0.450,-1.073
'[09:50:02.456]',-0.366,-0.969
'[09:50:02.460]',-0.336,-0.873
'[09:50:02.464]',-0.432,-0.854
'[09:50:02.468]',-0.670,-0.925
'[09:50:02.472]',-0.959,-0.936
'[09:50:02.476]',-1.242,-0.901
'[09:50:02.480]',-1.383,-0.782
'[09:50:02.484]',-1.331,-0.667
'[09:50:02.488]',-1.250,-0.571
'[09:50:02.492]',-1.200,-0.491
'[09:50:02.496]',-1.250,-0.444
'[09:50:02.500]',-1.265,-0.395
'[09:50:02.504]',-1.229,-0.357
'[09:50:02.508]',-1.104,-0.295
'[09:50:02.512]',-0.958,-0.214
'[09:50:02.516]',-0.845,-0.110
'[09:50:02.520]',-0.744,-0.025
'[09:50:02.524]',-0.684,0.007
'[09:50:02.528]',-0.616,-0.004
'[09:50:02.532]',-0.566,-0.024
'[09:50:02.536]',-0.490,-0.019
'[09:50:02.540]',-0.396,0.006
'[09:50:02.544]',-0.271,0.034
'[09:50:02.548]',-0.169,0.050
'[09:50:02.552]',-0.114,0.060
'[09:50:02.556]',-0.106,0.066
'[09:50:02.560]',-0.117,0.048
'[09:50:02.564]',-0.109,0.011
'[09:50:02.568]',-0.080,-0.020
'[09:50:02.572]',-0.051,-0.024
'[09:50:02.576]',-0.029,0.021
'[09:50:02.580]',-0.009,0.098
'[09:50:02.584]',-0.001,0.150
'[09:50:02.588]',-0.016,0.145
'[09:50:02.592]',-0.050,0.107
'[09:50:02.596]',-0.086,0.090
'[09:50:02.600]',-0.099,0.096
'[09:50:02.604]',-0.060,0.090
'[09:50:02.608]',0.022,0.062
'[09:50:02.612]',0.077,0.058
'[09:50:02.616]',0.090,0.096
'[09:50:02.620]',0.061,0.155
'[09:50:02.624]',0.043,0.200
'[09:50:02.628]',0.044,0.198
'[09:50:02.632]',0.040,0.194
'[09:50:02.636]',0.015,0.211
'[09:50:02.640]',0.006,0.240
'[09:50:02.644]',0.036,0.244
'[09:50:02.648]',0.094,0.217
'[09:50:02.652]',0.146,0.170
'[09:50:02.656]',0.159,0.130
'[09:50:02.660]',0.158,0.150
'[09:50:02.664]',0.177,0.189
'[09:50:02.668]',0.212,0.201
'[09:50:02.672]',0.230,0.191
'[09:50:02.676]',0.209,0.185
'[09:50:02.680]',0.165,0.176
'[09:50:02.684]',0.119,0.155
'[09:50:02.688]',0.120,0.121
'[09:50:02.692]',0.152,0.083
'[09:50:02.696]',0.175,0.070
'[09:50:02.700]',0.171,0.077
'[09:50:02.704]',0.165,0.085
'[09:50:02.708]',0.156,0.069
'[09:50:02.712]',0.134,0.033
'[09:50:02.716]',0.101,-0.001
'[09:50:02.720]',0.060,-0.034
'[09:50:02.724]',0.037,-0.049
'[09:50:02.728]',0.037,-0.051
'[09:50:02.732]',0.041,-0.059
'[09:50:02.736]',0.028,-0.064
'[09:50:02.740]',-0.005,-0.064
'[09:50:02.744]',-0.043,-0.054
'[09:50:02.748]',-0.081,-0.041
'[09:50:02.752]',-0.107,-0.031
'[09:50:02.756]',-0.116,-0.026
'[09:50:02.760]',-0.128,-0.030
'[09:50:02.764]',-0.134,-0.025
'[09:50:02.768]',-0.140,-0.014
'[09:50:02.772]',-0.133,0.001
'[09:50:02.776]',-0.124,0.016
'[09:50:02.780]',-0.114,0.049
'[09:50:02.784]',-0.106,0.095
'[09:50:02.788]',-0.110,0.124
'[09:50:02.792]',-0.106,0.135
'[09:50:02.796]',-0.094,0.165
'[09:50:02.800]',-0.077,0.195
'[09:50:02.804]',-0.059,0.189
'[09:50:02.808]',-0.029,0.138
'[09:50:02.812]',0.019,0.096
