'Time','ECG','ECG'
'[12:00:01.376]',-1.081,-0.446
'[12:00:01.380]',-1.036,-0.441
'[12:00:01.384]',-1.005,-0.450
'[12:00:01.388]',-0.989,-0.453
'[12:00:01.392]',-0.965,-0.460
'[12:00:01.396]',-0.965,-0.469
'[12:00:01.400]',-0.949,-0.470
'[12:00:01.404]',-0.964,-0.479
'[12:00:01.408]',-0.958,-0.474
'[12:00:01.412]',-0.971,-0.487
'[12:00:01.416]',-0.973,-0.486
'[12:00:01.420]',-0.974,-0.497
'[12:00:01.424]',-0.985,-0.497
'[12:00:01.428]',-0.975,-0.502
'[12:00:01.432]',-0.994,-0.509
'[12:00:01.436]',-0.990,-0.510
'[12:00:01.440]',-1.015,-0.525
'[12:00:01.444]',-1.011,-0.517
'[12:00:01.448]',-1.026,-0.526
'[12:00:01.452]',-1.034,-0.520
'[12:00:01.456]',-1.040,-0.529
'[12:00:01.460]',-1.060,-0.529
'[12:00:01.464]',-1.060,-0.524
'[12:00:01.468]',-1.086,-0.510
'[12:00:01.472]',-1.081,-0.481
'[12:00:01.476]',-1.097,-0.463
'[12:00:01.480]',-1.090,-0.438
'[12:00:01.484]',-1.095,-0.425
'[12:00:01.488]',-1.109,-0.405
'[12:00:01.492]',-1.106,-0.404
'[12:00:01.496]',-1.117,-0.426
'[12:00:01.500]',-1.105,-0.479
'[12:00:01.504]',-1.106,-0.544
'[12:00:01.508]',-1.086,-0.588
'[12:00:01.512]',-1.085,-0.623
'[12:00:01.516]',-1.083,-0.631
'[12:00:01.520]',-1.074,-0.646
'[12:00:01.524]',-1.071,-0.639
'[12:00:01.528]',-1.070,-0.636
'[12:00:01.532]',-1.094,-0.644
'[12:00:01.536]',-1.100,-0.654
'[12:00:01.540]',-1.123,-0.667
'[12:00:01.544]',-1.130,-0.667
'[12:00:01.548]',-1.140,-0.674
'[12:00:01.552]',-1.145,-0.667
'[12:00:01.556]',-1.150,-0.665
'[12:00:01.560]',-1.171,-0.657
'[12:00:01.564]',-1.167,-0.650
'[12:00:01.568]',-1.180,-0.647
'[12:00:01.572]',-1.170,-0.640
'[12:00:01.576]',-1.180,-0.642
'[12:00:01.580]',-1.183,-0.625
'[12:00:01.584]',-1.186,-0.615
'[12:00:01.588]',-1.200,-0.603
'[12:00:01.592]',-1.205,-0.606
'[12:00:01.596]',-1.230,-0.636
'[12:00:01.600]',-1.226,-0.680
'[12:00:01.604]',-1.240,-0.749
'[12:00:01.608]',-1.228,-0.799
'[12:00:01.612]',-1.209,-0.859
'[12:00:01.616]',-1.175,-0.897
'[12:00:01.620]',-1.133,-0.944
'[12:00:01.624]',-1.076,-0.983
'[12:00:01.628]',-0.960,-1.019
'[12:00:01.632]',-0.821,-1.070
'[12:00:01.636]',-0.642,-1.096
'[12:00:01.640]',-0.406,-1.137
'[12:00:01.644]',-0.131,-1.119
'[12:00:01.648]',0.121,-1.091
'[12:00:01.652]',0.295,-1.031
'[12:00:01.656]',0.412,-1.021
'[12:00:01.660]',0.544,-1.094
'[12:00:01.664]',0.690,-1.204
'[12:00:01.668]',0.925,-1.316
'[12:00:01.672]',1.235,-1.374
'[12:00:01.676]',1.629,-1.455
'[12:00:01.680]',1.890,-1.460
'[12:00:01.684]',2.039,-1.482
'[12:00:01.688]',2.131,-1.456
'[12:00:01.692]',2.189,-1.417
'[12:00:01.696]',2.260,-1.359
'[12:00:01.700]',2.281,-1.276
'[12:00:01.704]',2.329,-1.236
'[12:00:01.708]',2.349,-1.170
'[12:00:01.712]',2.377,-1.149
'[12:00:01.716]',2.384,-1.094
'[12:00:01.720]',2.380,-1.065
'[12:00:01.724]',2.377,-1.006
'[12:00:01.728]',2.360,-0.949
'[12:00:01.732]',2.375,-0.907
'[12:00:01.736]',2.364,-0.869
'[12:00:01.740]',2.368,-0.865
'[12:00:01.744]',2.295,-0.843
'[12:00:01.748]',2.098,-0.851
'[12:00:01.752]',1.515,-0.838
'[12:00:01.756]',0.636,-0.845
'[12:00:01.760]',-0.168,-0.840
'[12:00:01.764]',-0.750,-0.841
'[12:00:01.768]',-1.021,-0.850
'[12:00:01.772]',-1.115,-0.845
'[12:00:01.776]',-1.173,-0.858
'[12:00:01.780]',-1.192,-0.848
'[12:00:01.784]',-1.212,-0.861
'[12:00:01.788]',-1.231,-0.855
'[12:00:01.792]',-1.229,-0.856
'[12:00:01.796]',-1.249,-0.849
'[12:00:01.800]',-1.244,-0.840
'[12:00:01.804]',-1.260,-0.840
'[12:00:01.808]',-1.248,-0.824
'[12:00:01.812]',-1.251,-0.825
'[12:00:01.816]',-1.259,-0.807
'[12:00:01.820]',-1.261,-0.805
'[12:00:01.824]',-1.271,-0.785
'[12:00:01.828]',-1.270,-0.765
'[12:00:01.832]',-1.289,-0.749
'[12:00:01.836]',-1.280,-0.724
'[12:00:01.840]',-1.294,-0.708
'[12:00:01.844]',-1.300,-0.681
'[12:00:01.848]',-1.312,-0.667
'[12:00:01.852]',-1.321,-0.639
'[12:00:01.856]',-1.327,-0.610
'[12:00:01.860]',-1.347,-0.586
'[12:00:01.864]',-1.343,-0.560
'[12:00:01.868]',-1.360,-0.536
'[12:00:01.872]',-1.354,-0.507
'[12:00:01.876]',-1.365,-0.492
'[12:00:01.880]',-1.369,-0.469
'[12:00:01.884]',-1.376,-0.451
'[12:00:01.888]',-1.390,-0.436
'[12:00:01.892]',-1.384,-0.425
'[12:00:01.896]',-1.404,-0.417
'[12:00:01.900]',-1.389,-0.410
'[12:00:01.904]',-1.403,-0.411
'[12:00:01.908]',-1.396,-0.409
'[12:00:01.912]',-1.404,-0.420
'[12:00:01.916]',-1.410,-0.425
'[12:00:01.920]',-1.406,-0.441
'[12:00:01.924]',-1.424,-0.459
'[12:00:01.928]',-1.407,-0.481
'[12:00:01.932]',-1.425,-0.512
'[12:00:01.936]',-1.409,-0.531
'[12:00:01.940]',-1.421,-0.560
'[12:00:01.944]',-1.406,-0.571
'[12:00:01.948]',-1.410,-0.593
'[12:00:01.952]',-1.413,-0.603
'[12:00:01.956]',-1.391,-0.616
'[12:00:01.960]',-1.393,-0.626
'[12:00:01.964]',-1.357,-0.629
'[12:00:01.968]',-1.357,-0.642
'[12:00:01.972]',-1.319,-0.637
'[12:00:01.976]',-1.298,-0.645
'[12:00:01.980]',-1.255,-0.635
'[12:00:01.984]',-1.211,-0.642
'[12:00:01.988]',-1.163,-0.635
'[12:00:01.992]',-1.093,-0.636
'[12:00:01.996]',-1.060,-0.637
'[12:00:02.000]',-1.012,-0.635
'[12:00:02.004]',-0.999,-0.642
'[12:00:02.008]',-0.965,-0.627
'[12:00:02.012]',-0.954,-0.632
'[12:00:02.016]',-0.945,-0.619
'[12:00:02.020]',-0.932,-0.624
'[12:00:02.024]',-0.934,-0.616
'[12:00:02.028]',-0.921,-0.611
'[12:00:02.032]',-0.931,-0.609
'[12:00:02.036]',-0.920,-0.599
'[12:00:02.040]',-0.929,-0.608
'[12:00:02.044]',-0.922,-0.594
'[12:00:02.048]',-0.925,-0.600
'[12:00:02.052]',-0.927,-0.590
'[12:00:02.056]',-0.922,-0.593
'[12:00:02.060]',-0.934,-0.585
'[12:00:02.064]',-0.935,-0.580
'[12:00:02.068]',-0.948,-0.584
'[12:00:02.072]',-0.943,-0.574
'[12:00:02.076]',-0.959,-0.576
'[12:00:02.080]',-0.958,-0.566
'[12:00:02.084]',-0.960,-0.564
'[12:00:02.088]',-0.968,-0.541
'[12:00:02.092]',-0.968,-0.525
'[12:00:02.096]',-0.983,-0.506
'[12:00:02.100]',-0.976,-0.485
'[12:00:02.104]',-0.986,-0.465
'[12:00:02.108]',-0.979,-0.448
'[12:00:02.112]',-0.978,-0.465
'[12:00:02.116]',-0.971,-0.496
'[12:00:02.120]',-0.959,-0.541
'[12:00:02.124]',-0.956,-0.562
'[12:00:02.128]',-0.945,-0.576
'[12:00:02.132]',-0.943,-0.596
'[12:00:02.136]',-0.924,-0.604
'[12:00:02.140]',-0.924,-0.610
'[12:00:02.144]',-0.921,-0.605
'[12:00:02.148]',-0.927,-0.609
'[12:00:02.152]',-0.945,-0.608
'[12:00:02.156]',-0.966,-0.609
'[12:00:02.160]',-0.984,-0.610
'[12:00:02.164]',-0.968,-0.603
'[12:00:02.168]',-0.971,-0.598
'[12:00:02.172]',-0.963,-0.585
'[12:00:02.176]',-0.965,-0.579
'[12:00:02.180]',-0.959,-0.559
'[12:00:02.184]',-0.961,-0.547
'[12:00:02.188]',-0.973,-0.540
'[12:00:02.192]',-0.966,-0.530
'[12:00:02.196]',-0.978,-0.514
'[12:00:02.200]',-0.970,-0.490
'[12:00:02.204]',-0.985,-0.482
'[12:00:02.208]',-0.984,-0.471
'[12:00:02.212]',-0.995,-0.481
'[12:00:02.216]',-1.005,-0.495
'[12:00:02.220]',-1.008,-0.534
'[12:00:02.224]',-1.011,-0.578
'[12:00:02.228]',-0.983,-0.618
'[12:00:02.232]',-0.970,-0.660
'[12:00:02.236]',-0.920,-0.680
'[12:00:02.240]',-0.863,-0.719
'[12:00:02.244]',-0.770,-0.733
'[12:00:02.248]',-0.661,-0.769
'[12:00:02.252]',-0.499,-0.791
'[12:00:02.256]',-0.261,-0.816
'[12:00:02.260]',-0.016,-0.815
'[12:00:02.264]',0.196,-0.770
'[12:00:02.268]',0.385,-0.721
'[12:00:02.272]',0.526,-0.676
'[12:00:02.276]',0.669,-0.729
'[12:00:02.280]',0.820,-0.824
'[12:00:02.284]',1.084,-0.945
'[12:00:02.288]',1.458,-1.020
'[12:00:02.292]',1.841,-1.091
'[12:00:02.296]',2.139,-1.124
'[12:00:02.300]',2.301,-1.113
'[12:00:02.304]',2.439,-1.107
'[12:00:02.308]',2.510,-1.045
'[12:00:02.312]',2.559,-0.995
'[12:00:02.316]',2.559,-0.910
'[12:00:02.320]',2.559,-0.863
'[12:00:02.324]',2.559,-0.809
'[12:00:02.328]',2.559,-0.772
'[12:00:02.332]',2.559,-0.736
'[12:00:02.336]',2.559,-0.677
'[12:00:02.340]',2.559,-0.634
'[12:00:02.344]',2.559,-0.576
'[12:00:02.348]',2.559,-0.551
'[12:00:02.352]',2.559,-0.519
'[12:00:02.356]',2.559,-0.506
'[12:00:02.360]',2.520,-0.491
'[12:00:02.364]',2.149,-0.481
'[12:00:02.368]',1.450,-0.481
'[12:00:02.372]',0.552,-0.475
'[12:00:02.376]',-0.165,-0.484
'[12:00:02.380]',-0.632,-0.482
'[12:00:02.384]',-0.843,-0.491
'[12:00:02.388]',-0.909,-0.487
'[12:00:02.392]',-0.934,-0.490
'[12:00:02.396]',-0.961,-0.495
'[12:00:02.400]',-0.965,-0.494
'[12:00:02.404]',-0.988,-0.494
'[12:00:02.408]',-0.988,-0.489
'[12:00:02.412]',-0.993,-0.494
'[12:00:02.416]',-0.994,-0.485
'[12:00:02.420]',-0.995,-0.486
'[12:00:02.424]',-1.004,-0.481
'[12:00:02.428]',-0.998,-0.479
'[12:00:02.432]',-1.009,-0.472
'[12:00:02.436]',-0.999,-0.464
'[12:00:02.440]',-1.006,-0.461
'[12:00:02.444]',-1.005,-0.450
'[12:00:02.448]',-1.009,-0.440
'[12:00:02.452]',-1.014,-0.422
'[12:00:02.456]',-1.019,-0.409
'[12:00:02.460]',-1.036,-0.395
'[12:00:02.464]',-1.028,-0.376
'[12:00:02.468]',-1.040,-0.356
'[12:00:02.472]',-1.036,-0.336
'[12:00:02.476]',-1.050,-0.320
'[12:00:02.480]',-1.046,-0.295
'[12:00:02.484]',-1.055,-0.271
'[12:00:02.488]',-1.067,-0.249
'[12:00:02.492]',-1.062,-0.230
'[12:00:02.496]',-1.077,-0.207
'[12:00:02.500]',-1.065,-0.190
'[12:00:02.504]',-1.076,-0.177
'[12:00:02.508]',-1.070,-0.161
'[12:00:02.512]',-1.076,-0.150
'[12:00:02.516]',-1.081,-0.138
'[12:00:02.520]',-1.076,-0.131
'[12:00:02.524]',-1.086,-0.125
'[12:00:02.528]',-1.075,-0.121
'[12:00:02.532]',-1.091,-0.126
'[12:00:02.536]',-1.080,-0.135
'[12:00:02.540]',-1.091,-0.154
'[12:00:02.544]',-1.089,-0.169
'[12:00:02.548]',-1.094,-0.190
'[12:00:02.552]',-1.096,-0.207
'[12:00:02.556]',-1.083,-0.226
'[12:00:02.560]',-1.091,-0.240
'[12:00:02.564]',-1.075,-0.254
'[12:00:02.568]',-1.085,-0.269
'[12:00:02.572]',-1.062,-0.271
'[12:00:02.576]',-1.066,-0.285
'[12:00:02.580]',-1.049,-0.286
'[12:00:02.584]',-1.030,-0.296
'[12:00:02.588]',-1.009,-0.292
'[12:00:02.592]',-0.969,-0.294
'[12:00:02.596]',-0.941,-0.294
'[12:00:02.600]',-0.879,-0.289
'[12:00:02.604]',-0.840,-0.290
'[12:00:02.608]',-0.792,-0.282
'[12:00:02.612]',-0.759,-0.282
'[12:00:02.616]',-0.719,-0.274
'[12:00:02.620]',-0.682,-0.271
'[12:00:02.624]',-0.670,-0.264
'[12:00:02.628]',-0.655,-0.265
'[12:00:02.632]',-0.651,-0.265
'[12:00:02.636]',-0.639,-0.258
'[12:00:02.640]',-0.644,-0.256
'[12:00:02.644]',-0.635,-0.250
'[12:00:02.648]',-0.631,-0.251
'[12:00:02.652]',-0.631,-0.242
'[12:00:02.656]',-0.634,-0.240
'[12:00:02.660]',-0.640,-0.235
'[12:00:02.664]',-0.637,-0.230
'[12:00:02.668]',-0.644,-0.224
'[12:00:02.672]',-0.637,-0.217
'[12:00:02.676]',-0.640,-0.217
'[12:00:02.680]',-0.636,-0.212
'[12:00:02.684]',-0.636,-0.211
'[12:00:02.688]',-0.642,-0.205
'[12:00:02.692]',-0.649,-0.198
'[12:00:02.696]',-0.657,-0.184
'[12:00:02.700]',-0.655,-0.159
'[12:00:02.704]',-0.665,-0.136
'[12:00:02.708]',-0.661,-0.115
'[12:00:02.712]',-0.662,-0.091
'[12:00:02.716]',-0.665,-0.068
'[12:00:02.720]',-0.665,-0.056
'[12:00:02.724]',-0.662,-0.070
'[12:00:02.728]',-0.646,-0.106
